id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,curStatus,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,fan,groupRef,his,hisConvert,hisEnd,hisErr,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,occ,outside,point,pump,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,water,zachName,mod
@p:ubcv:r:23d50fcb-f268f257 Acadia Park HR Unsorted Points JCL-NAE10/Boiler BACnet IP.UBC Acadia Boilers.Binary Values.BV-0,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000817,✓,JCL-NAE10/Boiler BACnet IP.UBC Acadia Boilers.Binary Values.BV-0,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-08T10:11:45-08:00 Los_Angeles,"",6339,2019-03-18T14:32:50-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.306-07:00 Los_Angeles,"","",JCL-NAE10/Boiler BACnet IP.UBC Acadia Boilers.Binary Values.BV-0,✓,BV3000816,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/Boiler BACnet IP.UBC Acadia Boilers.Binary Values.BV-0.Trend1,Los_Angeles,"","",BAS HEAT CALL,2020-04-08T18:55:23.144Z UTC
@p:ubcv:r:23d50f76-9fadaba7 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP5-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000462,✓,JCL-NAE10/FCB.Local Application.SHWP5-C,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-11T20:30:58-07:00 Los_Angeles,"",93,2019-03-19T16:30:08-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.71-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP5-C,✓,BO3000112,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","","",Los_Angeles,"","","",2020-04-08T18:55:37.871Z UTC
@p:ubcv:r:23d50f76-65caef76 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.P08-P09 Bypass valve output,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000508,✓,JCL-NAE10/FCB.Local Application.P08-P09 Bypass valve output,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.091-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.P08-P09 Bypass valve output,✓,AO3000455,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.P08-P09 Bypass valve output.Trend1,Los_Angeles,%,"",P08-P09 Bypass valve output,2020-04-09T19:01:58.636Z UTC
@p:ubcv:r:23d50f76-15c39edf Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP4-O,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000484,✓,JCL-NAE10/FCB.Local Application.SHWP4-O,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.1-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP4-O,✓,AO3000139,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP4-O.Trend1,Los_Angeles,%,"",SHWP4-O,2020-04-09T19:01:58.637Z UTC
@p:ubcv:r:23d50f77-29ebdd5c Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.SAF2-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000531,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.SAF2-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:07-08:00 Los_Angeles,"",8,2019-05-31T14:36:15-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.582-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.SAF2-S,✓,BI3000031,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.SAF2-S.Trend1,Los_Angeles,"","",EF Systems.SAF2-S,2020-04-08T18:55:25.27Z UTC
@p:ubcv:r:23d50f76-35b6d1b0 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP7-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000471,✓,JCL-NAE10/FCB.Local Application.SHWP7-C,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:05:12-07:00 Los_Angeles,"",2466,2019-05-31T14:36:12-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.725-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP7-C,✓,BO3000119,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","","",Los_Angeles,"","","",2020-04-08T18:55:36.861Z UTC
@p:ubcv:r:23d50f76-1524c680 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BP1-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000474,✓,JCL-NAE10/FCB.Local Application.BP1-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-03-11T13:03:06-07:00 Los_Angeles,"",6348,2019-03-18T14:34:55-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.695-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.BP1-S,✓,BI3000129,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.BP1-S.Trend1,Los_Angeles,"","",BP1-S,2020-04-08T18:55:36.802Z UTC
@p:ubcv:r:23d50f76-7f08f8fc Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BLR1-EN,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000504,✓,JCL-NAE10/FCB.Local Application.BLR1-EN,✓,@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","",✓,"","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"-1 enumNumberToStr(self, false)",2020-01-11T16:55:05-08:00 Los_Angeles,"",6332,2019-03-18T14:32:47-07:00 Los_Angeles,ok,"",✓,Str,2020-05-12T14:00:13.403-07:00 Los_Angeles,"","",Enable Cmd,"",MSV3000320,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-f82aaf07 .+(\.|-| )BLR\d-EN,"","",JCL-NAE10/FCB.Local Application.BLR1-EN.Trend1,Los_Angeles,"","",BLR1-EN,2020-04-08T18:55:25.894Z UTC
@p:ubcv:r:23d50fca-b60e805b Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAD-P,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000538,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAD-P,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.107-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAD-P,✓,AI3000037,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAD-P.Trend2,Los_Angeles,Pa,"",EF Systems.EAD-P,2020-04-09T19:01:58.638Z UTC
@p:ubcv:r:23d50fcb-80ea3617 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.ZN3 SP,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000782,✓,JCL-NAE10/FCB.Local Application.ZN3 SP,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",68668,2019-01-17T14:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.114-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.ZN3 SP,✓,AV3000775,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.ZN3 SP.Trend1,Los_Angeles,°C,"",ZN3 SP,2020-04-09T19:01:58.639Z UTC
@p:ubcv:r:23d50f76-b7c895d6 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.HW2-DP,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000466,✓,JCL-NAE10/FCB.Local Application.HW2-DP,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.122-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.HW2-DP,✓,AI3000115,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.HW2-DP.Trend1,Los_Angeles,kPa,"",HW2-DP,2020-04-09T19:01:58.64Z UTC
@p:ubcv:r:23d50fca-fafce48b Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000533,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:07-08:00 Los_Angeles,"",8,2019-05-31T14:36:15-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.592-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S,✓,BI3000032,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S.Trend2,Los_Angeles,"","",EF Systems.EAF2-S,2020-04-08T18:55:25.513Z UTC
@p:ubcv:r:23d50f76-8d0a583a Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T2,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000510,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T2,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",23238,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.826-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T2,✓,AI3000091,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T2.Trend1,Los_Angeles,°C,"",DHW-T2,2020-04-09T19:01:58.641Z UTC
@p:ubcv:r:23d50f76-7bf234ee Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.HWSYS-AVAILABLE,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000503,✓,JCL-NAE10/FCB.Local Application.HWSYS-AVAILABLE,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","False,True","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T12:23:58-07:00 Los_Angeles,"",274,2019-03-18T14:32:47-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.771-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.HWSYS-AVAILABLE,✓,BV3000198,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.HWSYS-AVAILABLE.Trend1,Los_Angeles,"","",HWSYS-AVAILABLE,2020-04-08T18:55:25.934Z UTC
@p:ubcv:r:23d50f76-3edcd8c6 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BLR-SP-ACTUAL,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000506,✓,JCL-NAE10/FCB.Local Application.BLR-SP-ACTUAL,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",46311,2019-01-15T02:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.889-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.BLR-SP-ACTUAL,✓,AV3000400,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.BLR-SP-ACTUAL.Trend1,Los_Angeles,°F,"",BLR-SP-ACTUAL,2020-04-09T19:01:58.642Z UTC
@p:ubcv:r:23d50f76-ab6bff81 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BYPV1-O,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000490,✓,JCL-NAE10/FCB.Local Application.BYPV1-O,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.129-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.BYPV1-O,✓,AO3000109,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.BYPV1-O.Trend1,Los_Angeles,%,"",BYPV1-O,2020-04-09T19:01:58.643Z UTC
@p:ubcv:r:23d50f76-38940004 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT3-T,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000513,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT3-T,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",23238,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.835-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT3-T,✓,AI3000094,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT3-T.Trend1,Los_Angeles,°C,"",DHWT3-T,2020-04-09T19:01:58.644Z UTC
@p:ubcv:r:23d50fcb-0d3b6843 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.Loop Pumps LOCKOUT-SP,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000780,✓,JCL-NAE10/FCB.Local Application.Loop Pumps LOCKOUT-SP,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",68668,2019-01-17T14:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.136-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.Loop Pumps LOCKOUT-SP,✓,AV3000773,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.Loop Pumps LOCKOUT-SP.Trend1,Los_Angeles,_,"",Loop Pumps LOCKOUT-SP,2020-04-09T19:15:03.608Z UTC
@p:ubcv:r:23d50fca-f7f56825 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-O,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000539,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-O,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:21.144-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-O,✓,AO3000038,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-O.Trend1,Los_Angeles,%,"",EF Systems.EAF3-O,2020-04-09T19:01:58.646Z UTC
@p:ubcv:r:23d50f02-9850a239 Acadia Park HR Unsorted Points JCL-NAE10/Event Lost Trend Log,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000007,✓,JCL-NAE10/Event Lost Trend Log,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",27215,2019-07-31T16:30:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.9-07:00 Los_Angeles,"","",JCL-NAE10/Event Lost Trend Log,✓,"","","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","",✓,"","",Los_Angeles,_,"","",2020-04-09T19:15:03.609Z UTC
@p:ubcv:r:23d50f76-b84e5aad Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP9-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000481,✓,JCL-NAE10/FCB.Local Application.SHWP9-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:32:29-07:00 Los_Angeles,"",383,2019-05-24T11:46:13-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:21.188-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP9-S,✓,BI3000148,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP9-S.Trend1,Los_Angeles,"","",SHWP9-S,2020-04-08T18:55:37.184Z UTC
@p:ubcv:r:23d50fca-a4ac1d86 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000532,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:07-08:00 Los_Angeles,"",8,2019-05-31T14:36:15-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.602-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S,✓,BI3000032,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF2-S.Trend1,Los_Angeles,"","",EF Systems.EAF2-S,2020-04-08T18:55:25.256Z UTC
@p:ubcv:r:23d50f76-367f79cc Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BP2-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000468,✓,JCL-NAE10/FCB.Local Application.BP2-C,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:59:04-07:00 Los_Angeles,"",7814,2019-03-18T14:34:52-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.752-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.BP2-C,✓,BO3000133,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","","",Los_Angeles,"","","",2020-04-08T18:55:36.701Z UTC
@p:ubcv:r:23d50f77-53e9f4c5 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT1-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000527,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT1-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:41:02-07:00 Los_Angeles,"",38311,2019-01-17T05:32:11-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.785-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT1-S,✓,BI3000085,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT1-S.Trend1,Los_Angeles,"","",DHWT1-S,2020-04-08T18:55:25.104Z UTC
@p:ubcv:r:23d50fca-a4bf0daf Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.LD-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000537,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.LD-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:07-08:00 Los_Angeles,"",3384,2019-05-31T14:36:15-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.612-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.LD-S,✓,BI3000036,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.LD-S.Trend1,Los_Angeles,"","",EF Systems.LD-S,2020-04-08T18:55:25.426Z UTC
