id,air,alarm,avg,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cool,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,gasMeterLoad,groupRef,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4d606-38185321 Ponderosa East FC-304 PON_EAST_FC304_SAT_SP,✓,"","",@p:ubcv:r:23d12cc2-99f5e9fc PondE PON_EAST_FC304_CP720123 (720123),TL7,✓,PON_EAST_FC304_SAT_SP,"","","","","",@p:ubcv:r:23d12cc2-99f5e9fc PondE PON_EAST_FC304_CP720123 (720123),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104ec-6d3bf3b2 Ponderosa East FC-304,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:52:56-07:00 Los_Angeles,"",337721,2019-01-18T05:30:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:21.331-07:00 Los_Angeles,2019-01-23T16:53:15.417-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_EAST_FC304_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.454Z UTC
@p:ubcv:r:23d4d46a-e94de145 Ponderosa East Unsorted Points PON_EAST_1_2_DCW_USAGE_THIS_YEAR_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL1000,✓,PON_EAST_1_2_DCW_USAGE_THIS_YEAR_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-09T19:39:06-07:00 Los_Angeles,"",159,2019-08-10T13:25:43-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.691-07:00 Los_Angeles,"","",PON_EAST_1_2_DCW_USAGE_THIS_YEAR_AV,✓,AV1035,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_1_2_DCW_USAGE_THIS_YEAR_AV_COV_TL,Los_Angeles,L,"","","","","",2020-04-09T19:02:37.302Z UTC
@p:ubcv:r:23d4d547-7dc70350 Ponderosa East FC-204 PON_EAST_FC204_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-170f7886 PondE PON_EAST_FC204_CP720113 (720113),TL6,✓,PON_EAST_FC204_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-170f7886 PondE PON_EAST_FC204_CP720113 (720113),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b10389-ac5802a2 Ponderosa East FC-204,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:56:46-07:00 Los_Angeles,"",316999,2019-01-18T05:31:33-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:40.534-07:00 Los_Angeles,2019-01-23T16:52:53.659-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"",Los_Angeles,°C,"","","","",✓,2020-04-14T16:50:01.909Z UTC
@p:ubcv:r:23d4d46b-280e7118 Ponderosa East Unsorted Points PON_EAST_BLR_P7_VFD_AL,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL236,✓,PON_EAST_BLR_P7_VFD_AL,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","NORMAL,ALARM","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-04-16T12:45:31-07:00 Los_Angeles,"",51,2019-01-30T10:28:30-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.924-07:00 Los_Angeles,"","",PON_EAST_BLR_P7_VFD_AL,✓,BI1301,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_VFD_P7_AL,Los_Angeles,"","","","","","",2020-04-08T18:48:52.751Z UTC
@p:ubcv:r:23d4d6ba-c847b15f Ponderosa East MAU-2 PON_EAST_MUA2_OAD_C,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL21,✓,PON_EAST_MUA2_OAD_C,"","","","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","Close,Open","",@p:ubcv:r:25b0fc92-bde03350 Ponderosa East MAU-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-09T19:38:04-07:00 Los_Angeles,"",273,2018-12-10T11:27:15-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:43.161-07:00 Los_Angeles,"","",PON_EAST_MUA2_OAD_C,✓,BO101,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:53:02.211Z UTC
@p:ubcv:r:23d4d547-8d3afedb Ponderosa East FC-204 PON_EAST_FC204_SAT_SP,✓,"","",@p:ubcv:r:23d12cc2-170f7886 PondE PON_EAST_FC204_CP720113 (720113),TL7,✓,PON_EAST_FC204_SAT_SP,"","","","","",@p:ubcv:r:23d12cc2-170f7886 PondE PON_EAST_FC204_CP720113 (720113),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b10389-ac5802a2 Ponderosa East FC-204,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:56:46-07:00 Los_Angeles,"",316997,2019-01-18T05:31:33-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:40.767-07:00 Los_Angeles,2019-01-23T16:52:57.292-08:00 Los_Angeles,"",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"",Los_Angeles,°C,"","","","","",2020-04-14T16:50:02.975Z UTC
@p:ubcv:r:23d4d46a-4473cbbc Ponderosa East Unsorted Points PON_EAST_SUPPLY_HW_P4_VFD_ENAB,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL213,✓,PON_EAST_SUPPLY_HW_P4_VFD_ENAB,"","","",✓,"",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","",✓,"","","OFF,ON","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-11T06:39:48-07:00 Los_Angeles,"",3071,2019-01-29T13:04:55-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:20.719-07:00 Los_Angeles,2019-01-23T16:52:57.614-08:00 Los_Angeles,"",Pump Enable Cmd,"",BO2203,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HW_VFD_4_ENAB_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:48:56.236Z UTC
@p:ubcv:r:23d4d558-068ca27d Ponderosa East FC-205 PON_EAST_FC205_CCV,"","","",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),TL1,✓,PON_EAST_FC205_CCV,"","",✓,✓,"",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),"",✓,"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10385-ade45260 Ponderosa East FC-205,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:44:56-07:00 Los_Angeles,"",309962,2019-01-18T05:29:42-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:24.825-07:00 Los_Angeles,2019-01-23T16:53:27.233-08:00 Los_Angeles,"",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"","",Los_Angeles,%,"",✓,"",✓,"",2020-04-14T16:50:02.463Z UTC
@p:ubcv:r:23d4d46b-c3e6f601 Ponderosa East Unsorted Points PON_EAST_HW_DP_SP_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL44,✓,PON_EAST_HW_DP_SP_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2019-12-23T12:31:48-08:00 Los_Angeles,"",1,2019-12-23T12:31:48-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.474-07:00 Los_Angeles,"","",PON_EAST_HW_DP_SP_AV,✓,AV33,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HW_DP_SP_AV_COV_TL,Los_Angeles,psi,"","","","","",2020-04-09T19:02:37.306Z UTC
@p:ubcv:r:23d4d46b-d38eb043 Ponderosa East Unsorted Points PON_EAST_BLR_WS_VLV_FB,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL561,✓,PON_EAST_BLR_WS_VLV_FB,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:50-07:00 Los_Angeles,"",80510,2019-08-02T02:04:45-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.737-07:00 Los_Angeles,"","",PON_EAST_BLR_WS_VLV_FB,✓,AI4308,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_BLR_WS_FB_VLV_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.307Z UTC
@p:ubcv:r:23d4d46a-514792e4 Ponderosa East Unsorted Points PON_EAST_BLR_BYP_V_FB,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL203,✓,PON_EAST_BLR_BYP_V_FB,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",26913,2019-08-01T23:33:20-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.755-07:00 Los_Angeles,"","",PON_EAST_BLR_BYP_V_FB,✓,AI1204,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_BLR_BYP_V_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.309Z UTC
@p:ubcv:r:23d4d65a-da7ca943 Ponderosa East FC-308 PON_EAST_FC308_SAT,✓,"","",@p:ubcv:r:23d12cc2-88f6d453 PondE PON_EAST_FC308_CP720127 (720127),TL4,✓,PON_EAST_FC308_SAT,"","","","","",@p:ubcv:r:23d12cc2-88f6d453 PondE PON_EAST_FC308_CP720127 (720127),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104f3-7a98c465 Ponderosa East FC-308,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:54:56-07:00 Los_Angeles,"",136329,2019-01-17T19:33:11-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:41.109-07:00 Los_Angeles,2019-01-23T16:53:24.817-08:00 Los_Angeles,"",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_EAST_FC308_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.48Z UTC
@p:ubcv:r:23d4d75a-17394ffe Ponderosa East HRV-1 P6 PON_EAST_HRV1_P6S_BV,"","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),TL21,✓,PON_EAST_HRV1_P6S_BV,"","","","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P6,@p:ubcv:r:25b0fc20-877e3363 Ponderosa East HRV-1,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T13:30:14-07:00 Los_Angeles,"",928,2018-10-10T14:50:11-07:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:46:57.056-07:00 Los_Angeles,2019-01-23T16:53:24.499-08:00 Los_Angeles,"","Run ","",BV8,"","","","",✓,"","","",✓,"","",✓,✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",MV_PON_EAST_HRV1_P6S_BV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.139Z UTC
@p:ubcv:r:256889a8-7cb1dd38 Ponderosa East Unsorted Points PON_EAST_DC1_DC_5S,"","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),TL9,"",PON_EAST_DC1_DC_5S,"","","","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"",16680,2019-11-20T15:30:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:57.117-07:00 Los_Angeles,"","",PON_EAST_DC1_DC_5S,✓,AI9,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_DC1_DC_5S_TL,Los_Angeles,A,"","","","","",2020-04-09T19:02:37.667Z UTC
@p:ubcv:r:23d4d49f-a0170ffd Ponderosa East FC-103 PON_EAST_FC103_MODE,"","","",@p:ubcv:r:23d12cc2-7a9a298a PondE PON_EAST_FC103_CP720103 (720103),TL9,✓,PON_EAST_FC103_MODE,"","","","","",@p:ubcv:r:23d12cc2-7a9a298a PondE PON_EAST_FC103_CP720103 (720103),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b0ff77-576df2d0 Ponderosa East FC-103,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"",991,2019-01-13T21:59:31-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:53:34.39-07:00 Los_Angeles,"","",PON_EAST_FC103_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC103_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:23.478Z UTC
@p:ubcv:r:23d4d46a-4adb4391 Ponderosa East Unsorted Points PON_EAST_3_4_DCW_METER_TOTAL_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL2001,✓,PON_EAST_3_4_DCW_METER_TOTAL_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",26913,2019-08-01T23:33:20-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.858-07:00 Los_Angeles,"","",PON_EAST_3_4_DCW_METER_TOTAL_AV,✓,AV2002,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_3_4_DCW_METER_TOTAL_AV_POLL_TL,Los_Angeles,L,"","","","","",2020-04-09T19:02:37.311Z UTC
@p:ubcv:r:23d4d46a-a99b12f0 Ponderosa East Unsorted Points PON_EAST_LAG_BLR_ISO_VLV_ES_BV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL109,✓,PON_EAST_LAG_BLR_ISO_VLV_ES_BV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-11T09:03:37-07:00 Los_Angeles,"",3398,2019-08-08T13:28:11-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:20.866-07:00 Los_Angeles,"","",PON_EAST_LAG_BLR_ISO_VLV_ES_BV,✓,BV71,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_LAG_BLR_ISO_VLV_ES_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:12.247Z UTC
@p:ubcv:r:23d4d46b-99924397 Ponderosa East HP PON_EAST_HP_EN_DIS_HL_HTG_SP_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL9002,✓,PON_EAST_HP_EN_DIS_HL_HTG_SP_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fd89-a76e1de2 Ponderosa East HP,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-01-28T13:14:53-08:00 Los_Angeles,"",2,2019-04-23T13:06:48-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.496-07:00 Los_Angeles,"","",PON_EAST_HP_EN_DIS_HL_HTG_SP_AV,✓,AV27,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HP_EN_DIS_HL_HTG_SP_AV_COV_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.314Z UTC
@p:ubcv:r:23d4d4f5-f65fa625 Ponderosa East FC-108 PON_EAST_FC108_CCV,"","","",@p:ubcv:r:23d12cc2-d80be9a2 PondE PON_EAST_FC108_CP720108 (720108),TL1,✓,PON_EAST_FC108_CCV,"","",✓,✓,"",@p:ubcv:r:23d12cc2-d80be9a2 PondE PON_EAST_FC108_CP720108 (720108),"",✓,"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10064-cbfc98be Ponderosa East FC-108,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","",2020-05-12T15:46:57-07:00 Los_Angeles,"",337716,2019-01-18T05:26:48-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:09.289-07:00 Los_Angeles,2019-01-23T16:53:21.641-08:00 Los_Angeles,"",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",PON_EAST_FC108_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:37.371Z UTC
@p:ubcv:r:23d4d73b-40c54182 Ponderosa East FC-412 PON_EAST_FC412_SAT,✓,"","",@p:ubcv:r:23d12dc1-2f894f2a PondE PON_EAST_FC412_CP720212 (720212),TL4,✓,PON_EAST_FC412_SAT,"","","","","",@p:ubcv:r:23d12dc1-2f894f2a PondE PON_EAST_FC412_CP720212 (720212),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b1095f-a611fd5d Ponderosa East FC-412,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:49:51-07:00 Los_Angeles,"",137017,2019-01-17T19:37:40-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:29.415-07:00 Los_Angeles,2019-01-23T16:53:17.033-08:00 Los_Angeles,"",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_EAST_FC412_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.618Z UTC
@p:ubcv:r:23d4d46a-ee16c7f1 Ponderosa East B-1 PON_EAST_BLR_B1_FLW,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL108,✓,PON_EAST_BLR_B1_FLW,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","NO FLOW,FLOW","",@p:ubcv:r:25b0fa14-828f33da Ponderosa East B-1,✓,"","","","","","",@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-12T15:47:22-07:00 Los_Angeles,"",18864,2019-08-01T15:37:22-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:20.884-07:00 Los_Angeles,"","",PON_EAST_BLR_B1_FLW,✓,BI1102,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_BLR_B1_FLW_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:12.541Z UTC
@p:ubcv:r:23d4d606-f7d3ac4a Ponderosa East FC-304 PON_EAST_FC304_SAT,✓,"","",@p:ubcv:r:23d12cc2-99f5e9fc PondE PON_EAST_FC304_CP720123 (720123),TL4,✓,PON_EAST_FC304_SAT,"","","","","",@p:ubcv:r:23d12cc2-99f5e9fc PondE PON_EAST_FC304_CP720123 (720123),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25b104ec-6d3bf3b2 Ponderosa East FC-304,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:49:56-07:00 Los_Angeles,"",136271,2019-01-17T19:33:45-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:21.925-07:00 Los_Angeles,2019-01-23T16:52:58.869-08:00 Los_Angeles,"",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_EAST_FC304_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.455Z UTC
@p:ubcv:r:23d4d592-6dcb1b38 Ponderosa East FC-208 PON_EAST_FC208_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-c2dcf562 PondE PON_EAST_FC208_CP720117 (720117),TL6,✓,PON_EAST_FC208_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-c2dcf562 PondE PON_EAST_FC208_CP720117 (720117),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b10389-da75008d Ponderosa East FC-208,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:48:56-07:00 Los_Angeles,"",337682,2019-01-18T05:32:06-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:31.047-07:00 Los_Angeles,2019-01-23T16:53:22.621-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC208_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.425Z UTC
