id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cooling,coolingTower,count,cur,curErr,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pump,quantityID,reliability,return,reversing,roomRef,run,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25beec53-649d5e2e Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-019.HC-DA-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006727,"","",JCL-NAE23/BACnet IP1.FAC-019.HC-DA-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.795-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3005798,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-019.HC-DA-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-221.HC-DA-T,"",2020-05-11T11:07:41.281Z UTC
@p:ubcv:r:25f78eac-676cb1c0 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.FFZN-T,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007854,"","",JCL-NAE23/BACnet IP1.FAC-021.FFZN-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9413,2020-03-07T16:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.797-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.FFZN-T,✓,AI3007849,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.FFZN-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-100.FFZN-T,"",2020-05-11T11:07:41.291Z UTC
@p:ubcv:r:25beec53-83678d5a Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-010.ZN2-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006462,"","",JCL-NAE23/BACnet IP1.FAC-010.ZN2-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.798-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005689,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-010.ZN2-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-307.ZN2-T,✓,2020-05-11T11:07:41.247Z UTC
@p:ubcv:r:25beec56-c691a9d1 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-019.HC-LT-A,"",✓,@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006726,"","",JCL-NAE23/BACnet IP1.FAC-019.HC-LT-A,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",33,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.47-07:00 Los_Angeles,"","",✓,"","",Low Temp Alarm,"",BI3005797,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:24f02881-3b6e10f7 .+(\.|-| |_)LT-A(LM)?,"",✓,JCL-NAE23/BACnet IP1.FAC-019.HC-LT-A.Trend1,Los_Angeles,"","","","","","","",9010.ZN-221.HC-LT-A,"",2020-05-11T11:07:41.448Z UTC
@p:ubcv:r:25beec57-d8386987 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-015.TF-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006222,"","",JCL-NAE23/BACnet IP1.FAC-015.TF-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",242,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.487-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-015.TF-C,✓,BO3005619,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-015.TF-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-208.FCU-2-04.TF-C,"",2020-05-11T11:07:41.543Z UTC
@p:ubcv:r:25f3a81c-7f1e3545 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-020.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007490,"","",JCL-NAE23/BACnet IP1.FAC-020.Parameters.EFFCLG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.802-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3006716,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE23/BACnet IP1.FAC-020.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-222.EFFCLG-SP,✓,2020-05-11T11:07:41.379Z UTC
@p:ubcv:r:224ec3e9-b138cfbd Swing Space Rm 122 Zone JCL-NAE23/N2-1.LECTURE RM 1222.Binary Outputs.Fx-E,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003821,"",✓,JCL-NAE23/N2-1.LECTURE RM 1222.Binary Outputs.Fx-E,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:224eba6c-9d39ff82 Swing Space Rm 122 Zone,"",✓,"",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","",2020-02-13T08:31:53-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [91] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",1222,2018-03-01T07:30:09-08:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T00:31:14.092-07:00 Los_Angeles,2018-12-07T09:45:28.904-08:00 Los_Angeles,"","","","",Discharge Fan Run Cmd,"",BO3000906,"","","","","","",✓,"","","","","","","",@p:ubcv:r:21698838-f61a5bb5 Swing Space Rm 122,✓,"","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:2512c1a5-cadbf3e5 .+(\.|-| )Fxx?-E,"","",JCL-NAE23/N2-1.LECTURE RM 1222.Binary Outputs.Fx-E.Trend1,Los_Angeles,"","","","","","","",F1_CMD,"",2020-04-08T18:50:45.047Z UTC
@p:ubcv:r:2066c96a-cb874f62 Swing Space Rm 121 Zone JCL-NAE23/N2-1.Lecture theater 121.Parameters.EFF-OCC,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3004414,"",✓,JCL-NAE23/N2-1.Lecture theater 121.Parameters.EFF-OCC,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","Occupied,UnOccupied,Bypass,Standby","",@p:ubcv:r:224eba6c-25997113 Swing Space Rm 121 Zone,"","","",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-02-13T08:31:53-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [33] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",1907,2017-03-23T10:59:28-07:00 Los_Angeles,fault,"","","",✓,✓,Str,2020-05-11T00:31:14.093-07:00 Los_Angeles,2018-12-07T09:45:29.299-08:00 Los_Angeles,"","","",✓,Occupancy Mode,"",MSO3004227,✓,✓,"","","","",✓,"","","","","","","",@p:ubcv:r:21698799-171a9f01 Swing Space Rm 121,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-e8475e93 .+(\.|-| )EFF-OCC,"","",JCL-NAE23/N2-1.Lecture theater 121.Parameters.EFF-OCC.Trend1,Los_Angeles,"","","","","","","",EFF-OCC,"",2020-04-08T18:50:20.172Z UTC
@p:ubcv:r:25beec57-13d7815d Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-022.ZN3-OCC1-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006618,"","",JCL-NAE23/BACnet IP1.FAC-022.ZN3-OCC1-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",652,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.581-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-022.ZN3-OCC1-S,✓,BV3005748,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-022.ZN3-OCC1-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-109.ZN3-OCC1-S,"",2020-05-11T11:07:41.608Z UTC
@p:ubcv:r:224ec3e9-ee7e8dce Swing Space Rm 121 Zone JCL-NAE23/N2-1.Lecture theater 121.Parameters.OCC-SCHEDU,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3004279,"",✓,JCL-NAE23/N2-1.Lecture theater 121.Parameters.OCC-SCHEDU,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:224eba6c-25997113 Swing Space Rm 121 Zone,"","","",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-02-13T08:31:53-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [23] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",1255,2018-03-23T07:30:09-07:00 Los_Angeles,fault,"","","",✓,✓,Str,2020-05-11T00:31:14.095-07:00 Los_Angeles,2018-12-07T09:45:28.91-08:00 Los_Angeles,"","","","",Scheduled Occupancy,"",MSO3004232,✓,✓,"","","","",✓,"","","","","","","",@p:ubcv:r:21698799-171a9f01 Swing Space Rm 121,"","",✓,"",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE23/N2-1.Lecture theater 121.Parameters.OCC-SCHEDU.Trend1,Los_Angeles,"","","","","","","",OCC-SCHEDULE,"",2020-04-08T18:50:17.883Z UTC
@p:ubcv:r:25beec56-ca9b947a Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-022.ZN1-OCC2-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006603,"","",JCL-NAE23/BACnet IP1.FAC-022.ZN1-OCC2-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",41,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.37-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-022.ZN1-OCC2-S,✓,BI3005735,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-022.ZN1-OCC2-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-105.ZN1-OCC2-S,"",2020-05-11T11:07:41.464Z UTC
@p:ubcv:r:25f78eab-319b6691 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.CWR-T,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007731,"","",JCL-NAE23/BACnet IP1.FAC-004.CWR-T,"","","","","","",✓,@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9419,2020-03-07T15:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.805-07:00 Los_Angeles,"","","","","",Entering Condenser Water Temp,"",AI3007683,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-6e2a2083 .+(\.|-|_)CW\d?R-T,"",✓,JCL-NAE23/BACnet IP1.FAC-004.CWR-T.Trend1,Los_Angeles,°C,"","","",✓,"","",9010.HPS.CWR-T,"",2020-05-11T11:07:41.206Z UTC
@p:ubcv:r:25d55599-db784780 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-023.EF09 10-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007293,"","",JCL-NAE23/BACnet IP1.FAC-023.EF09 10-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:20:43-07:00 Los_Angeles,"","",550,2020-02-04T14:06:39-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.642-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-023.EF09 10-C,✓,BO3007288,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-023.EF09 10-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-121.EF09 10-C,"",2020-05-11T11:07:41.575Z UTC
@p:ubcv:r:25f3a81c-40c9e2a2 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-015.Parameters.OCC-SCHEDULE,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007506,"","",JCL-NAE23/BACnet IP1.FAC-015.Parameters.OCC-SCHEDULE,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:21.806-07:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",MSV3006226,✓,"","","","","",✓,"","","","","","","","","","",✓,"",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE23/BACnet IP1.FAC-015.Parameters.OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","",9010.ZN-208.FCU-2-04.OCC-SCHEDULE,"",2020-05-11T11:07:41.648Z UTC
@p:ubcv:r:25f3a81c-9add94d5 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-009.Parameters.ZN3-OCC-SCHEDULE,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007527,"","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.ZN3-OCC-SCHEDULE,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:21.807-07:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",MSV3006931,✓,"","","","","",✓,"","","","","","","","","","",✓,"",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE23/BACnet IP1.FAC-009.Parameters.ZN3-OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","",9010.ZN-310.ZN3-OCC-SCHEDULE,"",2020-05-11T11:07:41.631Z UTC
@p:ubcv:r:224ec3e9-9c25255d Swing Space Rm 220 RAD-201 JCL-NAE23/N2-1.RAD HEATER20120.UNOCC-HTG-SP,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000526,"",✓,JCL-NAE23/N2-1.RAD HEATER20120.UNOCC-HTG-SP,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-65a36bd2 Swing Space Rm 220 RAD-201,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"",✓,✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [182] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100143,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-11T05:22:40.045-07:00 Los_Angeles,2018-12-07T09:45:28.95-08:00 Los_Angeles,"","","","",Zone Temp Unoccupied Heating Sp,"",AO3000525,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224fdfd4-baf97f61 Swing Space Rm 220,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","","","",✓,JCL-NAE23/N2-1.RAD HEATER20120.UNOCC-HTG-SP.Trend1,Los_Angeles,_,"","","","","","",UNOCC-HTG-SP,✓,2020-04-09T19:15:05.49Z UTC
@p:ubcv:r:25beec54-0236e159 Swing Space Rm 221 Zone JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.FC-SAT,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000939,"","",JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.FC-SAT,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:224eba6c-fe29f299 Swing Space Rm 221 Zone,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [236] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",4773,2020-01-24T04:10:00-08:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.147-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3000938,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-1b048abc .+(\.|-| )SAT,"",✓,JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.FC-SAT.Trend1,Los_Angeles,°C,"","","","","","",FCU4_SAT,"",2020-04-14T16:49:59.04Z UTC
@p:ubcv:r:25beec53-08f638ff Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-008.ZN3-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006399,"","",JCL-NAE23/BACnet IP1.FAC-008.ZN3-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.809-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005674,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-008.ZN3-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-409.ZN3-T,✓,2020-05-11T11:07:41.237Z UTC
@p:ubcv:r:224ec3e9-e70d7062 Swing Space Rm 221 Zone JCL-NAE23/N2-1.LECTURE RM 2213.Trend1,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000936,"",✓,JCL-NAE23/N2-1.LECTURE RM 2213.Trend1,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-fe29f299 Swing Space Rm 221 Zone,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [237] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100166,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.148-07:00 Los_Angeles,2018-07-30T13:54:04.979-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.LECTURE RM 2213.Trend1,✓,278:3000934,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-06412f58 Swing Space Rm 221,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:05.496Z UTC
