id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cooling,coolingTower,count,cur,curErr,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pump,quantityID,reliability,return,reversing,roomRef,run,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:224ec3e9-cca4cce7 Swing Space Rm 221 Zone JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.P-AV-ZNT,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003268,"",✓,JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.P-AV-ZNT,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-fe29f299 Swing Space Rm 221 Zone,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [141] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",33845,2018-03-22T00:00:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T05:22:40.004-07:00 Los_Angeles,2018-07-30T13:54:05.004-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.P-AV-ZNT,✓,AI3001201,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-06412f58 Swing Space Rm 221,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.LECTURE RM 2213.Analog Inputs.P-AV-ZNT.Trend2,Los_Angeles,_,"","","","","","",RM221_RM_T,"",2020-04-09T19:15:05.5Z UTC
@p:ubcv:r:23ac528e-8da63f3b Swing Space Rm 122 Wifi Count,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","",AV3004961,✓,"","",901.FLR1.122,"","","","","",@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,"","",✓,"","","",1,"",$siteRef $navName,"","","","","","","","","","","","","","",@p:ubcv:r:23ac501f-8de598cb Swing Space Wifi,"","",✓,"","","",2020-05-12T20:20:15-07:00 Los_Angeles,"",cov,113249,2018-12-18T16:50:05-08:00 Los_Angeles,"","","","","","",Number,"","","","","","",Rm 122 Wifi Count,"","",✓,"","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,"","","","","",✓,256,"","",2020-02-26T18:09:23.715Z UTC
@p:ubcv:r:25beec54-09ab228f Swing Space Rm 222 Zone JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.P-AV-ZNT,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3001213,"","",JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.P-AV-ZNT,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-03d1c12e Swing Space Rm 222 Zone,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [86] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",1750,2020-01-20T20:30:00-08:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.126-07:00 Los_Angeles,"","","","","",JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.P-AV-ZNT,✓,AI3001200,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.P-AV-ZNT.Trend1,Los_Angeles,_,"","","","","","",RM222_RM_T,"",2020-04-09T19:15:05.503Z UTC
@p:ubcv:r:25f3a81c-ad40a6af Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP2,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007468,"","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP2,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.81-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP2,✓,AV3006583,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.Parameters.EFFCLG-SP2.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-108.EFFCLG-SP2,"",2020-05-11T11:07:41.382Z UTC
@p:ubcv:r:25beec57-4061d979 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.HTG3-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006548,"","",JCL-NAE23/BACnet IP1.FAC-021.HTG3-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T18:57:22-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [60] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",514,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.215-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.HTG3-C,✓,BO3005724,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.HTG3-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-110.RAD-C,"",2020-04-08T18:50:29.005Z UTC
@p:ubcv:r:25beec56-3540fa91 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.CT04-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007004,"","",JCL-NAE23/BACnet IP1.FAC-004.CT04-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",✓,"","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T10:58:51-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [218] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",26,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.165-07:00 Los_Angeles,"","","","","",Run Status,"",BI3005922,"","","","","","",✓,"","","","","","","","",✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:2480811b-4d73ab76 .+(\.|-| )CT\d?\w?-S,"","",JCL-NAE23/BACnet IP1.FAC-004.CT04-S.Trend1,Los_Angeles,"","","","","","","",9010.HPS.DC04-S,"",2020-04-08T18:50:00.733Z UTC
@p:ubcv:r:224ec3e9-33b2f050 Swing Space Heating Plant B-1 JCL-NAE23/N2-1.HEAT PUMP LOOP.Boiler modulation output,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3004191,"",✓,JCL-NAE23/N2-1.HEAT PUMP LOOP.Boiler modulation output,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22502194-90d9fd4a Swing Space Heating Plant B-1,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [56] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",66297,2018-03-28T02:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.128-07:00 Los_Angeles,2018-07-30T13:54:04.99-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.HEAT PUMP LOOP.Boiler modulation output,✓,AO3003959,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.HEAT PUMP LOOP.Boiler modulation output.Trend1,Los_Angeles,_,"","","","","","",Boiler modulation output,"",2020-04-09T19:15:05.505Z UTC
@p:ubcv:r:24367d07-21eb14ea Swing Space Reliability,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","",BV3005287,✓,"","","","","","","","","","","","",✓,"","",true,"",$siteRef $navName,"","","","","","","","","","","","","","","","","",✓,"","","",2020-05-12T20:23:30-07:00 Los_Angeles,"","",102503,2019-04-03T09:54:58-07:00 Los_Angeles,"","","","","","",Bool,"","","","","","",Reliability,"","","","","","","","",✓,"","","","",✓,"","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","","",Los_Angeles,"","","","","",✓,"","","",2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:224ec3e9-3b18b688 Swing Space Cooling Tower JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.CT1S1-E,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000755,"",✓,JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.CT1S1-E,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22502fae-8d7ab604 Swing Space Cooling Tower,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [149] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100119,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T05:22:40.046-07:00 Los_Angeles,2018-07-30T13:54:05.008-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.CT1S1-E,✓,BO3000754,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.HEAT PUMP LOOP.Binary Outputs.CT1S1-E.Trend1,Los_Angeles,"","","","","","","",CT1S1-E,"",2020-04-08T18:55:18.928Z UTC
@p:ubcv:r:25d55599-d09ed110 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-019.EF11 12-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007314,"","",JCL-NAE23/BACnet IP1.FAC-019.EF11 12-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:20:43-07:00 Los_Angeles,"","",133,2020-02-10T16:19:32-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.535-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-019.EF11 12-C,✓,BO3007313,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-019.EF11 12-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-221.EF11/12-C,"",2020-05-11T11:07:41.551Z UTC
@p:ubcv:r:25f78eac-986e1b9c Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.DC04-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007747,"","",JCL-NAE23/BACnet IP1.FAC-004.DC04-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",9,2020-03-07T15:40:25-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.383-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-004.DC04-C,✓,BO3007696,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-004.DC04-C.Trend1,Los_Angeles,"","","","","","","",9010.HPS.DC04-C,"",2020-05-11T11:07:41.482Z UTC
@p:ubcv:r:25f78eac-6bbfc18f Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-014.CCV-O,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007875,"","",JCL-NAE23/BACnet IP1.FAC-014.CCV-O,"","","",✓,✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9412,2020-03-07T17:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.818-07:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3007873,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-a37e87fc .+(\.|-| )CCV-O,"","",JCL-NAE23/BACnet IP1.FAC-014.CCV-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","",9010.ZN-207.FCU-2-03.CCV-O,"",2020-05-11T11:07:41.322Z UTC
@p:ubcv:r:224ec3e9-c75b2d9a Swing Space Cooling Plant HP-2 JCL-NAE23/N2-1.HEAT PUMP LOAD SIDE.Binary Outputs.HP2-E,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000798,"",✓,JCL-NAE23/N2-1.HEAT PUMP LOAD SIDE.Binary Outputs.HP2-E,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","Off,On","",@p:ubcv:r:224edeb0-2e8d053f Swing Space Cooling Plant HP-2,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [144] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100119,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T05:22:40.047-07:00 Los_Angeles,2018-12-07T09:45:28.987-08:00 Los_Angeles,"","","","",Enable Cmd,"",BO3000797,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-6360b438 .+(\.|-| )M?HP\d(-\d)?-EN?,"","",JCL-NAE23/N2-1.HEAT PUMP LOAD SIDE.Binary Outputs.HP2-E.Trend1,Los_Angeles,"","","","","","","",HP2-E,"",2020-04-08T18:55:17.535Z UTC
@p:ubcv:r:25f78eab-f4ff056f Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.DHWR-T,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007757,"","",JCL-NAE23/BACnet IP1.FAC-004.DHWR-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","",✓,"","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9419,2020-03-07T15:50:00-08:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T20:25:21.822-07:00 Los_Angeles,"","","","","",Domestic Entering Hot Water Temp,"",AI3007703,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-98942545 .+(\.|-|_)DHWR\d?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-004.DHWR-T.Trend1,Los_Angeles,°C,"","","",✓,"","",9010.DHW.DHWR-T,"",2020-05-11T11:07:41.208Z UTC
@p:ubcv:r:25f78eac-1fbfe340 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-016.CCV-O,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007883,"","",JCL-NAE23/BACnet IP1.FAC-016.CCV-O,"","","",✓,✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9412,2020-03-07T17:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.824-07:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3007881,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-a37e87fc .+(\.|-| )CCV-O,"","",JCL-NAE23/BACnet IP1.FAC-016.CCV-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","",9010.ZN-210.FCU-2-05.CCV-O,"",2020-05-11T11:07:41.324Z UTC
@p:ubcv:r:25fa3194-11abaf87 Swing Space Unsorted Points JCL-NAE23/Programming.WiFi heartbeat.Heart Beat OK,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007972,"","",JCL-NAE23/Programming.WiFi heartbeat.Heart Beat OK,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Fault,OK","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:23:19-07:00 Los_Angeles,"","",1129,2020-03-09T07:31:05-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.706-07:00 Los_Angeles,"","","","","",JCL-NAE23/Programming.WiFi heartbeat.Heart Beat OK,✓,BV3005287,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/Programming.WiFi heartbeat.Heart Beat OK.Trend1,Los_Angeles,"","","","","","","",Heart Beat OK,"",2020-05-11T11:07:41.609Z UTC
@p:ubcv:r:25beec56-afda1188 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-010.TF1-S,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006458,"","",JCL-NAE23/BACnet IP1.FAC-010.TF1-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",",","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T10:18:19-07:00 Los_Angeles,"","",261,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T20:25:21.433-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-010.TF1-S,✓,BI3005686,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-010.TF1-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-305.TF1-S,"",2020-05-11T11:07:41.432Z UTC
@p:ubcv:r:224ec3e9-b1f3e35e Swing Space Cooling Plant P4 JCL-NAE23/N2-1.HEAT PUMP LOAD SIDE.Binary Outputs.P4-E,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000805,"",✓,JCL-NAE23/N2-1.HEAT PUMP LOAD SIDE.Binary Outputs.P4-E,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P4,@p:ubcv:r:224eba6c-9ea6252c Swing Space Cooling Plant,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [165] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100179,2018-03-27T16:00:00-07:00 Los_Angeles,fault,"",✓,"",✓,✓,Bool,2020-05-11T05:22:40.049-07:00 Los_Angeles,2018-12-07T09:45:28.953-08:00 Los_Angeles,"","","","",Run Cmd,"",BO3000803,"","","","","","",✓,"","",✓,"","","","","",✓,"","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","",JCL-NAE23/N2-1.HEAT PUMP LOAD SIDE.Binary Outputs.P4-E.Trend1,Los_Angeles,"","","","",✓,"","",P4-E,"",2020-05-12T11:03:27.814Z UTC
@p:ubcv:r:25f3a81c-c73231b3 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFF-OCC2,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007426,"","",JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFF-OCC2,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Bypass,Standby","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:21.825-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFF-OCC2,✓,MSV3006872,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFF-OCC2.Trend1,Los_Angeles,"","","","","","","",9010.ZN-408.EFF-OCC2,"",2020-05-11T11:07:41.615Z UTC
@p:ubcv:r:25f3a81c-8a583a97 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFFHTG-SP3,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007451,"","",JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFFHTG-SP3,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.829-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFFHTG-SP3,✓,AV3006869,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-007.Parameters.EFFHTG-SP3.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-410.EFFHTG-SP3,"",2020-05-11T11:07:41.344Z UTC
@p:ubcv:r:25beec56-f36eccb6 Swing Space Unsorted Points JCL-NAE23/Programming.Lecture theater 222.Number of devices,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3005099,"","",JCL-NAE23/Programming.Lecture theater 222.Number of devices,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:12:44-07:00 Los_Angeles,"","",8090,2020-01-24T19:50:45-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.702-07:00 Los_Angeles,"","","","","",JCL-NAE23/Programming.Lecture theater 222.Number of devices,✓,AV3004969,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/Programming.Lecture theater 222.Number of devices.Trend1,Los_Angeles,_,"","","","","","",9010.ZN-222.NODEVICES (WiFi),"",2020-05-11T11:07:41.401Z UTC
