id,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,consumption,cur,curConvert,curStatus,curVal,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,primaryLoop,quantityID,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,submeterAdd,temp,tlName,toTag,tz,unit,unknownConn,utilityPoint,volume,water,mod
@p:ubcv:r:25547744-9d731cfc Osborne Unsorted Points OCA1PS_V,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL274,✓,OCA1PS_V,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:22:52-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.899-07:00 Los_Angeles,"",OCA1PS_V,✓,AV105,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_274,"",Los_Angeles,Pa,"","","","",2020-04-30T11:03:00.207Z UTC
@p:ubcv:r:25547744-4861b54a Osborne Unsorted Points OCVA2HV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL198,✓,OCVA2HV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-24T10:49:58-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [43] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",4019,2019-11-01T14:27:59-07:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:51.028-07:00 Los_Angeles,"",OCVA2HV,✓,AO7,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_198,"",Los_Angeles,%,"","","","",2020-04-09T19:01:56.584Z UTC
@p:ubcv:r:25547744-8dbcee99 Osborne Unsorted Points OCA1RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL66,✓,OCA1RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-27T15:35:07-07:00 Los_Angeles,"","","",3,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.231-07:00 Los_Angeles,"",OCA1RVFD,✓,BV6,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_66,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.496Z UTC
@p:ubcv:r:25547e6e-0bb47805 Osborne Unsorted Points OCA1RFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL63,✓,OCA1RFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:24-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:41-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.147-07:00 Los_Angeles,"",OCA1RFO,✓,AV22,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_63,"",Los_Angeles,%,"","","","",2020-04-09T19:01:56.585Z UTC
@p:ubcv:r:25547744-01454086 Osborne Unsorted Points OCA2P07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL137,✓,OCA2P07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:44-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.91-07:00 Los_Angeles,"",OCA2P07,✓,AV51,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_137,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.248Z UTC
@p:ubcv:r:25547744-ab4463dc Osborne Unsorted Points OCA2MOD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL125,✓,OCA2MOD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-06T14:00:05-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [41] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",314,2019-10-31T14:19:03-07:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:51.066-07:00 Los_Angeles,"",OCA2MOD,✓,AV45,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_125,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.238Z UTC
@p:ubcv:r:25547744-123dce8a Osborne Unsorted Points OCA1NHS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL92,✓,OCA1NHS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:23-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:40-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.162-07:00 Los_Angeles,"",OCA1NHS,✓,AV31,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_92,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.199Z UTC
@p:ubcv:r:25547744-7f736d31 Osborne Unsorted Points OCA1I05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL27,✓,OCA1I05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:22:52-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:38-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.921-07:00 Los_Angeles,"",OCA1I05,✓,AV8,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_27,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.121Z UTC
@p:ubcv:r:25547744-7ae40539 Osborne Unsorted Points OCA1DK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL16,✓,OCA1DK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-30T11:35:17-07:00 Los_Angeles,"","","",6,2019-10-25T11:19:38-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.242-07:00 Los_Angeles,"",OCA1DK,✓,AV5,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_16,"",Los_Angeles,Pa,"","","","",2020-04-30T11:03:00.118Z UTC
@p:ubcv:r:25547744-eddf332a Osborne Unsorted Points OCA1VI,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL255,✓,OCA1VI,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:42-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.178-07:00 Los_Angeles,"",OCA1VI,✓,AV75,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_255,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.218Z UTC
@p:ubcv:r:25547744-512f0424 Osborne Unsorted Points OCA2RFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL143,✓,OCA2RFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.194-07:00 Los_Angeles,"",OCA2RFA,✓,BV12,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_143,"",Los_Angeles,"","","","","",2020-02-12T22:05:25.487Z UTC
@p:ubcv:r:25547744-e409daf3 Osborne Unsorted Points OCVA4HV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL222,✓,OCVA4HV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-16T14:55:06-07:00 Los_Angeles,"","","",30,2019-10-25T11:19:48-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.255-07:00 Los_Angeles,"",OCVA4HV,✓,AO13,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_222,"",Los_Angeles,%,"","","","",2020-04-30T11:02:59.574Z UTC
@p:ubcv:r:25547744-6eb8a15c Osborne Unsorted Points OCR101,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL176,✓,OCR101,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-11T13:11:16-07:00 Los_Angeles,"","","",787,2019-11-01T14:25:56-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.209-07:00 Los_Angeles,"",OCR101,✓,AI4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_176,"",Los_Angeles,°C,"","","","",2020-04-30T11:02:59.565Z UTC
@p:ubcv:r:25547744-1d603342 Osborne Unsorted Points OCVA1P1,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL188,✓,OCVA1P1,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:09-07:00 Los_Angeles,"","","",1860,2019-11-05T01:38:36-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.225-07:00 Los_Angeles,"",OCVA1P1,✓,BO4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_188,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.49Z UTC
@p:ubcv:r:25547e6e-64aaeebc Osborne Unsorted Points OCA1HO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL26,✓,OCA1HO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.241-07:00 Los_Angeles,"",OCA1HO,✓,AV7,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_26,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.779Z UTC
@p:ubcv:r:25547744-0977334e Osborne Unsorted Points OCA2I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL113,✓,OCA2I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:43-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.932-07:00 Los_Angeles,"",OCA2I07,✓,AV40,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_113,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.233Z UTC
@p:ubcv:r:25547744-9dbcb8d1 Osborne Unsorted Points OCA1MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL37,✓,OCA1MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:39-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:39-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.702-07:00 Los_Angeles,"",OCA1MCTL,✓,AV12,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_37,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.124Z UTC
@p:ubcv:r:25547744-6eeb0d6c Osborne Unsorted Points OCA2VS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL264,✓,OCA2VS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.256-07:00 Los_Angeles,"",OCA2VS,✓,AV84,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_264,"",Los_Angeles,%,"","","","",2020-04-30T11:03:00.264Z UTC
@p:ubcv:r:25547744-d27fec52 Osborne Unsorted Points OCA2RFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL147,✓,OCA2RFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.272-07:00 Los_Angeles,"",OCA2RFO,✓,AV53,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_147,"",Los_Angeles,Hz,"","","","",2020-04-09T19:01:56.598Z UTC
@p:ubcv:r:25547744-0681a6d8 Osborne Unsorted Points OCA2MT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL133,✓,OCA2MT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:27-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:44-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.288-07:00 Los_Angeles,"",OCA2MT,✓,AI2,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_133,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.599Z UTC
@p:ubcv:r:25547744-c0d06934 Osborne Unsorted Points OCA2TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL164,✓,OCA2TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:59:55-07:00 Los_Angeles,"","","",3648,2019-10-31T14:12:35-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.304-07:00 Los_Angeles,"",OCA2TD,✓,AV57,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_164,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.257Z UTC
@p:ubcv:r:25547744-6600476a Osborne Unsorted Points OCA1TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL82,✓,OCA1TD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:42:40-07:00 Los_Angeles,"","","",3760,2019-10-31T16:15:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.319-07:00 Los_Angeles,"",OCA1TD,✓,AV26,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_82,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.213Z UTC
@p:ubcv:r:25547744-f42dcd57 Osborne Unsorted Points OCA1HO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL25,✓,OCA1HO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:38-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:38-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.688-07:00 Los_Angeles,"",OCA1HO,✓,AV7,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_25,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.12Z UTC
@p:ubcv:r:25547e6e-ee6dd297 Osborne Unsorted Points OCA1BO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL3,✓,OCA1BO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:21-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:38-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.335-07:00 Los_Angeles,"",OCA1BO,✓,AV0,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_3,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.787Z UTC
@p:ubcv:r:25547744-14598cc2 Osborne Unsorted Points OCA1MAO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL33,✓,OCA1MAO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T13:03:22-07:00 Los_Angeles,"","","",2031,2019-10-31T17:29:12-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.351-07:00 Los_Angeles,"",OCA1MAO,✓,AV10,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_33,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.123Z UTC
@p:ubcv:r:25547744-15434970 Osborne Unsorted Points OCA1NCS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL269,✓,OCA1NCS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:23-07:00 Los_Angeles,"","","",221949,2019-11-05T08:09:40-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.367-07:00 Los_Angeles,"",OCA1NCS,✓,AV89,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_269,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.198Z UTC
@p:ubcv:r:25547e6e-5386ac2d Osborne Unsorted Points OCA1MP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL36,✓,OCA1MP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.383-07:00 Los_Angeles,"",OCA1MP,✓,AV11,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_36,"",Los_Angeles,%,"","","","",2020-04-09T19:01:56.606Z UTC
@p:ubcv:r:25547e6e-e07caa98 Osborne Unsorted Points OCA1MK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL40,✓,OCA1MK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.398-07:00 Los_Angeles,"",OCA1MK,✓,AV13,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_40,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.607Z UTC
@p:ubcv:r:25547744-e20112ab Osborne Unsorted Points OCA2WUS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL174,✓,OCA2WUS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:34.414-07:00 Los_Angeles,"",OCA2WUS,✓,AV62,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_174,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.265Z UTC
@p:ubcv:r:25547e6e-9a9af16c Osborne Unsorted Points OCA1RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL67,✓,OCA1RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221923,2019-11-05T08:39:42-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:34.43-07:00 Los_Angeles,"",OCA1RVFD,✓,BV6,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_67,"",Los_Angeles,"","","","","",2020-02-12T22:05:44.207Z UTC
@p:ubcv:r:25547744-0ce9357f Osborne Unsorted Points OCA2RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL0,✓,OCA2RVFD,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:45-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:45-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:32.789-07:00 Los_Angeles,"",OCA2RVFD,✓,BV0,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_0,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.506Z UTC
