id,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,consumption,cur,curConvert,curStatus,curVal,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,primaryLoop,quantityID,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,submeterAdd,temp,tlName,toTag,tz,unit,unknownConn,utilityPoint,volume,water,mod
@p:ubcv:r:25547e6e-d3331b11 Osborne Unsorted Points OCA1BK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL9,✓,OCA1BK,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-17T15:23:32-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [113] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",191917,2019-11-05T08:40:50-08:00 Los_Angeles,fault,"","",Number,2020-05-10T22:25:50.99-07:00 Los_Angeles,"",OCA1BK,✓,AV2,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_9,"",Los_Angeles,ppm,"","","","",2020-04-09T19:01:56.671Z UTC
@p:ubcv:r:25547744-c85bc397 Osborne Unsorted Points OCA2TMX,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL173,✓,OCA2TMX,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:29-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:46-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.739-07:00 Los_Angeles,"",OCA2TMX,✓,AV61,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_173,"",Los_Angeles,°C,"","","","",2020-04-09T19:01:56.672Z UTC
@p:ubcv:r:25547744-34b5110b Osborne Unsorted Points OCA2P05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL135,✓,OCA2P05,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:44-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.031-07:00 Los_Angeles,"",OCA2P05,✓,AV50,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_135,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.247Z UTC
@p:ubcv:r:25547744-9559ecd8 Osborne Unsorted Points OCA1SFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL71,✓,OCA1SFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:41-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:41-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:32.757-07:00 Los_Angeles,"",OCA1SFA,✓,BV7,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_71,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.498Z UTC
@p:ubcv:r:25547744-35340273 Osborne Unsorted Points OCA2RFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL145,✓,OCA2RFF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:28-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:45-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.755-07:00 Los_Angeles,"",OCA2RFF,✓,AV52,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_145,"",Los_Angeles,Hz,"","","","",2020-04-09T19:01:56.674Z UTC
@p:ubcv:r:25547744-afaa8e8b Osborne Unsorted Points OCA2MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL131,✓,OCA2MRST,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:27-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:44-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.772-07:00 Los_Angeles,"",OCA2MRST,✓,AV48,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_131,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.837Z UTC
@p:ubcv:r:25547e6e-2dc574a6 Osborne Unsorted Points OCA1SFX,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL247,✓,OCA1SFX,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","HAND,AUTO",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221924,2019-11-05T08:39:42-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.787-07:00 Los_Angeles,"",OCA1SFX,✓,BI4,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_247,"",Los_Angeles,"","","","","",2020-02-12T22:07:48.603Z UTC
@p:ubcv:r:25547e6e-fea1f65b Osborne Unsorted Points OCA1SFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL72,✓,OCA1SFA,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221922,2019-11-05T08:40:54-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:35.803-07:00 Los_Angeles,"",OCA1SFA,✓,BV7,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_72,"",Los_Angeles,"","","","","",2020-02-12T22:07:50.477Z UTC
@p:ubcv:r:25547744-b43924b7 Osborne Unsorted Points OCA1OT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL50,✓,OCA1OT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:42:40-07:00 Los_Angeles,"","","",4489,2019-10-31T16:15:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.819-07:00 Los_Angeles,"",OCA1OT,✓,AV18,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_50,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.2Z UTC
@p:ubcv:r:25547744-58e715c0 Osborne Unsorted Points OCVA4CO2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL220,✓,OCVA4CO2,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-11T19:45:52-07:00 Los_Angeles,"","","",5741,2019-11-03T17:45:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.833-07:00 Los_Angeles,"",OCVA4CO2,✓,AI9,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_220,"",Los_Angeles,ppm,"","","","",2020-04-30T11:02:59.567Z UTC
@p:ubcv:r:25547744-808809ac Osborne Unsorted Points OCA2BO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL99,✓,OCA2BO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:06-07:00 Los_Angeles,"","","",323,2019-11-04T19:03:01-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.388-07:00 Los_Angeles,"",OCA2BO,✓,AV34,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_99,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.225Z UTC
@p:ubcv:r:25547e6e-3a68e128 Osborne Unsorted Points OCA1RFV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL65,✓,OCA1RFV,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:24-07:00 Los_Angeles,"","","",221922,2019-11-05T08:40:53-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.85-07:00 Los_Angeles,"",OCA1RFV,✓,AO1,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_65,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.839Z UTC
@p:ubcv:r:25547744-238eb50a Osborne Unsorted Points OCA2ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL109,✓,OCA2ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","MIN OA,FREE CLG",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:43-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.042-07:00 Los_Angeles,"",OCA2ECM,✓,BV10,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_109,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.502Z UTC
@p:ubcv:r:25547744-15e0769f Osborne Unsorted Points OCA2BN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL97,✓,OCA2BN,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-01-16T18:16:48-08:00 Los_Angeles,"","","",13,2019-10-25T11:19:42-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.401-07:00 Los_Angeles,"",OCA2BN,✓,BV9,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_97,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.501Z UTC
@p:ubcv:r:2124b7f0-e3a6342f Osborne Water Submeters Water Submeter 1 $bmsName,"","","","",@p:ubcv:r:23060489-d61f5459 ION DB,"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:22e2660a-f3e14d76 Osborne Water Submeters Water Submeter 1,"",@p:ubcv:r:21697fca-0e009e6f Osborne Utilities,✓,"","","",2020-05-12T03:15:00-07:00 Los_Angeles,"","","",319566,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","",Consumption,"","","","","",✓,"","","",10394,✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,92,@p:ubcv:r:23060489-d61f5459 ION DB,✓,✓,"","","","",Los_Angeles,m³,"","",✓,✓,2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:25547e6e-f5f70be0 Osborne Unsorted Points OCA1MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL38,✓,OCA1MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221921,2019-11-05T08:40:51-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.866-07:00 Los_Angeles,"",OCA1MCTL,✓,AV12,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_38,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.841Z UTC
@p:ubcv:r:25547744-f4eca266 Osborne Unsorted Points OCA2SE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL150,✓,OCA2SE,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:45-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.053-07:00 Los_Angeles,"",OCA2SE,✓,BV13,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_150,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.507Z UTC
@p:ubcv:r:25547744-4705f52a Osborne Unsorted Points OCA2DBS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL105,✓,OCA2DBS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T16:23:07-07:00 Los_Angeles,"","","",2,2019-10-25T11:19:43-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:33.065-07:00 Los_Angeles,"",OCA2DBS,✓,AV36,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_105,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.229Z UTC
@p:ubcv:r:21dffdae-73bc7bfa Osborne Heating Plant $bmsName,@p:ubcv:r:ref,"",✓,"",@p:ubcv:r:ref,"",✓,L/h => L/s,"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:21dffdae-51f0df31 Osborne Heating Plant,✓,@p:ubcv:r:21dff50a-81d61250 Osborne Hydronic Systems,✓,0.25L/s,10min,"","","","",cov,"","",ok,"",✓,Number,"","",Flow,"",AI4,"","","",✓,"","",✓,"",✓,"",@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","","","",Los_Angeles,L/s,✓,"","",✓,2020-02-03T20:00:16.104Z UTC
@p:ubcv:r:25547744-b61d3342 Osborne Unsorted Points OCA2MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL119,✓,OCA2MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-07T13:27:37-07:00 Los_Angeles,"","","",1823,2019-11-01T14:08:47-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.882-07:00 Los_Angeles,"",OCA2MCTL,✓,AV42,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_119,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.235Z UTC
@p:ubcv:r:25547e6e-c1c110cb Osborne Unsorted Points OCA1MAO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL34,✓,OCA1MAO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:22-07:00 Los_Angeles,"","","",221921,2019-11-05T08:40:51-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.899-07:00 Los_Angeles,"",OCA1MAO,✓,AV10,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_34,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.843Z UTC
@p:ubcv:r:25547744-c626d0b4 Osborne Unsorted Points OCA2NCS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL270,✓,OCA2NCS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:27-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:44-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.915-07:00 Los_Angeles,"",OCA2NCS,✓,AV90,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_270,"",Los_Angeles,°C,"","","","",2020-04-30T11:03:00.242Z UTC
@p:ubcv:r:25547744-f4738c58 Osborne Unsorted Points OCA2RF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL141,✓,OCA2RF,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:00:06-07:00 Los_Angeles,"","","",333,2019-11-01T19:44:07-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:33.416-07:00 Los_Angeles,"",OCA2RF,✓,BO6,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_141,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.489Z UTC
@p:ubcv:r:25547744-3ca30039 Osborne Unsorted Points OCA1I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL29,✓,OCA1I07,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:39-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:39-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.713-07:00 Los_Angeles,"",OCA1I07,✓,AV9,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_29,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.122Z UTC
@p:ubcv:r:25547744-c2870fd3 Osborne Unsorted Points OCA1MP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL35,✓,OCA1MP,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2019-10-25T11:19:39-07:00 Los_Angeles,"","","",1,2019-10-25T11:19:39-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:32.724-07:00 Los_Angeles,"",OCA1MP,✓,AV11,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_35,"",Los_Angeles,%,"","","","",2020-04-30T11:03:00.128Z UTC
@p:ubcv:r:25547744-d91661f5 Osborne Unsorted Points OCA2MRCT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL128,✓,OCA2MRCT,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T13:02:56-07:00 Los_Angeles,"","","",1462,2019-11-05T07:00:02-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.93-07:00 Los_Angeles,"",OCA2MRCT,✓,AV47,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_128,"",Los_Angeles,%,"","","","",2020-04-30T11:03:00.24Z UTC
@p:ubcv:r:25547744-09a0fe52 Osborne Unsorted Points OCA1ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL20,✓,OCA1ECM,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","MIN OA,FREE CLG",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-04-17T15:23:33-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [122] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",191943,2019-11-05T08:09:39-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:54:01.061-07:00 Los_Angeles,"",OCA1ECM,✓,BV2,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_20,"",Los_Angeles,"","","","","",2020-02-12T22:07:12.985Z UTC
@p:ubcv:r:25547744-974df1f1 Osborne Unsorted Points OCA1VS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL214,✓,OCA1VS,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:25-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:42-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.946-07:00 Los_Angeles,"",OCA1VS,✓,AV66,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_214,"",Los_Angeles,%,"","","","",2020-04-30T11:03:00.22Z UTC
@p:ubcv:r:25547744-e72904ec Osborne Unsorted Points OCA1PO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL272,✓,OCA1PO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:05-07:00 Los_Angeles,"","","",20288,2019-11-04T05:14:57-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.966-07:00 Los_Angeles,"",OCA1PO,✓,AV104,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_272,"",Los_Angeles,_,"","","","",2020-04-30T11:03:00.206Z UTC
@p:ubcv:r:25547744-8508923d Osborne Unsorted Points OCA2MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL120,✓,OCA2MCTL,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T15:49:26-07:00 Los_Angeles,"","","",221948,2019-11-05T08:09:43-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.982-07:00 Los_Angeles,"",OCA2MCTL,✓,AV42,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_120,"",Los_Angeles,_,"","","","",2020-04-09T19:15:01.875Z UTC
@p:ubcv:r:25547e6e-429dceb9 Osborne Unsorted Points APO_304200_TL_244,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL244,✓,APO_304200_TL_244,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","","","","","","","",ok,"","","",2020-05-12T15:49:35.993-07:00 Los_Angeles,"",APO_304200_TL_244,✓,"","","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_244,"",Los_Angeles,"","","","","",2020-04-30T11:03:00.513Z UTC
@p:ubcv:r:25547744-c2497011 Osborne Unsorted Points OCA1SFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),TL75,✓,OCA1SFO,@p:ubcv:r:25547515-79db3a81 OSBORNE-01 (304200),"","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:255476fe-fd16d152 Osborne Unsorted Points,"",@p:ubcv:r:255476fe-6831a3ec Osborne Unsorted Points,✓,"","","",2020-05-12T14:01:59-07:00 Los_Angeles,"","","",11331,2019-11-02T10:40:37-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:36.01-07:00 Los_Angeles,"",OCA1SFO,✓,AV24,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b7f0-9de0697b Osborne,"","","","","","",APO_304200_TL_75,"",Los_Angeles,Hz,"","","","",2020-04-30T11:03:00.211Z UTC
