id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,energy,entering,enum,equipName,equipRef,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,outside,point,power,pump,quantityID,return,run,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,water,zachName,zone,mod
@p:ubcv:r:25a64582-02ee2ad8 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.Parameters.APP-MODE,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007620,"",JCL-NAE09/FC-2.FEC-005.Parameters.APP-MODE,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Cool Only,Heat Only,Fan Only,Water Flush,Purge,Vent,Auto","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-05-09T19:29:11-07:00 Los_Angeles,"","",9,2019-08-27T13:16:15-07:00 Los_Angeles,ok,"","",✓,Str,2020-05-12T14:23:34.629-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.Parameters.APP-MODE,✓,MSV3007575,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.Parameters.APP-MODE.Trend1,Los_Angeles,"","","",AHU-01.APP-MODE,"",2020-04-08T18:50:35.28Z UTC
@p:ubcv:r:25a64582-2355b305 Continuing Studies Unsorted Points JCL-NAE09/Programming.CS.MISC.CS-MISC.MAX-RH,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3002414,"",JCL-NAE09/Programming.CS.MISC.CS-MISC.MAX-RH,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.63-07:00 Los_Angeles,"","","","",JCL-NAE09/Programming.CS.MISC.CS-MISC.MAX-RH,✓,AV3002082,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/Programming.CS.MISC.CS-MISC.MAX-RH.PointHistory,Los_Angeles,%,"","",MAX-RH,"",2020-04-09T19:01:58.53Z UTC
@p:ubcv:r:25a64582-26129033 Continuing Studies Unsorted Points P1 JCL-NAE09/FC-2.FEC-004.P1-O,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007791,"",JCL-NAE09/FC-2.FEC-004.P1-O,✓,@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","",P1,@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.632-07:00 Los_Angeles,"","","","",Speed Cmd,"",AV3007769,"","",✓,"",✓,"","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","",✓,"","",@p:ubcv:r:23e65d3d-baa94b58 .+(\.|-|_)(C|HE)?P\d+\w?-O,"",JCL-NAE09/FC-2.FEC-004.P1-O.Trend1,Los_Angeles,%,"","",1600.DES.P1-O,"",2020-05-12T11:03:27.66Z UTC
@p:ubcv:r:25a64582-bba86c04 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.Parameters.ZNT-SP,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007621,"",JCL-NAE09/FC-2.FEC-005.Parameters.ZNT-SP,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.633-07:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV3007576,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"",✓,"","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,JCL-NAE09/FC-2.FEC-005.Parameters.ZNT-SP.Trend1,Los_Angeles,°C,"","",AHU-01.ZNT-SP,✓,2020-04-09T19:01:58.532Z UTC
@p:ubcv:r:25a64582-aebd99b6 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-101.HWR-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001030,"",JCL-NAE09/N2-A.DC-101.HWR-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","",✓,"","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T14:23:34.634-07:00 Los_Angeles,"","","","",Entering Hot Water Temp,"",AI3000198,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,✓,JCL-NAE09/N2-A.DC-101.HWR-T.Trend1,Los_Angeles,°C,"",✓,CS-HW.HWR-T,"",2020-04-09T19:01:58.533Z UTC
@p:ubcv:r:25a64582-b7372389 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-102.EL-NF,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001051,"",JCL-NAE09/N2-A.DC-102.EL-NF,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-11T10:51:52-07:00 Los_Angeles,"","",28,2019-02-21T11:14:09-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.636-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-102.EL-NF,✓,BI3000217,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-102.EL-NF.Trend1,Los_Angeles,"","","",CS-ELEC.EL-NF,"",2020-04-08T18:52:43.751Z UTC
@p:ubcv:r:25a64582-269cdfe5 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-31.RP031-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001943,"",JCL-NAE09/N2-A.DC-31.RP031-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.637-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-31.RP031-T,✓,AI3000938,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-31.RP031-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP031-T,"",2020-04-09T19:01:58.534Z UTC
@p:ubcv:r:25a64582-fc13d6c3 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-33.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001816,"",JCL-NAE09/N2-A.DC-33.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.639-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000852,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-33.ZN-T.Trend1,Los_Angeles,°C,"","",VAV033.ZN-T,✓,2020-04-09T19:01:58.535Z UTC
@p:ubcv:r:25a64582-3a592ed6 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.LT-A,"",✓,@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007565,"",JCL-NAE09/FC-2.FEC-005.LT-A,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Normal,Alarm","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.643-07:00 Los_Angeles,"",✓,"","",Low Temp Alarm,"",BI3007545,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:24f02881-3b6e10f7 .+(\.|-| |_)LT-A(LM)?,✓,JCL-NAE09/FC-2.FEC-005.LT-A.Trend1,Los_Angeles,"","","",AHU-01.LT-A,"",2020-04-08T18:50:38.069Z UTC
@p:ubcv:r:25a64582-fbf6a1c6 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-19.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001496,"",JCL-NAE09/N2-A.DC-19.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.646-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000571,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-19.ZN-T.Trend1,Los_Angeles,°C,"","",VAV019.ZN-T,✓,2020-04-09T19:01:58.536Z UTC
@p:ubcv:r:25a64582-38ebddb7 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-12.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001335,"",JCL-NAE09/N2-A.DC-12.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.648-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000436,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-12.ZN-T.Trend1,Los_Angeles,°C,"","",VAV012.ZN-T,✓,2020-04-09T19:01:58.537Z UTC
@p:ubcv:r:25a64582-ca2aaaa9 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-34.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001839,"",JCL-NAE09/N2-A.DC-34.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.65-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000870,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-34.ZN-T.Trend1,Los_Angeles,°C,"","",VAV034.ZN-T,✓,2020-04-09T19:01:58.538Z UTC
@p:ubcv:r:25a64582-ef57baa5 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 RP029 ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008121,"",JCL-NAE09/FC-2.FEC-006.1600 RP029 ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.652-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3008107,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/FC-2.FEC-006.1600 RP029 ZN-T.Trend1,Los_Angeles,°C,"","",1600.RP029.ZN-T,✓,2020-04-09T19:01:58.539Z UTC
@p:ubcv:r:25a64582-3ccc42c2 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.HWR-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007774,"",JCL-NAE09/FC-2.FEC-004.HWR-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","",✓,"","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T14:23:34.655-07:00 Los_Angeles,"","","","",Entering Hot Water Temp,"",AI3007754,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,✓,JCL-NAE09/FC-2.FEC-004.HWR-T.Trend1,Los_Angeles,°C,"",✓,1600.DES.HWR-T,"",2020-04-09T19:01:58.54Z UTC
@p:ubcv:r:21693dee-72496b35 Continuing Studies HW Main Meter Energy,"","",@p:ubcv:r:21cacab2-84f5c2cf CSB DES Meter,AI1,"",✓,"","",@p:ubcv:r:21cacab2-84f5c2cf CSB DES Meter,"",✓,MWh => kWh,ok,2744655.029296875kWh,"","","",$equipRef $navName,"","",✓,"","","",@p:ubcv:r:21693dee-e0b76a42 Continuing Studies HW Main Meter,"",@p:ubcv:r:21697fca-a27b68c3 Continuing Studies Utilities,"",✓,"",15min,"",2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,90210,2017-10-04T13:45:00-07:00 Los_Angeles,ok,✓,✓,"",Number,"","","","","",Energy,"","","","",✓,"","",10364,"","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,626,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kWh,✓,✓,"","",2020-04-28T00:03:36.151Z UTC
@p:ubcv:r:25a64582-3be04be7 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-10.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001289,"",JCL-NAE09/N2-A.DC-10.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.659-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000402,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-10.ZN-T.Trend1,Los_Angeles,°C,"","",VAV010.ZN-T,✓,2020-04-09T19:01:58.541Z UTC
@p:ubcv:r:25a64582-8a599b5c Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-101.HWS-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007678,"",JCL-NAE09/N2-A.DC-101.HWS-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T14:23:34.661-07:00 Los_Angeles,✓,"","","",Leaving Hot Water Temp,"",AI3007677,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE09/N2-A.DC-101.HWS-T.Trend1,Los_Angeles,°C,"",✓,CS-HW.HWS-T,"",2020-04-09T19:01:58.542Z UTC
@p:ubcv:r:25a64582-85725590 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-29.RP025-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001939,"",JCL-NAE09/N2-A.DC-29.RP025-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.662-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-29.RP025-T,✓,AI3000936,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-29.RP025-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP025-T,"",2020-04-09T19:01:58.543Z UTC
@p:ubcv:r:25a64582-f4ce134b Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.HWV1-FB,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007778,"",JCL-NAE09/FC-2.FEC-004.HWV1-FB,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.664-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.HWV1-FB,✓,AI3007758,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.HWV1-FB.Trend1,Los_Angeles,_,"","",1600.DES.HWV1-FB,"",2020-04-09T19:15:03.603Z UTC
@p:ubcv:r:25a64582-41abc715 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-1.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001082,"",JCL-NAE09/N2-A.DC-1.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.665-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000240,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-1.ZN-T.Trend1,Los_Angeles,°C,"","",VAV001.ZN-T,✓,2020-04-09T19:01:58.545Z UTC
@p:ubcv:r:25a64582-cc74bf54 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-33.RP030-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001947,"",JCL-NAE09/N2-A.DC-33.RP030-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.668-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-33.RP030-T,✓,AI3000940,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-33.RP030-T.Trend1,Los_Angeles,°C,"","",CS-UF.RP030-T,"",2020-04-09T19:01:58.546Z UTC
@p:ubcv:r:25a64582-10945008 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 SHWS RADVLV-O,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008123,"",JCL-NAE09/FC-2.FEC-006.1600 SHWS RADVLV-O,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.669-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-006.1600 SHWS RADVLV-O,✓,AO3008111,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-006.1600 SHWS RADVLV-O.Trend1,Los_Angeles,%,"","",1600.SHWS.RADVLV-O,"",2020-04-09T19:01:58.547Z UTC
@p:ubcv:r:25a64582-6700dff2 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-101.SP3-P,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001025,"",JCL-NAE09/N2-A.DC-101.SP3-P,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.671-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-101.SP3-P,✓,AI3000195,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-101.SP3-P.Trend1,Los_Angeles,Pa,"","",CS-AHU1.SP3-P,"",2020-04-09T19:01:58.548Z UTC
