id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,energy,entering,enum,equipName,equipRef,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,outside,point,power,pump,quantityID,return,run,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,water,zachName,zone,mod
@p:ubcv:r:25a64582-31fed2d7 Continuing Studies Unsorted Points JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-10,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007694,"",JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-10,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",12106,2020-01-05T23:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.723-07:00 Los_Angeles,"","","","",JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-10,✓,AI3007688,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/BACnet IP connection.1600 DES Kamstrup meter.AI-10.Trend1,Los_Angeles,°C,"","",1600.Return Temperature,"",2020-04-09T19:01:58.563Z UTC
@p:ubcv:r:25a64582-4e3bbad8 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-32.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001793,"",JCL-NAE09/N2-A.DC-32.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.725-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000834,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-32.ZN-T.Trend1,Los_Angeles,°C,"","",VAV032.ZN-T,✓,2020-04-09T19:01:58.564Z UTC
@p:ubcv:r:25a64582-a76d4597 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-20.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001519,"",JCL-NAE09/N2-A.DC-20.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.727-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000589,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-20.ZN-T.Trend1,Los_Angeles,°C,"","",VAV020.ZN-T,✓,2020-04-09T19:01:58.565Z UTC
@p:ubcv:r:25a64582-4de7bfb9 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.HCP02a-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007567,"",JCL-NAE09/FC-2.FEC-005.HCP02a-C,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","",1741,2020-01-03T14:06:06-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.729-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.HCP02a-C,✓,BO3007547,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.HCP02a-C.Trend1,Los_Angeles,"","","",AHU-01.HCP02a-C,"",2020-04-08T18:50:38.041Z UTC
@p:ubcv:r:25a64582-760fa9b7 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-102.LIGHT-C,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001052,"",JCL-NAE09/N2-A.DC-102.LIGHT-C,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T05:48:15-07:00 Los_Angeles,"","",280,2019-12-29T08:22:48-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.731-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-102.LIGHT-C,✓,BO3000218,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-102.LIGHT-C.Trend1,Los_Angeles,"","","",CS-MISC.LIGHT-C,"",2020-04-08T18:52:43.729Z UTC
@p:ubcv:r:25a64582-25b2bb4e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.EAF29-S,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007572,"",JCL-NAE09/FC-2.FEC-005.EAF29-S,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.734-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-005.EAF29-S,✓,BI3007551,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-005.EAF29-S.Trend1,Los_Angeles,"","","",AHU-01.EAF29-S,"",2020-04-08T18:50:38.205Z UTC
@p:ubcv:r:25a64582-5d7950ea Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 AHU-01 ZN3EAD-O,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008130,"",JCL-NAE09/FC-2.FEC-006.1600 AHU-01 ZN3EAD-O,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.736-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-006.1600 AHU-01 ZN3EAD-O,✓,AO3008118,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-006.1600 AHU-01 ZN3EAD-O.Trend1,Los_Angeles,%,"","",1600.AHU-01.ZN3EAD-O,"",2020-04-09T19:01:58.566Z UTC
@p:ubcv:r:25a64582-2065b1ca Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-19.RP026-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001918,"",JCL-NAE09/N2-A.DC-19.RP026-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.739-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-19.RP026-T,✓,AI3000925,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-19.RP026-T.Trend1,Los_Angeles,°C,"","",CS-GF.RP026-T,"",2020-04-09T19:01:58.567Z UTC
@p:ubcv:r:25a64582-803e3451 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-101.RHWS-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001034,"",JCL-NAE09/N2-A.DC-101.RHWS-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.741-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-101.RHWS-T,✓,AI3000201,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-101.RHWS-T.Trend1,Los_Angeles,°C,"","",CS-HW.RHWS-T,"",2020-04-09T19:01:58.568Z UTC
@p:ubcv:r:25a64582-1016acc6 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-9.RP009-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001960,"",JCL-NAE09/N2-A.DC-9.RP009-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.743-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-9.RP009-T,✓,AI3000947,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-9.RP009-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP009-T,"",2020-04-09T19:01:58.569Z UTC
@p:ubcv:r:25a64582-1a2151a8 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.DESLHW-P,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007780,"",JCL-NAE09/FC-2.FEC-004.DESLHW-P,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.745-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.DESLHW-P,✓,AI3007760,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.DESLHW-P.Trend1,Los_Angeles,kPa,"","",1600.DES.DESLHW-P,"",2020-04-09T19:01:58.57Z UTC
@p:ubcv:r:25a64582-50e1ed4d Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-006.1600 SHWS P01-S,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3008125,"",JCL-NAE09/FC-2.FEC-006.1600 SHWS P01-S,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",10,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.746-07:00 Los_Angeles,"","","","",Pump Run Status,"",BI3008113,"","",✓,"",✓,"","",✓,"",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:2549f4de-0619d1f0 .+(\.|-| )P(CHWP)?E?\d+\w?-S,"",JCL-NAE09/FC-2.FEC-006.1600 SHWS P01-S.Trend1,Los_Angeles,"","","",1600.SHWS.P01-S,"",2020-04-08T18:50:12.995Z UTC
@p:ubcv:r:25a64582-d1205297 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-005.Parameters.EFFDAT-SP,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007624,"",JCL-NAE09/FC-2.FEC-005.Parameters.EFFDAT-SP,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,✓,✓,"","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18086,2020-01-06T03:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.751-07:00 Los_Angeles,"","","","",Discharge Air Temp Effective Sp,"",AV3007590,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"",✓,"","","",@p:ubcv:r:23e65d3d-79dbc720 .+(\.|-| )EFFDAT-SP,✓,JCL-NAE09/FC-2.FEC-005.Parameters.EFFDAT-SP.Trend2,Los_Angeles,°C,"","",AHU-01.EFFDAT-SP,"",2020-04-09T19:01:58.571Z UTC
@p:ubcv:r:25a64582-571d5051 Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.P1-KWH,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007785,"",JCL-NAE09/FC-2.FEC-004.P1-KWH,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","",✓,"","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.752-07:00 Los_Angeles,"","","","",Energy,"",AI3007765,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3d-a1543fdf .+(\.|-| )KWH,"",JCL-NAE09/FC-2.FEC-004.P1-KWH.Trend1,Los_Angeles,kWh,"","",1600.DES.P1-KWH,"",2020-04-09T19:01:58.572Z UTC
@p:ubcv:r:21dffdad-a75ecc5b Continuing Studies HW Main Meter Leaving Water Temp,"","",@p:ubcv:r:21cacab2-84f5c2cf CSB DES Meter,AI10,"",✓,"","",@p:ubcv:r:21cacab2-84f5c2cf CSB DES Meter,"",✓,"",ok,48.0099983215332°C,"","","",$equipRef $navName,"","","","","","",@p:ubcv:r:21693dee-e0b76a42 Continuing Studies HW Main Meter,"",@p:ubcv:r:21697fca-a27b68c3 Continuing Studies Utilities,"",✓,0.5°C,10min,"",2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,198331,2018-01-03T14:30:00-08:00 Los_Angeles,ok,"",✓,"",Number,"",✓,"","","",Leaving Water Temp,"","","","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","",✓,"",Los_Angeles,°C,✓,✓,"","",2020-04-28T00:03:36.152Z UTC
@p:ubcv:r:25a64582-2ed6a9c7 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-102.MB-PS,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001045,"",JCL-NAE09/N2-A.DC-102.MB-PS,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-09T19:29:11-07:00 Los_Angeles,"","",11,2019-03-09T17:10:06-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:23:34.754-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-102.MB-PS,✓,BI3000214,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-102.MB-PS.Trend1,Los_Angeles,"","","",CS-ELEC.MB-PS,"",2020-04-08T18:52:43.429Z UTC
@p:ubcv:r:25a64582-bd4a567f Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-6.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001197,"",JCL-NAE09/N2-A.DC-6.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.755-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000322,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-6.ZN-T.Trend1,Los_Angeles,°C,"","",VAV006.ZN-T,✓,2020-04-09T19:01:58.573Z UTC
@p:ubcv:r:25a64582-6dfca1f5 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-37.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001884,"",JCL-NAE09/N2-A.DC-37.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.757-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000907,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-37.ZN-T.Trend1,Los_Angeles,°C,"","",VAV035.ZN-T,✓,2020-04-09T19:01:58.574Z UTC
@p:ubcv:r:25a64582-ec373dce Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-8.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001243,"",JCL-NAE09/N2-A.DC-8.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.758-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000359,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-8.ZN-T.Trend1,Los_Angeles,°C,"","",VAV008.ZN-T,✓,2020-04-09T19:01:58.575Z UTC
@p:ubcv:r:25a64582-bbede551 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-13.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001358,"",JCL-NAE09/N2-A.DC-13.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.76-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000461,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-13.ZN-T.Trend1,Los_Angeles,°C,"","",VAV013.ZN-T,✓,2020-04-09T19:01:58.576Z UTC
@p:ubcv:r:25a64582-941154ee Continuing Studies Unsorted Points JCL-NAE09/Programming.CS.MISC.CS-MISC.AVG-RH,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3002413,"",JCL-NAE09/Programming.CS.MISC.CS-MISC.AVG-RH,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.762-07:00 Los_Angeles,"","","","",JCL-NAE09/Programming.CS.MISC.CS-MISC.AVG-RH,✓,AV3002081,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/Programming.CS.MISC.CS-MISC.AVG-RH.PointHistory,Los_Angeles,%,"","",AVG-RH,"",2020-04-09T19:01:58.577Z UTC
@p:ubcv:r:25a64582-82360d5e Continuing Studies Unsorted Points JCL-NAE09/FC-2.FEC-004.P1-RPM,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3007784,"",JCL-NAE09/FC-2.FEC-004.P1-RPM,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",18206,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.764-07:00 Los_Angeles,"","","","",JCL-NAE09/FC-2.FEC-004.P1-RPM,✓,AI3007764,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/FC-2.FEC-004.P1-RPM.Trend1,Los_Angeles,rpm,"","",1600.DES.P1-RPM,"",2020-04-09T19:01:58.578Z UTC
@p:ubcv:r:25a64582-6377c07d Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-4.ZN-T,✓,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001151,"",JCL-NAE09/N2-A.DC-4.ZN-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.766-07:00 Los_Angeles,"","","","",Zone Temp,"",AI3000284,"","",✓,"","","","","","",✓,@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE09/N2-A.DC-4.ZN-T.Trend1,Los_Angeles,°C,"","",VAV004.ZN-T,✓,2020-04-09T19:01:58.579Z UTC
@p:ubcv:r:25a64582-2fef14a9 Continuing Studies Unsorted Points JCL-NAE09/N2-A.DC-15.RP012-T,"","",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"",TL3001914,"",JCL-NAE09/N2-A.DC-15.RP012-T,"",@p:ubcv:r:25a64114-0fce80c6 CSB (NAE-09),"","","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a6420b-46b2b1ee Continuing Studies Unsorted Points,"",@p:ubcv:r:25a6420b-06958ff8 Continuing Studies Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6108,2020-01-05T11:30:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:23:34.768-07:00 Los_Angeles,"","","","",JCL-NAE09/N2-A.DC-15.RP012-T,✓,AI3000923,"","",✓,"","","","","","","",@p:ubcv:r:21693dee-97fa087e Continuing Studies,"","","","","","","",JCL-NAE09/N2-A.DC-15.RP012-T.Trend1,Los_Angeles,°C,"","",CS-LF.RP012-T,"",2020-04-09T19:01:58.58Z UTC
