id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,bmsName,bypass,chilled,chiller,cmd,condenser,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,min,mixed,mixing,mode,mslMultiPts,mslNameMatch,mslOk,navName,newFixed,noTagMatch,objectId,occ,old,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preheat,pressure,primaryLoop,proj_1830_3W2W,pump,quantityID,reheat,reheating,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:240c2c16-208d9cf6 Michael Smith Lab 259c SAV-2-28 JCL-NAE39/FCB-01.FAC-009.SAV-2-28 EFFHTG-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000879,✓,"",JCL-NAE39/FCB-01.FAC-009.SAV-2-28 EFFHTG-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3246-51429b99 Michael Smith Lab 259c SAV-2-28,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62445,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.894-07:00 Los_Angeles,"","","","","","","","","","",✓,Zone Effective Heating Cmd,"","",AV3000286,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25973-b440c220 Michael Smith Lab 259c,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-64c011d8 .+(\.|-| )EFFHTG-O,"","",JCL-NAE39/FCB-01.FAC-009.SAV-2-28 EFFHTG-O.Trend1,Los_Angeles,%,"","","","","","","","",0830.AHU-01.ZN-259.SAV-2-28.EFFHTG-O,✓,2020-04-09T19:02:08.98Z UTC
@p:ubcv:r:228cab82-628943bf Michael Smith Rm 368 VAV-3115 JCL-NAE50/N2-A.DC-138.BHTG-VLV,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016121,✓,"",JCL-NAE50/N2-A.DC-138.BHTG-VLV,"","","",✓,"",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228ca8a2-937e356c Michael Smith Rm 368 VAV-3115,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,✓,"",✓,"",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",64532,2018-05-16T03:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,✓,Number,2020-05-12T15:40:38.307-07:00 Los_Angeles,2018-12-07T09:45:29.201-08:00 Los_Angeles,"","","","","","","","","","",Heating Valve Cmd,"","",AO3001141,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a2-86228e09 Michael Smith Rm 368,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE50/N2-A.DC-138.BHTG-VLV.Trend1,Los_Angeles,_,"",✓,"",✓,"","","","",MS.Lvl3.SV3115.BHTG-VLV,"",2020-05-08T12:01:34.302Z UTC
@p:ubcv:r:240c2c17-3d60f825 Michael Smith Lab 371 GAV-3-42 JCL-NAE39/FCB-02.FAC-009.GAV-3-42 GA-A,"",✓,✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002304,✓,"",JCL-NAE39/FCB-02.FAC-009.GAV-3-42 GA-A,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Normal,Alarm","",@p:ubcv:r:240c3a96-e97d389e Michael Smith Lab 371 GAV-3-42,✓,✓,"","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-03-13T13:25:15-07:00 Los_Angeles,"","","",51,2019-02-25T13:18:22-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:46:25.189-07:00 Los_Angeles,"","","","","","","","","","","",Exhaust Air Fan Alarm,"","",BI3001957,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-ac2aa320 Michael Smith Lab 371,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:25869419-eb18e1a4 .+(\.|-| |_)GA-A,"","",JCL-NAE39/FCB-02.FAC-009.GAV-3-42 GA-A.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-371.GAV-3-42.GA-A,"",2020-04-08T18:52:46.286Z UTC
@p:ubcv:r:25700d32-a3914df2 Michael Smith Lab 255 SAV-2-15 JCL-NAE39/FCB-01.FAC-008.SAV-2-15 ZN-T,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3011050,"","",JCL-NAE39/FCB-01.FAC-008.SAV-2-15 ZN-T,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:240b3245-2a391a01 Michael Smith Lab 255 SAV-2-15,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",16099,2019-11-25T20:30:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.6-07:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"","",AI3000048,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-bbe73e3b Michael Smith Lab 255,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE39/FCB-01.FAC-008.SAV-2-15 ZN-T.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-255.SAV-2-15.ZN-T,✓,2020-04-09T19:02:08.981Z UTC
@p:ubcv:r:24e73183-4c509d56 Michael Smith Unsorted Points JCL-NAE49/FC-2.FEC-005.HWD-P,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3008244,✓,"",JCL-NAE49/FC-2.FEC-005.HWD-P,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",38804,2019-08-13T14:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:38.004-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE49/FC-2.FEC-005.HWD-P,"",✓,AI3008210,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE49/FC-2.FEC-005.HWD-P.Trend1,Los_Angeles,kPa,"","","","","","","","",0830.PHW.HWD-P,"",2020-04-30T11:09:42.187Z UTC
@p:ubcv:r:228cc7c0-b3577697 Michael Smith LEF EF-1A JCL-NAE50/FCB-02.VND-006.OUTPUT SPEED,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016093,✓,"",JCL-NAE50/FCB-02.VND-006.OUTPUT SPEED,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:229b41e6-76061205 Michael Smith LEF EF-1A,✓,✓,"","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",66047,2018-05-13T03:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:38.309-07:00 Los_Angeles,2018-07-30T13:54:05.915-07:00 Los_Angeles,"","","","","","","","","","","Exhaust Fan Speed ","","",AV3015344,"","","","","","",✓,"","","","","","","","","","","","","","","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"","",JCL-NAE50/FCB-02.VND-006.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","","","","","",EF1A.OUTPUT SPEED,"",2020-05-08T12:01:34.307Z UTC
@p:ubcv:r:24e73175-52690ee3 Michael Smith Unsorted Points JCL-NAE39/Programming.AHU-01 and AHU-02.Static pressure reset.Starved air valve count B,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3010501,✓,"",JCL-NAE39/Programming.AHU-01 and AHU-02.Static pressure reset.Starved air valve count B,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-09T20:56:48-07:00 Los_Angeles,"","","",613,2019-08-13T19:35:46-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:25.283-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/Programming.AHU-01 and AHU-02.Static pressure reset.Starved air valve count B,"",✓,AV3008542,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/Programming.AHU-01 and AHU-02.Static pressure reset.Starved air valve count B.Trend1,Los_Angeles,_,"","","","","","","","",Starved air valve count B,"",2020-04-09T19:15:14.635Z UTC
@p:ubcv:r:24241de9-8ec0c9fe Michael Smith Lab 273 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-273.AI-106061,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005943,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-273.AI-106061,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-a198235c Michael Smith Lab 273 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39709,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.605-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-273.AI-106061,"",✓,AI3005417,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-e72f224c Michael Smith Lab 273,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-273.AI-106061.Trend1,Los_Angeles,_,"","","","","","","","",0830.AHU-01.ZN-273.RA-C4H8,"",2020-04-09T19:15:14.639Z UTC
@p:ubcv:r:240c2c16-957175cd Michael Smith Lab 351 FE-3-07 JCL-NAE39/FCB-02.FAC-004.FE-3-07 EA-A,"",✓,✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3001590,✓,"",JCL-NAE39/FCB-02.FAC-004.FE-3-07 EA-A,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Normal Operation,Incorrect Airflow,Low Differential Static Pressure","",@p:ubcv:r:240c4542-bd402c29 Michael Smith Lab 351 FE-3-07,✓,✓,"","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-13T13:25:14-07:00 Los_Angeles,"","","",171,2019-02-25T15:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T15:46:24.937-07:00 Los_Angeles,"","","","","","","","","","","",Exhaust Air Fan Alarm,"","",MSV3001342,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-1e4d0b01 Michael Smith Lab 351,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:25869527-87133c5f .+(\.|-| |_)EAV?-A,"","",JCL-NAE39/FCB-02.FAC-004.FE-3-07 EA-A.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-351.FE-3-07.EA-A,"",2020-04-08T18:55:46.339Z UTC
@p:ubcv:r:24c20725-71651cdc Michael Smith Lab 375 SAV-3-52 JCL-NAE39/FCB-02.FAC-011.SAV-3-52 EFFHTG-SP,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3008502,✓,"",JCL-NAE39/FCB-02.FAC-011.SAV-3-52 EFFHTG-SP,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:24c20d56-d30680a6 Michael Smith Lab 375 SAV-3-52,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",42707,2019-07-16T13:10:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.898-07:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Heating Sp,"","",AV3001762,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-f8215f73 Michael Smith Lab 375,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"",✓,"","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE39/FCB-02.FAC-011.SAV-3-52 EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","","","","","","0830.AHU-01.ZN-375d,e.SAV-3-52.EFFHTG-SP",✓,2020-04-09T19:02:08.986Z UTC
@p:ubcv:r:23f5d38c-9e9872df Michael Smith Lab 255b SAV-2-21 JCL-NAE39/FCB-01.FAC-008.SAV-2-21 EFFHTG-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000611,✓,"",JCL-NAE39/FCB-01.FAC-008.SAV-2-21 EFFHTG-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3245-13c95921 Michael Smith Lab 255b SAV-2-21,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64022,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.903-07:00 Los_Angeles,"","","","","","","","","","","",Zone Effective Heating Cmd,"","",AV3000081,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b258bf-17c61d46 Michael Smith Lab 255b,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-64c011d8 .+(\.|-| )EFFHTG-O,"","",JCL-NAE39/FCB-01.FAC-008.SAV-2-21 EFFHTG-O.Trend1,Los_Angeles,%,"","","","","","","","",0830.AHU-01.ZN-255.SAV-2-21.EFFHTG-O,✓,2020-04-09T19:02:08.988Z UTC
@p:ubcv:r:24241dea-09f1f4be Michael Smith Lab 385 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-385.AI-203087,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3006131,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-385.AI-203087,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-c7828fb4 Michael Smith Lab 385 Aircuity,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39705,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.607-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-385.AI-203087,"",✓,AI3005569,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-749152d5 Michael Smith Lab 385,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-385.AI-203087.Trend1,Los_Angeles,_,"","","","","","","","",0830.AHU-01.ZN-385B.RA-TVOC,"",2020-04-09T19:15:14.643Z UTC
@p:ubcv:r:228cc9d4-8b35282a Michael Smith AHU-04 EF JCL-NAE49/N2-A.DC-005.EF12-S,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3001069,✓,"",JCL-NAE49/N2-A.DC-005.EF12-S,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On",EF12,@p:ubcv:r:25d7526b-f4450253 Michael Smith AHU-04 EF,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-04-03T10:48:33-07:00 Los_Angeles,"","","",1007,2018-04-25T18:00:09-07:00 Los_Angeles,ok,"","","",✓,✓,Bool,2020-05-12T15:40:37.878-07:00 Los_Angeles,2018-12-07T09:45:29.189-08:00 Los_Angeles,"","","","","","","","","","",JCL-NAE49/N2-A.DC-005.EF12-S,"",✓,BI3000521,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE49/N2-A.DC-005.EF12-S.Trend1,Los_Angeles,"","","","","","","","","",MS.AHU4.EF12-S,"",2020-04-30T11:09:42.234Z UTC
@p:ubcv:r:24241ddd-909f3609 Michael Smith AHU-01/02 AHU-01 JCL-NAE50/FCB-02.FAC-012.CCBD-C,"",✓,"","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016301,✓,"",JCL-NAE50/FCB-02.FAC-012.CCBD-C,"","","",✓,"",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:220622e0-bf2dba64 Michael Smith AHU-01/02 AHU-01,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",59622,2017-11-23T11:22:53-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:40:38.479-07:00 Los_Angeles,"","","","","","","","","","","",Air Damper Cmd,"","",BO3016213,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-2d0e1efe .+(\.|-| )CCBD-C,"","",JCL-NAE50/FCB-02.FAC-012.CCBD-C.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.CCBD-C,"",2020-05-08T12:01:34.326Z UTC
@p:ubcv:r:24241dda-356aa1da Michael Smith AHU-01/02 AHU-01 JCL-NAE50/FCB-02.FAC-012.PH-T,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016325,✓,"",JCL-NAE50/FCB-02.FAC-012.PH-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","",@p:ubcv:r:220622e0-bf2dba64 Michael Smith AHU-01/02 AHU-01,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",94522,2018-02-01T00:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T15:40:38.48-07:00 Los_Angeles,"","","","","","","","","","","",Entering Preheat Water Temp,"","",AI3016229,"","","","","","",✓,"","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:24300dff-6e4a66f9 .+(\.|-| )PH-T,"",✓,JCL-NAE50/FCB-02.FAC-012.PH-T.Trend1,Los_Angeles,°C,"","","",✓,"","","","",0830.AHU-01.PH-T,"",2020-05-08T12:01:34.331Z UTC
@p:ubcv:r:229b4c76-2dbdaf8e Michael Smith Lab 255b SAV-2-21 JCL-NAE39/FCB-01.FAC-008.SAV-2-21 HCV-O,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000609,✓,"",JCL-NAE39/FCB-01.FAC-008.SAV-2-21 HCV-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:240b3245-13c95921 Michael Smith Lab 255b SAV-2-21,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",85167,2018-05-29T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T15:46:27.907-07:00 Los_Angeles,2018-12-07T09:45:28.796-08:00 Los_Angeles,"","","","","","","","",✓,"",Heating Valve Cmd,"","",AO3000079,"",✓,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b258bf-17c61d46 Michael Smith Lab 255b,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-5b7eff36 .+(\.|-| )HCV-O,"","",JCL-NAE39/FCB-01.FAC-008.SAV-2-21 HCV-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","",0830.AHU-01.ZN-255.SAV-2-21.HCV-O,"",2020-04-14T16:49:59.319Z UTC
@p:ubcv:r:23f5d38c-792b62ae Michael Smith Lab 255 Zone JCL-NAE39/FCB-01.FAC-008.ZN-255 EMERGENCY2,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000567,✓,"",JCL-NAE39/FCB-01.FAC-008.ZN-255 EMERGENCY2,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Shutdown,Enable","",@p:ubcv:r:24391b71-938e3ec2 Michael Smith Lab 255 Zone,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62581,2019-02-12T09:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T15:46:27.909-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/FCB-01.FAC-008.ZN-255 EMERGENCY2,"",✓,MSV3000036,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-bbe73e3b Michael Smith Lab 255,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/FCB-01.FAC-008.ZN-255 EMERGENCY2.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-255.ZN-255.EMERGENCY2,"",2020-04-08T18:55:23.874Z UTC
@p:ubcv:r:24241de9-8b80580b Michael Smith Unsorted Points JCL-NAE39/BACnet IP connection.083-Airquity.AI-106067,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005740,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.AI-106067,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39705,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.611-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.AI-106067,"",✓,AI3004778,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.AI-106067.Trend1,Los_Angeles,_,"","","","","","","","",0830.AHU-01.DA1-GM3,"",2020-04-09T19:15:14.652Z UTC
@p:ubcv:r:228cc9d4-9d7c4220 Michael Smith Unsorted Points JCL-NAE49/Programming.MS.Lighting.Solar Clock.Trend1,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3004216,✓,"",JCL-NAE49/Programming.MS.Lighting.Solar Clock.Trend1,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-07-25T05:33:18-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [65] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",936,2018-04-16T06:21:28-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T17:48:31.81-07:00 Los_Angeles,2018-07-30T13:54:05.903-07:00 Los_Angeles,"","","","","","","","","","",JCL-NAE49/Programming.MS.Lighting.Solar Clock.Trend1,"",✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","","",Los_Angeles,_,"","","","","","","","","","",2020-04-30T11:09:42.253Z UTC
