id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,bmsName,bypass,chilled,chiller,cmd,condenser,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,min,mixed,mixing,mode,mslMultiPts,mslNameMatch,mslOk,navName,newFixed,noTagMatch,objectId,occ,old,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preheat,pressure,primaryLoop,proj_1830_3W2W,pump,quantityID,reheat,reheating,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,waterMeterLoad,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:228cab82-f648b160 Michael Smith LEF EF-2B JCL-NAE50/FCB-02.FEC-005.EF2B-S,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016016,✓,"",JCL-NAE50/FCB-02.FEC-005.EF2B-S,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2093b263-2be59657 Michael Smith Elec Main Meter,"","","","Off,On","",@p:ubcv:r:229b41e6-a5762adb Michael Smith LEF EF-2B,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-04-22T04:21:34-07:00 Los_Angeles,"","","",229,2018-02-28T21:23:13-08:00 Los_Angeles,ok,"","","",✓,✓,Bool,2020-05-12T15:40:38.031-07:00 Los_Angeles,2018-12-07T09:45:29.183-08:00 Los_Angeles,"","","","","","","","","","",JCL-NAE50/FCB-02.FEC-005.EF2B-S,"",✓,BI3016014,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE50/FCB-02.FEC-005.EF2B-S.Trend1,Los_Angeles,"","","","","","","","","",MS-LE.EF2B-S,"",2020-05-08T12:01:34.242Z UTC
@p:ubcv:r:2566f1ac-16c40e9d Michael Smith Unsorted Points JCL-NAE50/FCB-02.FAC-004.CH02CHWE-T,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3022675,"","",JCL-NAE50/FCB-02.FAC-004.CH02CHWE-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",16776,2019-11-18T22:45:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:38.302-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE50/FCB-02.FAC-004.CH02CHWE-T,"",✓,AI3022674,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE50/FCB-02.FAC-004.CH02CHWE-T.Trend1,Los_Angeles,°C,"","","","","","","","",0830.CHWS.CH02CHWE-T,"",2020-05-08T12:01:34.254Z UTC
@p:ubcv:r:23f5d38c-46d76b1c Michael Smith Lab 263 Zone JCL-NAE39/FCB-01.FAC-011.ZN-263 OCC-S,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000815,✓,"",JCL-NAE39/FCB-01.FAC-011.ZN-263 OCC-S,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,Unoccupied","",@p:ubcv:r:24391b72-a887d8cf Michael Smith Lab 263 Zone,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-03-13T13:25:14-07:00 Los_Angeles,"","","",1450,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:46:24.934-07:00 Los_Angeles,"","","","","","","","",✓,✓,"",JCL-NAE39/FCB-01.FAC-011.ZN-263 OCC-S,"",✓,BI3000227,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-538eb4fa Michael Smith Lab 263,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/FCB-01.FAC-011.ZN-263 OCC-S.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-263.ZN-263.OCC-S,"",2020-04-08T18:55:23.173Z UTC
@p:ubcv:r:24241dda-609a9b90 Michael Smith AHU-01/02 AHU-02 JCL-NAE50/FCB-02.FAC-013.LHEC-T,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3016386,✓,"",JCL-NAE50/FCB-02.FAC-013.LHEC-T,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22062343-86a052bb Michael Smith AHU-01/02 AHU-02,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",83146,2018-05-31T23:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:40:38.474-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE50/FCB-02.FAC-013.LHEC-T,✓,✓,AI3016256,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE50/FCB-02.FAC-013.LHEC-T.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-02.LHEC-T,"",2020-05-08T12:01:34.257Z UTC
@p:ubcv:r:24241de9-c2edeac4 Michael Smith Lab 105 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-105.AI-102068,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005800,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-105.AI-102068,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-439caebe Michael Smith Lab 105 Aircuity,"","","","",@p:ubcv:r:228ca8a1-c41ddc81 Michael Smith Floor 1,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39709,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.579-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-105.AI-102068,"",✓,AI3004836,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-7c8189da Michael Smith Lab 105,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-105.AI-102068.Trend1,Los_Angeles,_,"","","","","","","","",0830.AHU-01.ZN-105A.RA-GM3,"",2020-04-09T19:15:14.61Z UTC
@p:ubcv:r:24241de9-5ab4e313 Michael Smith Lab 353 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-353.AI-202061,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005993,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-353.AI-202061,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-39471165 Michael Smith Lab 353 Aircuity,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39713,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.582-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-353.AI-202061,"",✓,AI3005574,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-ec6b6d6d Michael Smith Lab 353,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-353.AI-202061.Trend1,Los_Angeles,_,"","","","","","","","",0830.AHU-01.ZN-353.RA-C4H8,"",2020-04-09T19:15:14.616Z UTC
@p:ubcv:r:226b8812-f9e8355f Michael Smith Unsorted Points JCL-NAE50/N2-A.DC-001.REF-LEAK,"","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"",TL3003143,✓,"",JCL-NAE50/N2-A.DC-001.REF-LEAK,"","","","","",@p:ubcv:r:21e6bb0d-38120850 MSL (NAE-50),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Normal,Alarm","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2019-09-24T06:04:35-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [141] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",29,2017-11-23T11:22:54-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-12T10:09:44.53-07:00 Los_Angeles,2018-07-30T13:54:05.914-07:00 Los_Angeles,"","","","","","","","","","",JCL-NAE50/N2-A.DC-001.REF-LEAK,"",✓,BI3001454,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","","",Los_Angeles,"","","","","","","","","","","",2020-05-08T12:01:34.266Z UTC
@p:ubcv:r:23f5d38d-03e86e6c Michael Smith Lab 269 SAV-2-51 JCL-NAE39/FCB-01.FAC-013.SAV-2-51 EFFCLG-O,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3001199,✓,"",JCL-NAE39/FCB-01.FAC-013.SAV-2-51 EFFCLG-O,"","","",✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),✓,"","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3246-79d62b3a Michael Smith Lab 269 SAV-2-51,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64021,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.871-07:00 Los_Angeles,"","","","","","","","","",✓,"",Zone Effective Cooling Cmd,"","",AV3000528,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-b5d4d3db Michael Smith Lab 269,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3e-dce1bfc8 .+(\.|-| )EFFCLG-O,"","",JCL-NAE39/FCB-01.FAC-013.SAV-2-51 EFFCLG-O.Trend1,Los_Angeles,%,"","","","","","","","",0830.AHU-01.ZN-269.SAV-2-51.EFFCLG-O,✓,2020-04-09T19:02:08.964Z UTC
@p:ubcv:r:240c2c17-f66cb902 Michael Smith Lab 385 GAV-3-76 JCL-NAE39/FCB-02.FAC-014.GAV-3-76 GA-A,"",✓,✓,"",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002845,✓,"",JCL-NAE39/FCB-02.FAC-014.GAV-3-76 GA-A,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Normal,Alarm","",@p:ubcv:r:240c3a96-834ead50 Michael Smith Lab 385 GAV-3-76,✓,✓,"","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-03-13T13:25:15-07:00 Los_Angeles,"","","",83,2019-02-25T17:26:08-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T15:46:25.183-07:00 Los_Angeles,"","","","","","","","","","","",Exhaust Air Fan Alarm,"","",BI3002689,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-749152d5 Michael Smith Lab 385,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:25869419-eb18e1a4 .+(\.|-| |_)GA-A,"","",JCL-NAE39/FCB-02.FAC-014.GAV-3-76 GA-A.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-385.GAV-3-76.GA-A,"",2020-04-08T18:55:47.982Z UTC
@p:ubcv:r:228cc9d3-85691ff5 Michael Smith AHU-03 P09 JCL-NAE49/N2-A.DC-002.P09-C,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3001026,✓,"",JCL-NAE49/N2-A.DC-002.P09-C,"","","",✓,"",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P09,@p:ubcv:r:22062343-4b3e978d Michael Smith AHU-03,"","","","",@p:ubcv:r:2203b248-30508864 Michael Smith Air Systems,"","","","",✓,"","","",2020-04-03T10:45:45-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [198] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",38534,2018-05-11T03:39:50-07:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T22:48:41.166-07:00 Los_Angeles,2018-12-07T09:45:29.186-08:00 Los_Angeles,"","","","","","","","","","",Run Cmd,"","",BO3000495,"","","","","","",✓,"","","","","","","",✓,"","","","","",✓,"","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE49/N2-A.DC-002.P09-C.Trend1,Los_Angeles,"","","","","","","","","","","",2020-05-12T11:03:27.58Z UTC
@p:ubcv:r:23f5d38d-e91e3afa Michael Smith Lab 259 GAV-2-26 JCL-NAE39/FCB-01.FAC-009.GAV-2-26 GA-F,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3000908,✓,"",JCL-NAE39/FCB-01.FAC-009.GAV-2-26 GA-F,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:240c3a95-bc0e67eb Michael Smith Lab 259 GAV-2-26,✓,"","",✓,@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64015,2019-02-11T11:00:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.878-07:00 Los_Angeles,"","","","","","","","","","","",Exhaust Air Flow,"","",AI3000316,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-f93736e8 Michael Smith Lab 259,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:2538b70f-a0c67678 .+(\.|-| )GA-F,"","",JCL-NAE39/FCB-01.FAC-009.GAV-2-26 GA-F.Trend1,Los_Angeles,L/s,"","","","","","","","",0830.AHU-01.ZN-259.GAV-2-26.GA-F,"",2020-04-09T19:02:08.968Z UTC
@p:ubcv:r:240c2c17-499c9291 Michael Smith Lab 375c SAV-3-50 JCL-NAE39/FCB-02.FAC-010.SAV-3-50 SA-F,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002207,✓,"",JCL-NAE39/FCB-02.FAC-010.SAV-3-50 SA-F,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:240b3245-cc359aaa Michael Smith Lab 375c SAV-3-50,"","","",✓,@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62540,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.88-07:00 Los_Angeles,2019-04-11T16:04:13.807-07:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"","",AI3001905,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25e79-e4595987 Michael Smith Lab 375c,"","","","","",✓,@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE39/FCB-02.FAC-010.SAV-3-50 SA-F.Trend1,Los_Angeles,L/s,"","","","","","","","","0830.AHU-01.ZN-375a,b,c.SAV-3-50.SA-F","",2020-04-09T19:02:08.969Z UTC
@p:ubcv:r:24241de9-98d1eb4d Michael Smith Lab 251 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-251.AI-107079,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005827,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-251.AI-107079,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-d1cf5435 Michael Smith Lab 251 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39709,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.59-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-251.AI-107079,"",✓,AI3004863,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-c324ee71 Michael Smith Lab 251,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-251.AI-107079.Trend1,Los_Angeles,gH₂O/kgAir,"","","","","","","","",0830.AHU-01.ZN-251A.RA-VM,"",2020-04-09T19:02:08.97Z UTC
@p:ubcv:r:228cc9d5-cf72ddff Michael Smith Unsorted Points JCL-NAE49/BACnet1.MS-EMTR.Analog Inputs.AI-4,"","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"",TL3004239,✓,"",JCL-NAE49/BACnet1.MS-EMTR.Analog Inputs.AI-4,"","","","","",@p:ubcv:r:21e6ba93-3780c55b MSL (NAE-49),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:228cc75f-bfc8e6a9 Michael Smith Unsorted Points,"","","","",@p:ubcv:r:228cc355-20fdff17 Michael Smith Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",67096,2018-05-13T03:45:00-07:00 Los_Angeles,ok,"","","",✓,✓,Number,2020-05-12T15:40:38.086-07:00 Los_Angeles,2018-12-07T09:45:29.185-08:00 Los_Angeles,"","","","","","","","","","",JCL-NAE49/BACnet1.MS-EMTR.Analog Inputs.AI-4,"",✓,AI3004230,"","","","","","",✓,"","","","","","","","","","","","","","","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE49/BACnet1.MS-EMTR.Analog Inputs.AI-4.Trend1,Los_Angeles,m³/h,"","","","","","","","",MS.EMTR.Actual Flow,"",2020-04-30T11:09:42.151Z UTC
@p:ubcv:r:240c2c17-93ae0e5e Michael Smith Lab 375c SAV-3-50 JCL-NAE39/FCB-02.FAC-010.SAV-3-50 EFFHTG-SP,"",✓,"","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3002174,✓,"",JCL-NAE39/FCB-02.FAC-010.SAV-3-50 EFFHTG-SP,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:240b3245-cc359aaa Michael Smith Lab 375c SAV-3-50,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","",✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",62540,2019-02-28T09:50:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:27.887-07:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Heating Sp,"","",AV3001877,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:24b25e79-e4595987 Michael Smith Lab 375c,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"",✓,"","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE39/FCB-02.FAC-010.SAV-3-50 EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","","","","","","0830.AHU-01.ZN-375a,b,c.SAV-3-50.EFFHTG-SP",✓,2020-04-09T19:02:08.974Z UTC
@p:ubcv:r:2566f1c5-3c9028de Michael Smith Lab 359 Zone JCL-NAE39/FCB-02.FAC-006.ZN-359 OCC-SCHEDULE,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3011046,✓,"",JCL-NAE39/FCB-02.FAC-006.ZN-359 OCC-SCHEDULE,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:243910ba-1516f2d3 Michael Smith Lab 359 Zone,"","","","",@p:ubcv:r:228ca8a1-9f282015 Michael Smith Floor 3,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:02-07:00 Los_Angeles,"","","",355,2019-11-18T09:45:54-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T15:46:25.379-07:00 Los_Angeles,"","","","","","","","","","","",Scheduled Occupancy,"","",MSV3001394,✓,"","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-92d13375 Michael Smith Lab 359,"","","",✓,"","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE39/FCB-02.FAC-006.ZN-359 OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","","","",0830.AHU-01.ZN-359.ZN-359.OCC-SCHEDULE,"",2020-04-08T18:55:32.457Z UTC
@p:ubcv:r:24241de9-8b3796d4 Michael Smith Lab 269 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269B.AI-105055,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005924,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269B.AI-105055,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-eb8aee95 Michael Smith Lab 269 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39709,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.594-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269B.AI-105055,"",✓,AI3005398,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-b5d4d3db Michael Smith Lab 269,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-269B.AI-105055.Trend1,Los_Angeles,ppm,"","","","","","","","",0830.AHU-01.ZN-269B.RA-CO2,"",2020-04-09T19:02:08.976Z UTC
@p:ubcv:r:24241de9-878053b3 Michael Smith Lab 263 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-263.AI-104007,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3005886,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-263.AI-104007,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24391cdf-43bdab0a Michael Smith Lab 263 Aircuity,"","","","",@p:ubcv:r:228ca8a1-55b7da7b Michael Smith Floor 2,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39709,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.596-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-263.AI-104007,"",✓,AI3005342,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-538eb4fa Michael Smith Lab 263,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-263.AI-104007.Trend1,Los_Angeles,°C,"","","","","","","","",0830.AHU-01.ZN-263.RA-T,"",2020-04-09T19:02:08.978Z UTC
@p:ubcv:r:24241de9-e95a25b9 Michael Smith Rm 101 Aircuity JCL-NAE39/BACnet IP connection.083-Airquity.ZN-101.AI-102073,"","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"",TL3006137,✓,"",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-101.AI-102073,"","","","","",@p:ubcv:r:23074d9c-92337d2d MSL (NAE-39),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:24392a09-a44a9db9 Michael Smith Rm 101 Aircuity,"","","","",@p:ubcv:r:228ca8a1-c41ddc81 Michael Smith Floor 1,"","","","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",39705,2019-03-19T02:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T15:46:26.598-07:00 Los_Angeles,"","","","","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-101.AI-102073,"",✓,AI3005356,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:228ca8a1-d19bead5 Michael Smith Rm 101,"","","","","","",@p:ubcv:r:2093b263-c807a1f4 Michael Smith,"","","","","","","","",JCL-NAE39/BACnet IP connection.083-Airquity.ZN-101.AI-102073.Trend1,Los_Angeles,%RH,"","","","","","","","",0830.AHU-01.ZN-101.RA-H,"",2020-04-09T19:02:08.979Z UTC
