id,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chilled,cmd,co2,connRef,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,dupOld,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,orchSchedMV,outside,point,pointType,power,preFilter,pressur,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,temporary,tlName,toTag,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22fe400a-efc35bc5 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-017.DA-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007560,"",✓,JCL-NAE54/FCB-02.FEC-017.DA-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60689,2018-08-08T05:15:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.848-07:00 Los_Angeles,2018-12-07T09:45:30.246-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3005775,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE54/FCB-02.FEC-017.DA-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-211.DA-T,"",2020-04-09T19:02:16.749Z UTC
@p:ubcv:r:238b4bac-86ab0ba4 Orchard Commons Unsorted Points JCL-NAE54/Programming.HVAC.HRV-7.DAT-SP SUM,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008932,"",✓,JCL-NAE54/Programming.HVAC.HRV-7.DAT-SP SUM,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.85-07:00 Los_Angeles,2018-11-25T13:45:23.947-08:00 Los_Angeles,"","","","","",JCL-NAE54/Programming.HVAC.HRV-7.DAT-SP SUM,✓,AV3008650,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/Programming.HVAC.HRV-7.DAT-SP SUM.Trend1,"",Los_Angeles,°C,"","","","","","",DAT-SP SUM,"",2020-04-09T19:02:16.75Z UTC
@p:ubcv:r:22fe4009-cb0ef6c4 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-013.DA-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006655,"",✓,JCL-NAE54/FCB-01.VMA-013.DA-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60703,2018-08-08T05:15:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.851-07:00 Los_Angeles,2018-12-07T09:45:30.184-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3004970,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE54/FCB-01.VMA-013.DA-T.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-103.DA-T,"",2020-04-09T19:02:16.751Z UTC
@p:ubcv:r:22fe4009-e3644f74 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-006.DA-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006535,"",✓,JCL-NAE54/FCB-01.FEC-006.DA-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60710,2018-08-08T05:15:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.859-07:00 Los_Angeles,2018-12-07T09:45:30.159-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3004864,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE54/FCB-01.FEC-006.DA-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-103.DA-T,"",2020-04-09T19:02:16.756Z UTC
@p:ubcv:r:22fe3ff2-4f04e3cf Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-049.SAFLOW-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007287,"",✓,JCL-NAE54/FCB-01.VMA-049.SAFLOW-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","",✓,"",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60689,2018-08-08T05:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.86-07:00 Los_Angeles,2018-12-07T09:45:29.859-08:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AV3005523,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE54/FCB-01.VMA-049.SAFLOW-SP.Trend1,"",Los_Angeles,L/s,"","","","","","",VAV-403.SAFLOW-SP,"",2020-04-09T19:02:16.757Z UTC
@p:ubcv:r:22fe3ff2-de70ffea Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-050.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007299,"",✓,JCL-NAE54/FCB-01.VMA-050.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:30:08-07:00 Los_Angeles,"","","",953,2018-08-03T23:00:13-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.348-07:00 Los_Angeles,2018-12-07T09:45:29.854-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005532,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-01.VMA-050.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-404.EFFCLG-SP,✓,2020-04-09T19:02:16.758Z UTC
@p:ubcv:r:238b4baa-cd516f6c Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-017.SF-S,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006725,"",✓,JCL-NAE54/FCB-01.FEC-017.SF-S,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"",✓,"","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:30:12-07:00 Los_Angeles,"","","",937,2018-11-20T20:00:11-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.351-07:00 Los_Angeles,2018-12-07T09:45:31.538-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3005031,"","","","","","",✓,"","","","","","","","",✓,"",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE54/FCB-01.FEC-017.SF-S.Trend1,"",Los_Angeles,"","","","","","","",FC-201.SF-S,"",2020-04-08T18:50:23.899Z UTC
@p:ubcv:r:2481a02d-6eb1d843 Orchard Commons Rm HRV6-4016 Wifi Count,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","",✓,"",557.FLR4.HRV6-4016,"","","",@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,"","",✓,"","","","",2,"","","","",$siteRef $navName,"","","","","","","","","","","","","","","","",@p:ubcv:r:2481a02c-bb59d4a0 Orchard Commons Wifi,"","",✓,"","","",2020-05-12T15:50:13-07:00 Los_Angeles,"","",cov,83235,2019-05-29T12:55:12-07:00 Los_Angeles,"","","","","",Number,"","","","","","","",Rm HRV6-4016 Wifi Count,"","",✓,"","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","","","",Los_Angeles,"","","","","",✓,685,"","",2020-02-27T23:27:04.804Z UTC
@p:ubcv:r:25c6d5f1-22d774ba Orchard Commons AHU-03 JCL-NAE54/FCB-01.FEC-041.OCC-S,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007131,"","",JCL-NAE54/FCB-01.FEC-041.OCC-S,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,Unoccupied","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-06T22:18:40-07:00 Los_Angeles,"","","",829,2020-01-30T18:56:14-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.355-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-01.FEC-041.OCC-S,✓,BV3005382,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.FEC-041.OCC-S.Trend1,"",Los_Angeles,"","","","","","","",FC-401.OCC-S,"",2020-04-08T18:49:40.958Z UTC
@p:ubcv:r:25c6d5f1-ab08440c Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-017.HTG-C,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007561,"","",JCL-NAE54/FCB-02.FEC-017.HTG-C,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:42:37-07:00 Los_Angeles,"","","",1048,2020-01-30T23:47:01-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.356-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-02.FEC-017.HTG-C,✓,BO3005776,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.FEC-017.HTG-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:50:38Z UTC
@p:ubcv:r:238b4bab-bba87e51 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VMA-046.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008106,"",✓,JCL-NAE54/FCB-02.VMA-046.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:26.862-07:00 Los_Angeles,2018-12-07T09:45:31.324-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3006228,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-02.VMA-046.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",VAV-406.HTG-O,"",2020-04-14T16:50:00.328Z UTC
@p:ubcv:r:238b4b67-6380bebd Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-056.Running,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3004007,"",✓,JCL-NAE55/FCB-01.VND-056.Running,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T12:48:13-07:00 Los_Angeles,"","","",35580,2018-11-23T14:45:44-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:47:42.364-07:00 Los_Angeles,2018-11-25T13:45:23.869-08:00 Los_Angeles,"","","","","",JCL-NAE55/FCB-01.VND-056.Running,✓,BV3003275,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-056.Running.Trend1,"",Los_Angeles,"","","","","","","",P-34 Integration.Running,"",2020-04-08T18:50:32.82Z UTC
@p:ubcv:r:232161b1-43e3ed90 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-049.HRV5-SAF,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008629,"",✓,JCL-NAE54/FCB-02.FEC-049.HRV5-SAF,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",58170,2018-09-03T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.866-07:00 Los_Angeles,2018-09-13T09:49:19.82-07:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.FEC-049.HRV5-SAF,✓,AV3006491,"","","","",✓,"",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.FEC-049.HRV5-SAF.Trend1,"",Los_Angeles,L/s,"","","","","","",HRV-5.SA-F,"",2020-04-09T19:02:16.762Z UTC
@p:ubcv:r:263d6e8f-b9258b13 Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-4.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015587,"","",JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-4.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-b9258b13 ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-4.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:44.856-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-4.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.Kitchen meter 2.Accumulator-4.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.313Z UTC
@p:ubcv:r:22fe3ff1-06db2ea6 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-040.EFFHTG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007122,"",✓,JCL-NAE54/FCB-01.VMA-040.EFFHTG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T11:30:08-07:00 Los_Angeles,"","","",949,2018-08-03T23:00:13-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.358-07:00 Los_Angeles,2018-12-07T09:45:29.823-08:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3005375,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE54/FCB-01.VMA-040.EFFHTG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-304.EFFHTG-SP,✓,2020-04-09T19:02:16.764Z UTC
@p:ubcv:r:22fe3ff2-37901113 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-056.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008211,"",✓,JCL-NAE54/FCB-02.FEC-056.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-11T14:04:55-07:00 Los_Angeles,"","","",5190,2018-08-04T08:39:23-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.359-07:00 Los_Angeles,2018-12-07T09:45:29.879-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3006314,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-056.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-234.EFFCLG-SP,✓,2020-04-09T19:02:16.765Z UTC
@p:ubcv:r:238b4baa-0a816c12 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-006.SF-S,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006540,"",✓,JCL-NAE54/FCB-01.FEC-006.SF-S,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"",✓,"","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:30:07-07:00 Los_Angeles,"","","",920,2018-11-19T06:00:03-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.361-07:00 Los_Angeles,2018-12-07T09:45:31.702-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3004869,"","","","","","",✓,"","","","","","","","",✓,"",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE54/FCB-01.FEC-006.SF-S.Trend1,"",Los_Angeles,"","","","","","","",FC-103.SF-S,"",2020-04-08T18:50:28.859Z UTC
@p:ubcv:r:25c6d5f1-57310b64 Orchard Commons AHU-03 JCL-NAE54/FCB-01.FEC-018.CLG-C,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006744,"","",JCL-NAE54/FCB-01.FEC-018.CLG-C,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-12T11:30:07-07:00 Los_Angeles,"","","",457,2020-01-29T10:04:18-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:25.265-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-01.FEC-018.CLG-C,✓,BO3005051,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.FEC-018.CLG-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:50:23.717Z UTC
@p:ubcv:r:22fe3fc3-3d05591d Orchard Commons Unsorted Points JCL-NAE53/FCB-02.FEC-007.EFFHTG-SP,✓,"","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004482,"",✓,JCL-NAE53/FCB-02.FEC-007.EFFHTG-SP,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-04-14T13:50:08-07:00 Los_Angeles,"","","",40,2018-08-24T13:28:12-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:07.872-07:00 Los_Angeles,2018-12-07T09:45:30.03-08:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3003519,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE53/FCB-02.FEC-007.EFFHTG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-1402.EFFHTG-SP,✓,2020-05-01T11:12:54.037Z UTC
@p:ubcv:r:22fdf5b5-ee6cd263 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-010.ZN-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006609,"",✓,JCL-NAE54/FCB-01.FEC-010.ZN-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60718,2018-08-07T23:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.881-07:00 Los_Angeles,2018-12-07T09:45:29.363-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3004926,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE54/FCB-01.FEC-010.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-107.ZN-T,✓,2020-04-09T19:02:16.771Z UTC
