id,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chilled,cmd,co2,connRef,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,dupOld,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,orchSchedMV,outside,point,pointType,power,preFilter,pressur,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,temporary,tlName,toTag,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22fdf5b5-2afdec09 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-006.ZN-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006532,"",✓,JCL-NAE54/FCB-01.FEC-006.ZN-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60725,2018-08-07T23:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.883-07:00 Los_Angeles,2018-12-07T09:45:29.364-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3004861,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE54/FCB-01.FEC-006.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-103.ZN-T,✓,2020-04-09T19:02:16.772Z UTC
@p:ubcv:r:22fe3ff2-0e9be46c Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-007.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007387,"",✓,JCL-NAE54/FCB-02.FEC-007.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:41:05-07:00 Los_Angeles,"","","",18856,2018-08-08T16:47:23-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.366-07:00 Los_Angeles,2018-12-07T09:45:29.727-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005610,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-007.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-215.EFFCLG-SP,✓,2020-04-09T19:02:16.773Z UTC
@p:ubcv:r:238b4bf0-b09523e5 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-024.DHS-T6-7,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004149,"",✓,JCL-NAE53/FCB-01.FEC-024.DHS-T6-7,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50515,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.72-07:00 Los_Angeles,2018-11-25T13:45:23.825-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.FEC-024.DHS-T6-7,✓,AI3003234,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-024.DHS-T6-7.Trend1,"",Los_Angeles,°C,"","","","","","",HX-6-8.DHS-T6-7,"",2020-05-01T11:12:53.642Z UTC
@p:ubcv:r:238b4bac-d97abba7 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VND-054.AI-3,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008431,"",✓,JCL-NAE54/FCB-01.VND-054.AI-3,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.885-07:00 Los_Angeles,2018-11-25T13:45:23.416-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-01.VND-054.AI-3,✓,AI3006392,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.VND-054.AI-3.Trend1,"",Los_Angeles,%,"","","","","","",HRV-7.OUT_HUM_OH1,"",2020-04-09T19:02:16.774Z UTC
@p:ubcv:r:22fe3f26-5ff36dc2 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-025.DHWT7-T,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004185,"",✓,JCL-NAE53/FCB-01.FEC-025.DHWT7-T,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60688,2018-08-08T05:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.721-07:00 Los_Angeles,2018-08-12T08:44:57.194-07:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.FEC-025.DHWT7-T,✓,AI3003258,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-025.DHWT7-T.Trend1,"",Los_Angeles,°C,"","","","","","",HX-9-11.DHWT7-T,"",2020-05-01T11:12:53.656Z UTC
@p:ubcv:r:238b4bf0-14f22127 Orchard Commons Unsorted Points JCL-NAE53/FCB-02.VND-033.Energy Total,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004586,"",✓,JCL-NAE53/FCB-02.VND-033.Energy Total,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",541,2018-11-19T00:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.115-07:00 Los_Angeles,2018-11-25T13:45:23.569-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-02.VND-033.Energy Total,✓,AV3003595,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-02.VND-033.Energy Total.Trend1,"",Los_Angeles,kWh,"","","","","","","Energy Meter 12 HRV-3,4 HW.Energy Total","",2020-05-01T11:12:54.079Z UTC
@p:ubcv:r:238b4bf0-bab8865a Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VND-036.Energy Total,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004279,"",✓,JCL-NAE53/FCB-01.VND-036.Energy Total,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",541,2018-11-19T00:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.116-07:00 Los_Angeles,2018-11-25T13:45:23.657-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VND-036.Energy Total,✓,AV3003341,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VND-036.Energy Total.Trend1,"",Los_Angeles,kWh,"","","","","","",Energy Meter 3 HP1-HW.Energy Total,"",2020-05-01T11:12:53.958Z UTC
@p:ubcv:r:263d6e8f-cb32475f Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Powerhawk 2N3.Accumulator-7.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015600,"","",JCL-NAE53/BACnet IP1.Powerhawk 2N3.Accumulator-7.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-cb32475f ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Powerhawk 2N3.Accumulator-7.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:44.87-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.Powerhawk 2N3.Accumulator-7.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.Powerhawk 2N3.Accumulator-7.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.324Z UTC
@p:ubcv:r:263d6e8f-873226c1 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-009.CLG-C.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3003975,"","",JCL-NAE53/FCB-01.FEC-009.CLG-C.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T13:56:45-07:00 Los_Angeles,"","","",461,2020-04-27T19:32:20-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:51:08.205-07:00 Los_Angeles,"","","","","","",JCL-NAE53/FCB-01.FEC-009.CLG-C.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-009.CLG-C.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.335Z UTC
@p:ubcv:r:238b4b68-781d950d Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-033.AO-13,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3005151,"",✓,JCL-NAE55/FCB-01.VND-033.AO-13,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-07T13:00:08-07:00 Los_Angeles,"","","",5121,2018-11-21T06:20:03-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:41.643-07:00 Los_Angeles,2018-11-25T13:45:23.858-08:00 Los_Angeles,"","","","","",JCL-NAE55/FCB-01.VND-033.AO-13,✓,AO3003405,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-033.AO-13.Trend2,"",Los_Angeles,%,"","","","","","",AHU-4.HOT_WC_SIGNAL_HCS,"",2020-04-09T19:02:17.206Z UTC
@p:ubcv:r:25f78fa2-5c395ef6 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-046.BO-1,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003982,"","",JCL-NAE55/FCB-01.VND-046.BO-1,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Inactive,Active","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T12:57:47-07:00 Los_Angeles,"","","",70,2020-03-08T07:21:25-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:47:41.435-07:00 Los_Angeles,"","","","","","",JCL-NAE55/FCB-01.VND-046.BO-1,✓,BO3003250,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-046.BO-1.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:52:38.562Z UTC
@p:ubcv:r:25c6d5f1-f70620fa Orchard Commons AHU-03 EF JCL-NAE54/FCB-01.FEC-051.EF6-C,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007312,"","",JCL-NAE54/FCB-01.FEC-051.EF6-C,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:25d7526b-b6f3352e Orchard Commons AHU-03 EF,✓,✓,"","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-12T11:30:08-07:00 Los_Angeles,"","","",175,2020-01-27T05:00:02-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:26.37-07:00 Los_Angeles,"","","","","","",Exhaust Fan Run Cmd,"",BO3005541,"","","","","","",✓,"","","","","","","","",✓,"","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE54/FCB-01.FEC-051.EF6-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:49:05.529Z UTC
@p:ubcv:r:238b4bab-84cd26e3 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-025.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007735,"",✓,JCL-NAE54/FCB-02.FEC-025.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",76166,2018-11-22T15:50:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:26.897-07:00 Los_Angeles,2018-12-07T09:45:32.042-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV3005923,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-02.FEC-025.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-312.HTG-DMD,"",2020-04-14T16:50:01.393Z UTC
@p:ubcv:r:263d6e8f-44ef9c4c Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.4th floor vanage W elec closet.Accumulator-0.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015613,"","",JCL-NAE53/BACnet IP1.4th floor vanage W elec closet.Accumulator-0.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-44ef9c4c ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.4th floor vanage W elec closet.Accumulator-0.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:44.878-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.4th floor vanage W elec closet.Accumulator-0.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.4th floor vanage W elec closet.Accumulator-0.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.25Z UTC
@p:ubcv:r:238b4bab-5895430b Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-023.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007684,"",✓,JCL-NAE54/FCB-02.FEC-023.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:26.898-07:00 Los_Angeles,2018-12-07T09:45:32.137-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV3005885,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-02.FEC-023.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-310.HTG-DMD,"",2020-04-09T19:02:16.784Z UTC
@p:ubcv:r:238b4bac-0729fb95 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VND-050.AO-13,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008458,"",✓,JCL-NAE54/FCB-02.VND-050.AO-13,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.901-07:00 Los_Angeles,2018-11-25T13:45:23.414-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.VND-050.AO-13,✓,AO3006419,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.VND-050.AO-13.Trend1,"",Los_Angeles,%,"","","","","","",AHU-1.HOT_WC_SIGNAL_HCS,"",2020-04-09T19:02:16.786Z UTC
@p:ubcv:r:238b4bac-b1eb809d Orchard Commons Unsorted Points JCL-NAE54/FCB-02.VND-050.AI-4,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008452,"",✓,JCL-NAE54/FCB-02.VND-050.AI-4,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:26.902-07:00 Los_Angeles,2018-11-25T13:45:23.414-08:00 Los_Angeles,"","","","","",JCL-NAE54/FCB-02.VND-050.AI-4,✓,AI3006413,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-02.VND-050.AI-4.Trend1,"",Los_Angeles,°C,"","","","","","",AHU-1.OUT_TMP_OT1,"",2020-04-09T19:02:16.787Z UTC
@p:ubcv:r:238b4bf0-50ac3b19 Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FEC-023.DHR-T5,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004120,"",✓,JCL-NAE53/FCB-01.FEC-023.DHR-T5,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50515,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:51:08.724-07:00 Los_Angeles,2018-11-25T13:45:23.699-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.FEC-023.DHR-T5,✓,AI3003213,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FEC-023.DHR-T5.Trend1,"",Los_Angeles,°C,"","","","","","",HX-3-5.DHR-T5,"",2020-05-01T11:12:53.629Z UTC
@p:ubcv:r:238b4bf0-9740828e Orchard Commons Unsorted Points JCL-NAE53/FCB-01.VDN-027.Tripped,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004207,"",✓,JCL-NAE53/FCB-01.VDN-027.Tripped,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:52:12-07:00 Los_Angeles,"","","",25,2018-11-19T01:46:23-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:51:08.014-07:00 Los_Angeles,2018-11-25T13:45:23.755-08:00 Los_Angeles,"","","","","",JCL-NAE53/FCB-01.VDN-027.Tripped,✓,BV3003276,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.VDN-027.Tripped.Trend1,"",Los_Angeles,"","","","","","","",P-2 Integration.Tripped,"",2020-05-01T11:12:54.202Z UTC
@p:ubcv:r:263d6e8f-5310314c Orchard Commons Unsorted Points JCL-NAE53/FCB-01.FD-76.Linghting-C.Trend2,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3018206,"","",JCL-NAE53/FCB-01.FD-76.Linghting-C.Trend2,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T05:53:49-07:00 Los_Angeles,"","","",35,2020-04-25T06:21:12-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:51:08.147-07:00 Los_Angeles,"","","","","","",JCL-NAE53/FCB-01.FD-76.Linghting-C.Trend2,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/FCB-01.FD-76.Linghting-C.Trend2,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.326Z UTC
@p:ubcv:r:263d6e8f-068aaf8b Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Controller1.Accumulator-3.Trend1,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3015580,"","",JCL-NAE53/BACnet IP1.Controller1.Accumulator-3.Trend1,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6e8f-068aaf8b ""Orchard Commons Unsorted Points JCL-NAE53/BACnet IP1.Controller1.Accumulator-3.Trend1""]","","","","",fault,"","","",✓,"",2020-05-12T15:01:44.885-07:00 Los_Angeles,"","","","","","",JCL-NAE53/BACnet IP1.Controller1.Accumulator-3.Trend1,"","","","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE53/BACnet IP1.Controller1.Accumulator-3.Trend1,✓,Los_Angeles,"","","","","","","","","",2020-05-01T11:12:54.267Z UTC
