id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bridgeName,chilled,chiller,cmd,co2,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zone,mod
@p:ubcv:r:25a26b40-49677bcf Wesbrook Building Heating Plant 864_RAD_HE_06_VLV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL93,"",864_RAD_HE_06_VLV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.46-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO2602,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24009998-4a630210 .+_HEX?(_\d+[A-Z]?)?((_\d+)+)?_VLV(_TL)?,"",864_RAD_HE_06_VLV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.744Z UTC
@p:ubcv:r:25a265c3-97ad6f2d Wesbrook Building Unsorted Points WB_AHU_02_NSB_BV,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL40,"",WB_AHU_02_NSB_BV,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:38:57-07:00 Los_Angeles,"","","",68,2019-04-12T04:51:25-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.555-07:00 Los_Angeles,"","","",WB_AHU_02_NSB_BV,✓,BV230,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_NSB_BV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:08:44.17Z UTC
@p:ubcv:r:25a26824-e73ef1a9 Wesbrook Building Unsorted Points WB_CAGEWASH_LAB_OCC_LIGHT,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL9,"",WB_CAGEWASH_LAB_OCC_LIGHT,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-01-08T08:03:13-08:00 Los_Angeles,"","","",1,2020-01-08T08:03:13-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.606-07:00 Los_Angeles,"","","",WB_CAGEWASH_LAB_OCC_LIGHT,✓,BO2304,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CAGEWASH_LAB_OCC_LIGHT_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.945Z UTC
@p:ubcv:r:25a26ac7-d12dcd4e Wesbrook Building Heating Plant 864_DHX1_DHW_3W_VLV_FB,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL30,"",864_DHX1_DHW_3W_VLV_FB,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.483-07:00 Los_Angeles,"","","",864_DHX1_DHW_3W_VLV_FB,✓,AI1201,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_DHX1_DHW_3W_VLV_FB_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.746Z UTC
@p:ubcv:r:25a26b40-23337a68 Wesbrook Building Heating Plant 864_AHU_03_MAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL64,"",864_AHU_03_MAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.491-07:00 Los_Angeles,"","",✓,Mixed Air Temp,"",AI2203,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-702bc10d .+_MAT(_TL)?,✓,864_AHU_03_MAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.747Z UTC
@p:ubcv:r:25a26ac7-f766ebd4 Wesbrook Building Heating Plant 864_AHU_03_MAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL25,"",864_AHU_03_MAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-12T05:18:58-07:00 Los_Angeles,"","","",8213,2019-12-29T13:38:47-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.498-07:00 Los_Angeles,"","",✓,Mixed Air Temp,"",AI2203,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-702bc10d .+_MAT(_TL)?,✓,AHU_03_MAT,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.748Z UTC
@p:ubcv:r:25a26824-730e1e0f Wesbrook Building Unsorted Points WB_AC_01_3W_CCV,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL76,"",WB_AC_01_3W_CCV,"",✓,"",✓,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),✓,"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:48.344-07:00 Los_Angeles,"","","",Cooling Valve Cmd,"",AO1403,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",WB_AC_01_3W_CCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-05-07T11:09:51.966Z UTC
@p:ubcv:r:25a26b40-4ec9a85a Wesbrook Building Heating Plant 864_AHU_04_RHC_11_SAT_SP,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL220,"",864_AHU_04_RHC_11_SAT_SP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.526-07:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AV468,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,864_AHU_04_RHC_11_SAT_SP_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.75Z UTC
@p:ubcv:r:25a26824-633e1ee8 Wesbrook Building Unsorted Points WB_AC_02_SF_VANES,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL78,"",WB_AC_02_SF_VANES,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:48.478-07:00 Los_Angeles,"","","",WB_AC_02_SF_VANES,✓,AO1501,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_02_SF_VANES_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:51.974Z UTC
@p:ubcv:r:25a26b40-5ad3fdaf Wesbrook Building Heating Plant 864_DHX1_RECIRC_PUMP_S_BI1101,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL95,"",864_DHX1_RECIRC_PUMP_S_BI1101,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T06:00:00-07:00 Los_Angeles,"","","",542,2019-05-01T20:00:04-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.534-07:00 Los_Angeles,"","","",864_DHX1_RECIRC_PUMP_S_BI1101,✓,BI1101,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_DHX1_RECIRC_PUMP_S_BI1101_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:54:45.863Z UTC
@p:ubcv:r:25a26824-a39c8c03 Wesbrook Building Unsorted Points WB_AC_01_SAT_SP,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL88,"",WB_AC_01_SAT_SP,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:48.56-07:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AV13,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,WB_AC_01_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:09:51.982Z UTC
@p:ubcv:r:25a26b40-859e8c0f Wesbrook Building Heating Plant 864_AHU_05_MAD,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL89,"",864_AHU_05_MAD,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.543-07:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO2501,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:245cb36b-079a5e5e .+_MAD(_AV)?(_TL)?,"",864_AHU_05_MAD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.751Z UTC
@p:ubcv:r:25a26824-ea10c0da Wesbrook Building Unsorted Points WB_CAGEWASH_LAB_WEST_ACT_POS,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL10,"",WB_CAGEWASH_LAB_WEST_ACT_POS,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-01-08T08:04:00-08:00 Los_Angeles,"","","",1,2020-01-08T08:04:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.735-07:00 Los_Angeles,"","","",WB_CAGEWASH_LAB_WEST_ACT_POS,✓,BI2401,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CAGEWASH_LAB_WEST_ACT_POS_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.99Z UTC
@p:ubcv:r:25a26824-9b470bbb Wesbrook Building Unsorted Points WB_AC_01_SF_S_BV,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL36,"",WB_AC_01_SF_S_BV,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"",✓,"",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:48.831-07:00 Los_Angeles,"","","",Discharge Fan Run Status,"",BV14,"","","","","",✓,"","","","","","","",✓,✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"",WB_AC_01_SF_S_BV_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.999Z UTC
@p:ubcv:r:25a26b40-a7397131 Wesbrook Building Heating Plant 864_GHX1_GLS_P02_VFD_C,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL112,"",864_GHX1_GLS_P02_VFD_C,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.552-07:00 Los_Angeles,"","","",864_GHX1_GLS_P02_VFD_C,✓,BO1103,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_GHX1_GLS_P02_VFD_C_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:13.366Z UTC
@p:ubcv:r:25a26ac7-822c7b7d Wesbrook Building Heating Plant 864_GHX1_GLS_HWST,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL38,"",864_GHX1_GLS_HWST,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.563-07:00 Los_Angeles,"",✓,"",Leaving Hot Water Temp,"",AI1403,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-90aebcb3 .+_HWST(_AV)?(_\d+)?(_TL)?,✓,864_GHX1_GLS_HWST_POLL_TL,Los_Angeles,°C,"","","",✓,"","","",2020-04-09T19:02:09.753Z UTC
@p:ubcv:r:25a26ac7-6526901d Wesbrook Building Heating Plant 864_AHU_03_CORR150_PRES,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL66,"",864_AHU_03_CORR150_PRES,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.581-07:00 Los_Angeles,"","","",864_AHU_03_CORR150_PRES,✓,AI2302,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_03_CORR150_PRES_POLL_TL,Los_Angeles,Pa,"","","","","","","",2020-04-09T19:02:09.755Z UTC
@p:ubcv:r:25a26824-5aab8f90 Wesbrook Building Unsorted Points WB_CHIL_CH1_RESET,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL85,"",WB_CHIL_CH1_RESET,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.161-07:00 Los_Angeles,"","","",WB_CHIL_CH1_RESET,✓,AO2103,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CHIL_CH1_RESET_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:52.035Z UTC
@p:ubcv:r:25a26823-55d51e0f Wesbrook Building Unsorted Points WB_AC_01_RM315_RT,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL64,"",WB_AC_01_RM315_RT,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.27-07:00 Los_Angeles,"","","",Zone Temp,"",AI1803,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,WB_AC_01_RM315_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-05-07T11:09:52.044Z UTC
@p:ubcv:r:25a26b40-e62561a3 Wesbrook Building Heating Plant 864_AHU_04_RHC_03_SAT_SP,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL209,"",864_AHU_04_RHC_03_SAT_SP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.588-07:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AV501,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,864_AHU_04_RHC_03_SAT_SP_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.756Z UTC
@p:ubcv:r:25a26b40-8eaea5bf Wesbrook Building Heating Plant FORECAST_SATURDAY_HIGH_OAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL164,"",FORECAST_SATURDAY_HIGH_OAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T06:00:00-07:00 Los_Angeles,"","","",541,2019-12-29T18:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.595-07:00 Los_Angeles,"","","",Outside Air Temp,"",AV438,"","","","",✓,✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,✓,FORECAST_SATURDAY_HIGH_OAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.757Z UTC
@p:ubcv:r:25a26b40-d7e0fb7a Wesbrook Building Heating Plant AHU_05_VFD_ALARM,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL109,"",AHU_05_VFD_ALARM,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.605-07:00 Los_Angeles,"","","",AHU_05_VFD_ALARM,✓,BI2704,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",AHU_05_VFD_AL_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:12.164Z UTC
@p:ubcv:r:25a26b40-47a08c03 Wesbrook Building Heating Plant 864_RAD_HE_04_P19_SOUTH_PC,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL123,"",864_RAD_HE_04_P19_SOUTH_PC,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.631-07:00 Los_Angeles,"","","",864_RAD_HE_04_P19_SOUTH_PC,✓,BO2203,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_RAD_HE_04_P19_SOUTH_PC_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:16.953Z UTC
