id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bridgeName,chilled,chiller,cmd,co2,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zone,mod
@p:ubcv:r:25a26824-68d6fd06 Wesbrook Building Unsorted Points WB_RAD_P2_VAR,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL8,"",WB_RAD_P2_VAR,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.068-07:00 Los_Angeles,"","","",WB_RAD_P2_VAR,✓,AV93,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_RAD_P2_VAR_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:09:52.022Z UTC
@p:ubcv:r:2646a8b2-c6cdf4b2 Wesbrook Building Unsorted Points WB_AHU_02_SF_S_BV_BT_TL,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL10,"",WB_AHU_02_SF_S_BV_BT_TL,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:2646a8b2-c6cdf4b2 ""Wesbrook Building Unsorted Points WB_AHU_02_SF_S_BV_BT_TL""]","","","","",fault,"","","",2020-05-13T07:50:32.43-07:00 Los_Angeles,"","","",WB_AHU_02_SF_S_BV_BT_TL,✓,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_SF_S_BV_BT_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:08:44.18Z UTC
@p:ubcv:r:25a26ac7-e5b83f10 Wesbrook Building Heating Plant 864_AHU_04_RM201_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL200,"",864_AHU_04_RM201_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.613-07:00 Los_Angeles,"","","",Zone Temp,"",AI3403,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM201_RT_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.758Z UTC
@p:ubcv:r:25a26823-c7084b7b Wesbrook Building Unsorted Points WB_AC_01_RM325_RT,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL66,"",WB_AC_01_RM325_RT,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.452-07:00 Los_Angeles,"","","",Zone Temp,"",AI1805,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,WB_AC_01_RM325_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-05-07T11:09:52.056Z UTC
@p:ubcv:r:25a26ac7-9b9bbad9 Wesbrook Building Heating Plant 864_AHU_01_VFD_FB,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL62,"",864_AHU_01_VFD_FB,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.622-07:00 Los_Angeles,"","","",864_AHU_01_VFD_FB,✓,AI2201,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_01_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.759Z UTC
@p:ubcv:r:25a26824-f611232f Wesbrook Building Unsorted Points WB_CAGEWASH_LAB_EAST_ACT_POS,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL11,"",WB_CAGEWASH_LAB_EAST_ACT_POS,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-01-08T08:04:00-08:00 Los_Angeles,"","","",1,2020-01-08T08:04:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:42.799-07:00 Los_Angeles,"","","",WB_CAGEWASH_LAB_EAST_ACT_POS,✓,BI2402,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CAGEWASH_LAB_EAST_ACT_POS_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:52.074Z UTC
@p:ubcv:r:25a26824-e723d134 Wesbrook Building Unsorted Points WB_AC_02_RA_CO2_SP,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL101,"",WB_AC_02_RA_CO2_SP,"","","","",✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.53-07:00 Los_Angeles,"","","",Return Air Co2 Sp,"",AV69,"","","","","",✓,"","","","","","",✓,"","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-6408ce7b .+_RA_CO2_SP(_AV)?(_TL)?,"",WB_AC_02_RA_CO2_SP_POLL_TL,Los_Angeles,ppm,"","","","","","","",2020-05-07T11:09:52.066Z UTC
@p:ubcv:r:25a26ac7-afd9c06e Wesbrook Building Heating Plant 864_AHU_04_RM238_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL202,"",864_AHU_04_RM238_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.645-07:00 Los_Angeles,"","","",Zone Temp,"",AI3501,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM238_RT_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.761Z UTC
@p:ubcv:r:25a265c3-e5bfbcdb Wesbrook Building Unsorted Points WB_AHU_02_RAT,✓,@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL14,"",WB_AHU_02_RAT,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:42.737-07:00 Los_Angeles,"","","",Return Air Temp,"",AI1104,"","","","","",✓,"","","","","","",✓,"",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-3b2d274c .+_RAT(_TL)?,✓,WB_AHU_02_RAT_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:08:44.187Z UTC
@p:ubcv:r:25a26b40-d68592b3 Wesbrook Building Heating Plant FORECAST_LOCK_OUT_HEATING_MSTR,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL158,"",FORECAST_LOCK_OUT_HEATING_MSTR,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",166,2019-04-21T17:59:48-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.658-07:00 Los_Angeles,"","","",FORECAST_LOCK_OUT_HEATING_MSTR,✓,BV235,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",FORECAST_LOCK_OUT_HEATING_MSTR_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:30.875Z UTC
@p:ubcv:r:25a26b40-70b8ce92 Wesbrook Building Heating Plant WB_GHX1_ENABLE,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL226,"",WB_GHX1_ENABLE,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.666-07:00 Los_Angeles,"","","",WB_GHX1_ENABLE,✓,BV19,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_GHX1_ENABLE_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:48:57.36Z UTC
@p:ubcv:r:25a26b40-901f3e96 Wesbrook Building Heating Plant WB_AHU_05_SF_S_BV,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL154,"",WB_AHU_05_SF_S_BV,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"",✓,"",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.672-07:00 Los_Angeles,"","","",Discharge Fan Run Status,"",BV225,"","","","","",✓,"","","","","","","",✓,✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"",WB_AHU_05_SF_S_BV_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:30.477Z UTC
@p:ubcv:r:25a26b40-69d8bd9f Wesbrook Building Heating Plant 864_AHU_03_EXH_DMP,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL86,"",864_AHU_03_EXH_DMP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.681-07:00 Los_Angeles,"","","",864_AHU_03_EXH_DMP,✓,AO2402,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_03_EXH_DMP_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.763Z UTC
@p:ubcv:r:25a26824-643e0539 Wesbrook Building Unsorted Points WB_REHEAT_RTN_T,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL61,"",WB_REHEAT_RTN_T,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:49.64-07:00 Los_Angeles,"","","",WB_REHEAT_RTN_T,✓,AI1703,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_REHEAT_RTN_T_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:09:52.094Z UTC
@p:ubcv:r:25a26b40-93323767 Wesbrook Building Heating Plant P02 864_GHX1_GLS_P02_VFD_SPD,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL79,"",864_GHX1_GLS_P02_VFD_SPD,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P02,@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.687-07:00 Los_Angeles,"","","",Speed Cmd,"",AO1304,"","","","","",✓,"","","","",✓,"","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","",✓,"","","",@p:ubcv:r:23e65d0f-375a5dca .+_P(HX)?\d+[A-Z]?(_VFD)?_SPD(_AV)?(_TL)?,"",864_GHX1_GLS_P02_VFD_SPD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-13T11:00:59.335Z UTC
@p:ubcv:r:25a26ac7-0173ca19 Wesbrook Building Heating Plant 864_AHU_04_RA_CO2,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL70,"",864_AHU_04_RA_CO2,"","","","",✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.697-07:00 Los_Angeles,"","","",Zone Co2,"",AI2502,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_RA_CO2_POLL_TL,Los_Angeles,ppm,"","","","","","",✓,2020-04-09T19:02:09.765Z UTC
@p:ubcv:r:25a265c3-136ee40f Wesbrook Building Unsorted Points WB_AHU_02_RA_CO2,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL27,"",WB_AHU_02_RA_CO2,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:42.813-07:00 Los_Angeles,"","","",WB_AHU_02_RA_CO2,✓,AI1204,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_RA_CO2_POLL_TL,Los_Angeles,ppm,"","","","","","","",2020-05-07T11:08:44.193Z UTC
@p:ubcv:r:25a26b40-48bbcc45 Wesbrook Building Heating Plant 864_AHU_04_RM201_CLG_DISABLE_SP,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL222,"",864_AHU_04_RM201_CLG_DISABLE_SP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.712-07:00 Los_Angeles,"","","",864_AHU_04_RM201_CLG_DISABLE_SP,✓,AV473,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_RM201_CLG_DISABLE_SP_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.766Z UTC
@p:ubcv:r:25a26b40-7af0f333 Wesbrook Building HX-1 864_HX1_HWS_P01_VFD_AL,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL97,"",864_HX1_HWS_P01_VFD_AL,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:2634b966-c64cc42e Wesbrook Building HX-1,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:51.73-07:00 Los_Angeles,"","","",864_HX1_HWS_P01_VFD_AL,✓,BI1503,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_HX1_HWS_P01_VFD_AL_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-23T20:50:35.608Z UTC
@p:ubcv:r:25a26824-4803d3d4 Wesbrook Building Unsorted Points WB_AC_01_FZ,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL15,"",WB_AC_01_FZ,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:39:43-07:00 Los_Angeles,"","","",5,2020-01-08T08:04:01-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:43.044-07:00 Los_Angeles,"","","",WB_AC_01_FZ,✓,BI1104,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_01_FZ_COV_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:52.102Z UTC
@p:ubcv:r:25a26824-ed702e77 Wesbrook Building Unsorted Points WB_CHIL_CH1_ENAB,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL46,"",WB_CHIL_CH1_ENAB,"","",✓,✓,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-04-09T15:44:43-07:00 Los_Angeles,"","","",12,2019-09-25T12:27:44-07:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:43.151-07:00 Los_Angeles,"","","",Enable Cmd,"",BV29,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24c4ea1f-77b9dd29 (.+_)?CHI?L?R?(\d+)?(_SYS)?_ENAB(_TL)?,"",WB_CHIL_CH1_ENAB_COV_TL,Los_Angeles,"","","","",✓,"","","",2020-05-07T11:09:52.111Z UTC
@p:ubcv:r:25a26b40-90877274 Wesbrook Building Heating Plant 864_AHU_05_GLS_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL90,"",864_AHU_05_GLS_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:51.774-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO2502,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_05_GLS_HCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.772Z UTC
@p:ubcv:r:25a26b40-22162a10 Wesbrook Building Heating Plant FORECAST_FRIDAY_HIGH_OAT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL163,"",FORECAST_FRIDAY_HIGH_OAT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T06:00:00-07:00 Los_Angeles,"","","",541,2019-12-29T18:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:51.779-07:00 Los_Angeles,"","","",Outside Air Temp,"",AV437,"","","","",✓,✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,✓,FORECAST_FRIDAY_HIGH_OAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.773Z UTC
