id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,coolingTower,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,groupRef,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,preheat,pressure,pump,quantityID,return,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:24662664-dae49030 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.AV-E5-FDBK,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003259,✓,JCL-NAE34/FCB-01.FAC-012.AV-E5-FDBK,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.675-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E5-FDBK,✓,AI3003258,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E5-FDBK.Trend1,Los_Angeles,V,"","","","",1840.LEF-4-101.AV Monitoring.AV-E5-FDBK,"",2020-04-09T19:02:07.9Z UTC
@p:ubcv:r:24662664-19049fa6 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-008.EFa-FDBK,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003000,✓,JCL-NAE34/FCB-01.FAC-008.EFa-FDBK,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.679-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-008.EFa-FDBK,✓,AI3002999,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-008.EFa-FDBK.Trend1,Los_Angeles,%,"","","","",1840.LEF-4-101.EFa-FDBK,"",2020-04-09T19:02:07.901Z UTC
@p:ubcv:r:25a650df-8678dbf8 Coal & Mineral Unsorted Points P6 JCL-NAE36/FCB-01.FAC-008.P6-A,"",✓,@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001620,"",JCL-NAE36/FCB-01.FAC-008.P6-A,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Normal,Alarm",P6,@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:03.668-07:00 Los_Angeles,"","","","","",Alarm,"",BI3000214,"","","","","","",✓,"","","","","",✓,"","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:25869175-c32c663b .+(\.|-| |_)(CH?|MH)?P(\d+)?(-\d+)?[A-Z]?-A(LM)?,"",JCL-NAE36/FCB-01.FAC-008.P6-A.Trend1,Los_Angeles,"","","","","",7320.SHW.P06-A,"",2020-05-12T11:03:27.69Z UTC
@p:ubcv:r:24662664-99ffdf21 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.HRP1-S,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002771,✓,JCL-NAE34/FCB-01.FAC-007.HRP1-S,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-11T21:37:40-07:00 Los_Angeles,"","",758,2019-05-06T11:48:46-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:27:07.524-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-007.HRP1-S,✓,BI3002769,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-007.HRP1-S.Trend1,Los_Angeles,"","","","","",1840.HRV-03.HRP1-S,"",2020-04-08T18:55:42.158Z UTC
@p:ubcv:r:25a650df-ff135cc9 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-026.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001735,"",JCL-NAE36/FCB-01.VND-026.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11694,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.678-07:00 Los_Angeles,"","","","","",Power,"",AV3000469,"","","","","","",✓,"",✓,"","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:2465eb72-f2244747 .+(\.|-| )POWER,"",JCL-NAE36/FCB-01.VND-026.POWER.Trend1,Los_Angeles,kW,"","","","",7320.PHWS\P01-VSD.POWER,"",2020-04-09T19:02:08.218Z UTC
@p:ubcv:r:25a650df-86d99dbf Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VMA-033.DA-T,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007127,"",JCL-NAE36/FCB-01.VMA-033.DA-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-02-21T12:50:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [249] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6334,2020-01-05T12:20:00-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-11T00:30:04.15-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3005262,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE36/FCB-01.VMA-033.DA-T.Trend1,Los_Angeles,°C,"","","","",7320.RM-2210 - VAV-2210.DA-T,"",2020-04-14T16:50:02.838Z UTC
@p:ubcv:r:25a650df-76f751e8 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-020.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001707,"",JCL-NAE36/FCB-01.VND-020.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11945,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.686-07:00 Los_Angeles,"","","","","","Exhaust Fan Speed ","",AV3000395,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"",JCL-NAE36/FCB-01.VND-020.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","",7320.PCW\CWP03b-VSD.OUTPUT SPEED,"",2020-04-09T19:02:08.22Z UTC
@p:ubcv:r:24662664-58d22cf1 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.VMA-009.ZNT-SP,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003039,✓,JCL-NAE34/FCB-01.VMA-009.ZNT-SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.68-07:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV3003038,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,JCL-NAE34/FCB-01.VMA-009.ZNT-SP.Trend1,Los_Angeles,°C,"","","","",1840.HRV-03.VAV-1-001.ZNT-SP,✓,2020-04-09T19:02:07.902Z UTC
@p:ubcv:r:25a650de-06ef6c43 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.DES-HXR-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007540,"",JCL-NAE36/FCB-01.FAC-007.DES-HXR-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.495-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.DES-HXR-T,✓,AI3007539,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.DES-HXR-T.Trend1,Los_Angeles,kPa,"","","","",7320.District Energy.DES-HXR-P,"",2020-04-09T19:02:08.222Z UTC
@p:ubcv:r:263b76d2-26cb1738 Coal & Mineral Elec Main Meter Energy,"","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"","",✓,ok,3896672.25kWh,"","","",$equipRef $navName,"","","",✓,"",✓,"","","",@p:ubcv:r:2603e68a-1fe34f5f Coal & Mineral Elec Main Meter,"","","","","",@p:ubcv:r:2603e708-bbdded94 Coal & Mineral Utilities,"","","",✓,"",15min,"",2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,265943,2010-12-31T16:00:00-08:00 Los_Angeles,ok,✓,"","","",Number,"","","","","","",Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Coal_Mineral_184.Elec_Energy,✓,"","",✓,"","","","","","",10393,"","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,61,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kWh,✓,"","","","","",2020-05-04T19:39:55.439Z UTC
@p:ubcv:r:25a650de-20703e3c Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.DHX01b-FB,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007568,"",JCL-NAE36/FCB-01.FAC-007.DHX01b-FB,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.191-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.DHX01b-FB,✓,AI3007567,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.DHX01b-FB.Trend1,Los_Angeles,_,"","","","",7320.DHW.DHX01b-FB,"",2020-04-09T19:15:13.974Z UTC
@p:ubcv:r:25a650e0-c8eb08de Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-011.DRIVE ALARM,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001654,"",JCL-NAE36/FCB-01.VND-011.DRIVE ALARM,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","OK,ALARM","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-10T12:30:38-07:00 Los_Angeles,"","",352,2020-01-03T13:59:39-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:59.725-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.VND-011.DRIVE ALARM,✓,BV3000256,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.VND-011.DRIVE ALARM.Trend1,Los_Angeles,"","","","","",7320.AHU-1\RF01-VFD.DRIVE ALARM,"",2020-04-08T18:55:34.9Z UTC
@p:ubcv:r:25547e48-29441e46 Coal & Mineral Unsorted Points JCL-NAE33/FCB.Local Application.FIRE-A,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000029,✓,JCL-NAE33/FCB.Local Application.FIRE-A,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-07T13:04:01-07:00 Los_Angeles,"","",12,2020-01-08T08:04:54-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.505-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.Local Application.FIRE-A,✓,BI3000027,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.Local Application.FIRE-A.Trend1,Los_Angeles,"","","","","","","",2020-04-08T18:52:36.248Z UTC
@p:ubcv:r:25a650e0-ec947b38 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-019.DRIVE ALARM,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001702,"",JCL-NAE36/FCB-01.VND-019.DRIVE ALARM,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","OK,ALARM","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-04-30T17:09:47-07:00 Los_Angeles,"","",777,2020-01-05T16:41:38-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:59.739-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.VND-019.DRIVE ALARM,✓,BV3000384,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.VND-019.DRIVE ALARM.Trend1,Los_Angeles,"","","","","",7320.PCW\CWP03a-VSD.DRIVE ALARM,"",2020-04-08T18:55:39.742Z UTC
@p:ubcv:r:25a650de-d60cb70c Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.OA_T,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007647,"",JCL-NAE36/FCB-01.FAC-007.OA_T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.202-07:00 Los_Angeles,"","","","","",Outside Air Temp,"",AI3007646,"","","","",✓,"",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE36/FCB-01.FAC-007.OA_T.Trend1,Los_Angeles,°C,"","","","",7320.District Energy.OA_T,"",2020-04-09T19:02:08.229Z UTC
@p:ubcv:r:24662664-55649f8b Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.EFF DA-P,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002749,✓,JCL-NAE34/FCB-01.FAC-007.EFF DA-P,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2019-07-03T13:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [221] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2730,2019-05-07T17:00:00-07:00 Los_Angeles,fault,"","","",✓,Number,2020-05-12T12:37:47.603-07:00 Los_Angeles,"","","","","",Discharge Air Pressure,"",AV3002748,"","","","","","",✓,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-6b746a04 .+(\.|-| )(S|D)A\d?-P,"","",Los_Angeles,Pa,"","","","","","",2020-04-14T16:49:59.876Z UTC
@p:ubcv:r:25a650de-e05c91cc Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.HX01R-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007621,"",JCL-NAE36/FCB-01.FAC-007.HX01R-T,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.209-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.HX01R-T,✓,AI3007620,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.HX01R-T.Trend1,Los_Angeles,°C,"","","","",7320.PHWS.HX01R-T,"",2020-04-09T19:02:08.231Z UTC
@p:ubcv:r:25547e48-9115811c Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC005.PHWP1-S,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000126,✓,JCL-NAE33/FCB.33A-FEC005.PHWP1-S,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T13:01:11-07:00 Los_Angeles,"","",62,2020-01-08T08:04:53-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.512-07:00 Los_Angeles,"","","","","",JCL-NAE33/FCB.33A-FEC005.PHWP1-S,✓,BI3000124,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE33/FCB.33A-FEC005.PHWP1-S.Trend1,Los_Angeles,"","","","","","","",2020-04-08T18:55:41.288Z UTC
@p:ubcv:r:25a650df-1a162a42 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VMA-033.DA-VP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007129,"",JCL-NAE36/FCB-01.VMA-033.DA-VP,"",✓,@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-02-21T12:50:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [253] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6334,2020-01-05T12:20:00-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-11T00:30:04.169-07:00 Los_Angeles,"","","","","",Discharge Air Pressure Cmd,"",AI3005264,"","","","","","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"",JCL-NAE36/FCB-01.VMA-033.DA-VP.Trend1,Los_Angeles,Pa,"","","","",7320.RM-2210 - VAV-2210.DA-VP,"",2020-04-17T21:58:38.718Z UTC
@p:ubcv:r:25a650de-1420e8ef Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-009.P3B-DP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001473,"",JCL-NAE36/FCB-01.FAC-009.P3B-DP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17811,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.777-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-009.P3B-DP,✓,AI3000112,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-009.P3B-DP.Trend1,Los_Angeles,kPa,"","","","",7320.PCW.P03B-DP,"",2020-04-09T19:02:08.234Z UTC
@p:ubcv:r:24662664-353e458c Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.HRWS-T,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002760,✓,JCL-NAE34/FCB-01.FAC-007.HRWS-T,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.686-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-007.HRWS-T,✓,AI3002759,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-007.HRWS-T.Trend1,Los_Angeles,°C,"","","","",1840.HRV-03.HRWS-T,"",2020-04-09T19:02:07.906Z UTC
@p:ubcv:r:24662664-e07e8c7d Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.AV-E2-F,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003243,✓,JCL-NAE34/FCB-01.FAC-012.AV-E2-F,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.688-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E2-F,✓,AV3003241,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E2-F.Trend1,Los_Angeles,L/s,"","","","",1840.LEF-4-101.AV Monitoring.AV-E2-F,"",2020-04-09T19:02:07.907Z UTC
