id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chemC_CPP,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,district,domestic,dump,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,reliability,return,roomRef,run,runtime,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22bc3c33-2ae7df54 Chem Centre Rm D123 Zone JCL-NAE21/N2-A.21AVA102.D121-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002365,"",✓,JCL-NAE21/N2-A.21AVA102.D121-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-0fbef96c Chem Centre Rm D123 Zone,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.27-07:00 Los_Angeles,2018-08-09T16:08:04.699-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3002364,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df161-7eed7b7d Chem Centre Rm D123,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2489baf9-582e5b31 .+(\.|-| )D\d+\w?-VLV,"",JCL-NAE21/N2-A.21AVA102.D121-VLV.Trend,Los_Angeles,%,"",✓,"",✓,"","",Basement Floor Zone Controls.D121-VLV,"",2020-04-14T16:50:00.861Z UTC
@p:ubcv:r:22bc3c33-2db916cc Chem Centre Rm D216 Zone JCL-NAE21/N2-A.21AVA130.D216-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002654,"",✓,JCL-NAE21/N2-A.21AVA130.D216-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df184-1b986878 Chem Centre Rm D216 Zone,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.271-07:00 Los_Angeles,2018-12-07T09:45:38.14-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3002653,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-9fdbf406 Chem Centre Rm D216,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-6c9c8ef7 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-SP,✓,JCL-NAE21/N2-A.21AVA130.D216-SP.Trend,Los_Angeles,°C,"","","","","","",Main Floor Zone Controls.D216-SP,✓,2020-04-09T19:02:03.128Z UTC
@p:ubcv:r:22bc3c33-0d4b9a42 Chem Centre Rm D320 Zone JCL-NAE21/N2-A.21AVA157.D322-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002998,"",✓,JCL-NAE21/N2-A.21AVA157.D322-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-f5afb381 Chem Centre Rm D320 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.273-07:00 Los_Angeles,2018-12-07T09:45:38.189-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002996,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-ef0b1df9 Chem Centre Rm D320,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA157.D322-T.Trend,Los_Angeles,°C,"","","","","","",Second Floor Zone Controls.D322-T,✓,2020-04-09T19:02:03.129Z UTC
@p:ubcv:r:25ba30ba-8486040d Chem Centre Rm D226 Zone JCL-NAE21/N2-A.21AVM134.HTG-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005754,"","",JCL-NAE21/N2-A.21AVM134.HTG-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-ce023728 Chem Centre Rm D226 Zone,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","",✓,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.876-07:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"",AO3001033,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AVM134.HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",Safety Officer / First Aid.HTG-VLV,"",2020-04-09T19:02:03.13Z UTC
@p:ubcv:r:227a56cb-378d4884 Chem Centre AHU-1A JCL-NAE21/N2-A.21ADX010.PFILT-DP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002077,"",✓,JCL-NAE21/N2-A.21ADX010.PFILT-DP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df161-81e6989a Chem Centre AHU-1A,"","",✓,"",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","",200Pa,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",35634,2018-04-25T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.275-07:00 Los_Angeles,2018-08-09T16:08:04.708-07:00 Los_Angeles,"","",0Pa,"","","",Discharge Air Pre Filter DP,"",AI3002076,"","","","","","",✓,"","","",✓,✓,"","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-9f622691 .+(\.|-| )PFILT-(DP|S),"",JCL-NAE21/N2-A.21ADX010.PFILT-DP.Trend,Los_Angeles,Pa,"","","","","","",AHU-D1A.PFILT-DP,"",2020-04-09T19:02:03.131Z UTC
@p:ubcv:r:22bc3c33-805a2bee Chem Centre Rm D335 Zone JCL-NAE21/N2-A.21AVA147.D335-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002860,"",✓,JCL-NAE21/N2-A.21AVA147.D335-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-ac84f3fb Chem Centre Rm D335 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.276-07:00 Los_Angeles,2018-12-07T09:45:38.481-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002858,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-455bcf75 Chem Centre Rm D335,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA147.D335-T.Trend,Los_Angeles,°C,"","","","","","",Second Floor Zone Controls.D335-T,✓,2020-04-09T19:02:03.132Z UTC
@p:ubcv:r:22bc3c33-8ece11f0 Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX028.EV-D48-A,"",✓,✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000368,"",✓,JCL-NAE21/N2-B.21BDX028.EV-D48-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Alarm,Normal","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,✓,"","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",11,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.668-07:00 Los_Angeles,2018-12-07T09:45:29.581-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000366,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"",JCL-NAE21/N2-B.21BDX028.EV-D48-A.Trend,Los_Angeles,"","","","","","","",LAB-D428.EV-D48-A,"",2020-04-08T18:55:32.66Z UTC
@p:ubcv:r:22bc3c33-4df75176 Chem Centre Rm D334 Zone JCL-NAE21/N2-A.21AVA163.D334-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003095,"",✓,JCL-NAE21/N2-A.21AVA163.D334-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-9250d152 Chem Centre Rm D334 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.278-07:00 Los_Angeles,2018-12-07T09:45:38.422-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3003093,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-b6665ff8 Chem Centre Rm D334,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA163.D334-T.Trend,Los_Angeles,°C,"","","","","","",Second Floor Zone Controls.D334-T,✓,2020-04-09T19:02:03.133Z UTC
@p:ubcv:r:21c42de4-7c39da92 Chem Centre Heating Plant JCL-NAE21/N2-A.21ADX001.RADR-T,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001584,"",✓,JCL-NAE21/N2-A.21ADX001.RADR-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",✓,"","",@p:ubcv:r:230df161-60c74ff2 Chem Centre Heating Plant,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",41958,2017-12-08T11:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.28-07:00 Los_Angeles,2018-08-09T16:08:04.714-07:00 Los_Angeles,"","","","","","",Entering Hot Water Temp,"",AI3001583,"","","","","","",✓,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-0632da5a .+(\.|-| )RAD(HW)?R-T,✓,JCL-NAE21/N2-A.21ADX001.RADR-T.Trend,Los_Angeles,°C,"","","",✓,"","",Radiation Hot Water.RADR-T,"",2020-04-09T19:02:03.134Z UTC
@p:ubcv:r:22bc3c33-a58b0f26 Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX022.EV-D41-A,"",✓,✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000320,"",✓,JCL-NAE21/N2-B.21BDX022.EV-D41-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Alarm,Normal","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,✓,"","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",1197,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.669-07:00 Los_Angeles,2018-12-07T09:45:29.583-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000318,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"",JCL-NAE21/N2-B.21BDX022.EV-D41-A.Trend,Los_Angeles,"","","","","","","",LAB-D422.EV-D41-A,"",2020-04-08T18:55:34.962Z UTC
@p:ubcv:r:25ba30ba-bbb1fc8a Chem Centre Rm D219 VAV-125 JCL-NAE21/N2-A.21AVM125.SAF-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005735,"","",JCL-NAE21/N2-A.21AVM125.SAF-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df185-23eff45b Chem Centre Rm D219 VAV-125,"","","",✓,@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.878-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"",AO3000884,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"",JCL-NAE21/N2-A.21AVM125.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","","",Meeting Room.SAF-SP,"",2020-04-09T19:02:03.135Z UTC
@p:ubcv:r:25ba30bb-babff9a0 Chem Centre Rm D132 VAV-111 JCL-NAE21/N2-A.21AVM111.OCC-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005682,"","",JCL-NAE21/N2-A.21AVM111.OCC-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Standby,Occupied","",@p:ubcv:r:230df184-4aae4624 Chem Centre Rm D132 VAV-111,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T15:57:46-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:27:07.671-07:00 Los_Angeles,"","","","","","","",JCL-NAE21/N2-A.21AVM111.OCC-S,✓,MSO3000536,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVM111.OCC-S.Trend1,Los_Angeles,"","","","","","","",Undergraduate Lounge.OCC-S,"",2020-04-08T18:50:14.327Z UTC
@p:ubcv:r:22bc3c33-084ab8dd Chem Centre Rm D334 Zone JCL-NAE21/N2-A.21AVA163.D334-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003103,"",✓,JCL-NAE21/N2-A.21AVA163.D334-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-9250d152 Chem Centre Rm D334 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.281-07:00 Los_Angeles,2018-08-09T16:08:04.716-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3003102,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-b6665ff8 Chem Centre Rm D334,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2489baf9-582e5b31 .+(\.|-| )D\d+\w?-VLV,"",JCL-NAE21/N2-A.21AVA163.D334-VLV.Trend,Los_Angeles,%,"",✓,"",✓,"","",Second Floor Zone Controls.D334-VLV,"",2020-04-09T19:02:03.136Z UTC
@p:ubcv:r:227a56cb-9da7dec3 Chem Centre Cooling Plant JCL-NAE21/N2-A.21ADX001.L_OUT-T,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001623,"",✓,JCL-NAE21/N2-A.21ADX001.L_OUT-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:227a514b-40e224ea Chem Centre Cooling Plant,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",35629,2018-04-25T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.283-07:00 Los_Angeles,2018-08-08T17:09:40.15-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21ADX001.L_OUT-T,✓,AI3001622,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21ADX001.L_OUT-T.Trend,Los_Angeles,°C,"","","","","","",Chilled Water.L_OUT-T,"",2020-04-09T19:02:03.137Z UTC
@p:ubcv:r:238b3d7b-7888b344 Chem Centre Unsorted Points JCL-NAE22/FCB.Local Application.Chem_D_DHWS-SP,"","","","",@p:ubcv:r:217b9cc5-d78bcc87 CHEM (NAE-22),"",TL3000060,"",✓,JCL-NAE22/FCB.Local Application.Chem_D_DHWS-SP,"","","","","","","",@p:ubcv:r:217b9cc5-d78bcc87 CHEM (NAE-22),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-04-21T07:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [205] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",48772,2018-11-23T02:45:00-08:00 Los_Angeles,fault,"",✓,✓,"",Number,2020-05-11T17:48:52.115-07:00 Los_Angeles,2018-12-07T09:45:25.949-08:00 Los_Angeles,✓,"","","","","",Leaving Hot Water Temp Sp,"",AV3000059,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-286c18a0 .+(\.|-|_)DHWS-SP,✓,JCL-NAE22/FCB.Local Application.Chem_D_DHWS-SP.Trend1,Los_Angeles,°C,"","","",✓,"","","","",2020-04-30T11:08:30.018Z UTC
@p:ubcv:r:22bc3c33-b6b4f9ae Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX019.EV-D4-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000235,"",✓,JCL-NAE21/N2-B.21BDX019.EV-D4-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,"","",✓,@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",66693,2018-06-16T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.88-07:00 Los_Angeles,2018-08-09T16:08:04.721-07:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000234,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"",JCL-NAE21/N2-B.21BDX019.EV-D4-F.Trend,Los_Angeles,L/s,"","","","","","",LAB-D419.EV-D4-F,"",2020-04-09T19:02:03.138Z UTC
@p:ubcv:r:2590e4f3-9bd8d09b Chem Centre Lab Exhaust System EF-2 JCL-NAE21/N2-A.FEC-019.EF2-O,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005596,"","",JCL-NAE21/N2-A.FEC-019.EF2-O,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:258d3e74-3b621c91 Chem Centre Lab Exhaust System EF-2,✓,✓,"","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T03:01:41-07:00 Los_Angeles,"","","",1152,2019-12-16T12:53:48-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.885-07:00 Los_Angeles,"","","","","","","",Exhaust Fan Speed Cmd,"",AO3005163,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","",✓,"","","",@p:ubcv:r:23e65d3d-b21f41f2 .+(\.|-| )EF\d?\w?-O,"","",Los_Angeles,%,"","","","","","",LVL3-EXH.EF2-O,"",2020-04-14T16:50:01.385Z UTC
@p:ubcv:r:238b3d7b-66f6c5ab Chem Centre Unsorted Points JCL-NAE22/FCB.Local Application.Chem_D_DWP12-S,"","","","",@p:ubcv:r:217b9cc5-d78bcc87 CHEM (NAE-22),"",TL3000058,"",✓,JCL-NAE22/FCB.Local Application.Chem_D_DWP12-S,"","","","","","","",@p:ubcv:r:217b9cc5-d78bcc87 CHEM (NAE-22),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-04-21T07:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [198] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",47934,2018-11-23T12:15:00-08:00 Los_Angeles,fault,"","",✓,"",Bool,2020-05-11T17:48:52.154-07:00 Los_Angeles,2018-11-25T13:45:23.295-08:00 Los_Angeles,"","","","","","",Pump Run Status,"",BI3000056,"","","","","","",✓,"","","","","","",✓,"","","","",✓,"","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-17ad608e .+(\.|-|_)(CW|HE|DW)P\d+-S,"",JCL-NAE22/FCB.Local Application.Chem_D_DWP12-S.Trend1,Los_Angeles,"","","","","","","","","",2020-04-30T11:08:30.022Z UTC
@p:ubcv:r:23ac528e-cd12bec3 Chem Centre Rm D300 Wifi Count,"","","","","","","","","","",132.FLR3.AHU2-D300,"","","","","","",@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,"","","",✓,"","","","",0,"","","","",$siteRef $navName,"","","","","","","","","","","","","","","","","","","","","",✓,"","","",2020-05-12T14:25:00-07:00 Los_Angeles,"","",cov,113966,2018-12-18T17:00:01-08:00 Los_Angeles,"","","","","",Number,"","","","","","","","",Rm D300 Wifi Count,"","",✓,"","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","","",Los_Angeles,"","","","","",✓,203,"","",2020-02-26T18:09:23.745Z UTC
@p:ubcv:r:22bc3c33-1a71c248 Chem Centre Rm D118 Zone JCL-NAE21/N2-A.21AVA122.D120-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002568,"",✓,JCL-NAE21/N2-A.21AVA122.D120-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-ee750d97 Chem Centre Rm D118 Zone,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.284-07:00 Los_Angeles,2018-12-07T09:45:38.121-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002566,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df161-315f0dca Chem Centre Rm D118,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA122.D120-T.Trend,Los_Angeles,°C,"","","","","","",Basement Floor Zone Controls.D120-T,✓,2020-04-09T19:02:03.14Z UTC
