id,ahu,air,average,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,covTest,cur,curConvert,curStatus,curVal,custom,damper,delta,deltaTempPoint,differential,disMacro,disabled,discharge,district,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,leaving,load,lowLim,max,min,mixed,moaAHU_CMD,moaAHU_SA,moaAHU_SP,moaSteam,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,point,pointRef,pointType,power,preFilter,pressure,primaryLoop,ptTest,pump,quantityID,return,roomRef,run,runtime,secondaryLoop,sensor,setpointRef,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,water,zone,mod
@p:ubcv:r:236b7f95-780fbe05 MOA Unsorted Points RM223B_EMG_EW_AvgPress,"","","","",@p:ubcv:r:236b774e-42beca98 MOA MOA_VAV223B_RM223B (512212),"",TL25,✓,RM223B_EMG_EW_AvgPress,"","","","","","","","",@p:ubcv:r:236b774e-42beca98 MOA MOA_VAV223B_RM223B (512212),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",79333,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:41:24.817-07:00 Los_Angeles,2018-11-28T16:32:52.702-08:00 Los_Angeles,"","","","","","","","","","","",RM223B_EMG_EW_AvgPress,✓,AV47,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",RM223B_EMG_EW_AvgPress_TL,Los_Angeles,psi,"","","","","",2020-04-09T19:01:59.79Z UTC
@p:ubcv:r:2378b926-906ed61e MOA AHU-03 AHU03_HCV_1,"","","","",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"",TL31,✓,AHU03_HCV_1,"","","","","",✓,"","",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"","","","","","","","",✓,"","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-206f0665 MOA AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,✓,✓,"",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",79214,2018-11-09T11:30:00-08:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:45:53.542-07:00 Los_Angeles,2019-01-23T16:53:04.853-08:00 Los_Angeles,"","","","","","","","","","","",Heating Valve Cmd 1,"",AO11,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-31e9ecbe .+_P?HCV_1(_TL)?,"","","",AHU03_HCV_1_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:58.722Z UTC
@p:ubcv:r:264d3efb-45ef57ab MOA Rm 219 VAV-219 VAV219_CLG_CO_TL,"","","","",@p:ubcv:r:236b774d-b0c4e8cd MOA MOA_VAV219_RM219 (512203),"",TL12,"",VAV219_CLG_CO_TL,"","","","","","","","",@p:ubcv:r:236b774d-b0c4e8cd MOA MOA_VAV219_RM219 (512203),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778fc3-4fee2065 MOA Rm 219 VAV-219,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:264d3efb-45ef57ab ""MOA Rm 219 VAV-219 VAV219_CLG_CO_TL""]","","","","",fault,"","","","","",2020-05-12T15:03:22.037-07:00 Los_Angeles,"","","","","","","","","","","","",VAV219_CLG_CO_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV219_CLG_CO_TL,Los_Angeles,"","","","","","",2020-05-12T11:03:25.397Z UTC
@p:ubcv:r:22ad7bbb-2947b6ef MOA Cooling Plant HRC HRC_HW_DP_SAFETY,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL84,✓,HRC_HW_DP_SAFETY,"","","","","","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:237892eb-b9bdf3f9 MOA Cooling Plant HRC,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-04-16T03:29:54-07:00 Los_Angeles,"","",cov,23,2018-04-23T14:29:33-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:52.099-07:00 Los_Angeles,2018-11-28T16:32:30.28-08:00 Los_Angeles,"","","","","","","","","","","",HRC_HW_DP_SAFETY,✓,BV41,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",HRC_HW_DP_SAFETY_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:33.544Z UTC
@p:ubcv:r:236b7e11-c25be22f MOA Rm 218 VAV-23-04 VAV_23_04_SAH_SP,"",✓,"","",@p:ubcv:r:236b778e-bf7c8cf9 MOA MOA_VAV_23_04_LOA_Lab_RM218 (512304),"",TL14,✓,VAV_23_04_SAH_SP,"","","","","","","","",@p:ubcv:r:236b778e-bf7c8cf9 MOA MOA_VAV_23_04_LOA_Lab_RM218 (512304),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-6cded368 MOA Rm 218 VAV-23-04,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80985,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:39:01.445-07:00 Los_Angeles,2019-04-11T16:04:13.492-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Humidity Sp,"",AV34,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-64be6d6e MOA Rm 218,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-e427052d .+_SAH_SP(_TL)?,"","","",VAV_23_04_SAH_SP_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:00.046Z UTC
@p:ubcv:r:226b9e8b-02bc5e52 MOA Cooling Plant CHW_BYP_V,"","","","",@p:ubcv:r:2008111d-526fc1d1 MOA Chillers (513000),"",TL4,✓,CHW_BYP_V,"",✓,"","","",✓,"","",@p:ubcv:r:2008111d-526fc1d1 MOA Chillers (513000),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378849e-c32da7dd MOA Cooling Plant,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-05-12T09:31:15-07:00 Los_Angeles,"","",cov,152185,2018-02-19T08:24:46-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:52.578-07:00 Los_Angeles,2019-01-23T16:52:59.919-08:00 Los_Angeles,"","","","","","","","","","","",Bypass Valve Cmd,"",AO14,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-182246ff .+_BYP_V(_TL)?,"","","",CHW_BYP_V_COV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:00.264Z UTC
@p:ubcv:r:236b7d89-7a540179 MOA Cooling Plant CH-1 CHIL1_R407c_GAS_HiLimit,"","","","",@p:ubcv:r:236b6da0-b2a429cd MOA 570.0 MOA_MechRm166 (512900),"",TL20,✓,CHIL1_R407c_GAS_HiLimit,"","","","","","","","",@p:ubcv:r:236b6da0-b2a429cd MOA 570.0 MOA_MechRm166 (512900),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237884bb-c63ea2e9 MOA Cooling Plant CH-1,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","","","","","","","",ok,"","","","",Number,2020-05-12T15:45:51.955-07:00 Los_Angeles,2018-11-28T16:32:40.233-08:00 Los_Angeles,"","","","","","","","","","","",CHIL1_R407c_GAS_HiLimit,✓,AV15,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",CHIL1_R407c_GAS_HiLimit_TL,Los_Angeles,ppm,"","","","","",2020-04-09T19:02:00.251Z UTC
@p:ubcv:r:258f915b-f7a4f2c5 MOA Unsorted Points 5700_WATERMETER_HIGH,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL5,"",5700_WATERMETER_HIGH,"","","","","","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:09:53-07:00 Los_Angeles,"","","",4144,2019-12-17T12:35:15-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:53.024-07:00 Los_Angeles,"","","","","","","","","","","","",5700_WATERMETER_HIGH,✓,BI112,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",5700_WATERMETER_HIGH TL,Los_Angeles,"","","","","","",2020-04-08T18:51:34.004Z UTC
@p:ubcv:r:236b7d96-9ab6f3df MOA AHU-24A AHU24AB_HI_RT,"",✓,"",✓,@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"",TL26,✓,AHU24AB_HI_RT,"","","","","","","","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-1f37037f MOA AHU-24A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:38:38-07:00 Los_Angeles,"","","",80053,2018-10-29T06:11:41-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:44:34.382-07:00 Los_Angeles,2020-04-08T11:55:50.763-07:00 Los_Angeles,"","","","","","","","","","","",Average Zone Temp,"",AV27,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",AHU24AB_HI_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:00.179Z UTC
@p:ubcv:r:236b8100-7e3ee045 MOA Rm 140 VAV-20-04 VAV_20_04_RH_SP,"",✓,"","",@p:ubcv:r:236b7695-0f9d7fd2 MOA MOA_VAV_20_04_RM140 (512004),"",TL12,✓,VAV_20_04_RH_SP,"","","","","","","","",@p:ubcv:r:236b7695-0f9d7fd2 MOA MOA_VAV_20_04_RM140 (512004),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-7b20aede MOA Rm 140 VAV-20-04,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80952,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:38:53.214-07:00 Los_Angeles,2019-01-23T16:52:49.228-08:00 Los_Angeles,"","","","","","","","","","","",Zone Relative Humidity Sp,"",AV29,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-88a41caf MOA Rm 140,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-21ed9a49 .+_RH_SP(_TL)?,"","","",VAV_20_04_RH_SP_TL,Los_Angeles,%,"","","","",✓,2020-04-09T19:01:59.451Z UTC
@p:ubcv:r:236b8142-1c91e386 MOA AHU-03 AHU03_ENABLE,✓,"","","",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"",TL1,✓,AHU03_ENABLE,"","","","","",✓,"","",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","","Normal,Lockout","",@p:ubcv:r:23777bc2-206f0665 MOA AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2019-11-27T09:17:49-08:00 Los_Angeles,"","","",8,2019-04-11T08:17:01-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:51.553-07:00 Los_Angeles,2019-01-23T16:52:53.794-08:00 Los_Angeles,"","","","","","","","","","","",Enable Cmd,"",BV11,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-d77d97d7 (.+)?AHU(\d+|\d+\p{Upper}+)?_ENAB(LE)?(_TL)?,"","","",AHU03_ENABLE_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:51.969Z UTC
@p:ubcv:r:236b8118-52dcac0d MOA Rm 160 VAV-20-02 VAV_20_02_HCV,"","","","",@p:ubcv:r:236b7695-2f58e445 MOA MOA_VAV_20_02_RM160 (512002),"",TL8,✓,VAV_20_02_HCV,"","","","","",✓,"","",@p:ubcv:r:236b7695-2f58e445 MOA MOA_VAV_20_02_RM160 (512002),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-86ac91dc MOA Rm 160 VAV-20-02,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,✓,✓,"",✓,"","","",2020-05-12T15:33:25-07:00 Los_Angeles,"","","",81005,2018-10-27T21:21:16-07:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:41:22.94-07:00 Los_Angeles,2019-01-23T16:53:24.734-08:00 Los_Angeles,"","","","","","","","","","","",Heating Valve Cmd,"",AO3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-79a685eb MOA Rm 160,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","","",VAV_20_02_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.421Z UTC
@p:ubcv:r:236b80aa-3c88d11e MOA Rm 136A VAV-21-04 VAV_21_04_SA_RH,"","","","",@p:ubcv:r:236b7b54-d18bc410 MOA MOA_VAV_21_04_RM136A (512104),"",TL13,✓,VAV_21_04_SA_RH,"","","","","","","","",@p:ubcv:r:236b7b54-d18bc410 MOA MOA_VAV_21_04_RM136A (512104),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-312c7923 MOA Rm 136A VAV-21-04,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80958,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:19.017-07:00 Los_Angeles,2019-04-11T16:04:14.005-07:00 Los_Angeles,"","","","","","","","","","","",VAV_21_04_SA_RH,✓,AI2,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-a4170f36 MOA Rm 136A,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV_21_04_SAH_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:01:59.603Z UTC
@p:ubcv:r:236b80d2-d7826aa8 MOA Unsorted Points OAH_2100,"","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL55,✓,OAH_2100,"","","","","","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:42:27-07:00 Los_Angeles,"","","",80596,2018-10-29T06:56:11-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:17.377-07:00 Los_Angeles,2018-11-28T16:33:02.615-08:00 Los_Angeles,"","","","","","","","","","","",OAH_2100,✓,AV2,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",OAH_2100_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:01:59.511Z UTC
@p:ubcv:r:236b7ef8-ac2d88df MOA Rm 245F VAV-245F VAV245F_FLW,"",✓,"","",@p:ubcv:r:236b774e-5037ea57 MOA MOA_VAV245F_RM245F (512219),"",TL3,✓,VAV245F_FLW,"","","","","","","","",@p:ubcv:r:236b774e-5037ea57 MOA MOA_VAV245F_RM245F (512219),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-81283003 MOA Rm 245F VAV-245F,✓,"","","","",✓,@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:01-07:00 Los_Angeles,"","","",80548,2018-10-29T06:08:53-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:46:59.687-07:00 Los_Angeles,2019-04-11T16:04:13.886-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-cb04899d MOA Rm 245F,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","","",VAV245F_FLW_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:01:59.865Z UTC
@p:ubcv:r:236b80d2-e1ffa1b0 MOA AHU-21A AHU21A_P_FIL,"","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL70,✓,AHU21A_P_FIL,"","","","","","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","","",✓,"",✓,$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-a8210de3 MOA AHU-21A,✓,"","","",✓,"",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","",200Pa,✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",53603,2018-10-29T15:15:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:12.577-07:00 Los_Angeles,2019-01-23T16:53:19.045-08:00 Los_Angeles,"","",10Pa,"","","","","","","","",Discharge Air Pre Filter DP,"",AI12,"","","","","","",✓,"","","",✓,✓,"","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23f07f85-98ccda96 .+_P(RE)?(_)?FIL(_DP)?(_TL)?,"","","",AHU21A_P_FIL_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:01:59.512Z UTC
@p:ubcv:r:236b8146-fa0c9430 MOA AHU-02 AHU02_RT2_AV,"","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"",TL36,✓,AHU02_RT2_AV,"","","","","","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-6fa16081 MOA AHU-02,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",79216,2018-11-09T11:10:00-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:54.176-07:00 Los_Angeles,2018-11-28T16:32:49.481-08:00 Los_Angeles,"","","","","","","","","","","",AHU02_RT2_AV,✓,AV21,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",AHU02_RT2_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:58.69Z UTC
@p:ubcv:r:236b8132-1c673128 MOA Rm 122 Zone RM122_WEST_AHU24_RH,"",✓,"","",@p:ubcv:r:236b753d-fd289fa7 MOA MOA_FC6_511086_LOADING BAY (511086),"",TL17,✓,RM122_WEST_AHU24_RH,"","","","","","","","",@p:ubcv:r:236b753d-fd289fa7 MOA MOA_FC6_511086_LOADING BAY (511086),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23788aa7-dfdc82c4 MOA Rm 122 Zone,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80985,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:49:35.695-07:00 Los_Angeles,2019-03-08T13:19:46.522-08:00 Los_Angeles,"","","","","","","","","","","",Zone Humidity,"",AI302,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23788aa7-71f8c1e0 MOA Rm 122,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0f-46bf2a32 (.+_)?AHU\d+(\w)?_RH(_TL)?,"","","",RM122_WEST_AHU24_RH_TL,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:59.174Z UTC
@p:ubcv:r:236b7f62-64bd6d23 MOA Rm 235 VAV-235 VAV235_RT_SP,"",✓,"","",@p:ubcv:r:236b774e-24688455 MOA MOA_VAV235_RM235 (512214),"",TL2,✓,VAV235_RT_SP,"","","","","","","","",@p:ubcv:r:236b774e-24688455 MOA MOA_VAV235_RM235 (512214),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:23778c9a-938e7b7c MOA Rm 235 VAV-235,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:31:48-07:00 Los_Angeles,"","","",80543,2018-10-29T06:28:24-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:41:26.354-07:00 Los_Angeles,2019-01-23T16:53:25.478-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-fec12fa7 MOA Rm 235,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",VAV235_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.82Z UTC
@p:ubcv:r:236b80cd-9da3c347 MOA Rm 142 VAV-21-01 VAV_21_01_RT_RM142_Test_TL,"","","","",@p:ubcv:r:236b772b-5f31bc9c MOA MOA_VAV_21_01_RM142 (512101),"",TL16,✓,VAV_21_01_RT_RM142_Test_TL,"","","","","","","","",@p:ubcv:r:236b772b-5f31bc9c MOA MOA_VAV_21_01_RM142 (512101),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-fb3a4b65 MOA Rm 142 VAV-21-01,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",27093,2018-10-25T16:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:50:41.616-07:00 Los_Angeles,2018-11-28T16:32:37.68-08:00 Los_Angeles,"","","","","","","","","","","",VAV_21_01_RT_RM142_Test_TL,✓,"","","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-6dd2d00e MOA Rm 142,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:04.106Z UTC
@p:ubcv:r:236b810c-67d36bd3 MOA Rm 156 VAV-20-03 VAV_20_03_Spare_AO,"","","","",@p:ubcv:r:236b7695-dcfe0da4 MOA MOA_VAV_20_03_RM156 (512003),"",TL8,✓,VAV_20_03_Spare_AO,"","","","","","","","",@p:ubcv:r:236b7695-dcfe0da4 MOA MOA_VAV_20_03_RM156 (512003),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-d1e4f644 MOA Rm 156 VAV-20-03,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:42:32-07:00 Los_Angeles,"","","",79947,2018-10-29T23:17:30-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:08.779-07:00 Los_Angeles,2018-11-28T16:32:51.991-08:00 Los_Angeles,"","","","","","","","","","","",VAV_20_03_Spare_AO,✓,AO3,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-df995f85 MOA Rm 156,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV_20_03_Spare_AO_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.436Z UTC
