id,ahu,air,average,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,covTest,cur,curConvert,curStatus,curVal,custom,damper,delta,deltaTempPoint,differential,disMacro,disabled,discharge,district,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,leaving,load,lowLim,max,min,mixed,moaAHU_CMD,moaAHU_SA,moaAHU_SP,moaSteam,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,point,pointRef,pointType,power,preFilter,pressure,primaryLoop,ptTest,pump,quantityID,return,roomRef,run,runtime,secondaryLoop,sensor,setpointRef,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,water,zone,mod
@p:ubcv:r:263ebf30-ecc2e6ed MOA Rm 213 VAV-213 VAV213_HtgClgMode,"","","","",@p:ubcv:r:236b774d-8c014976 MOA MOA_VAV213_RM213 (512202),"",TL10,"",VAV213_HtgClgMode,"","","","","","","","",@p:ubcv:r:236b774d-8c014976 MOA MOA_VAV213_RM213 (512202),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","Heating,Cooling,Satisfied","",@p:ubcv:r:23778c9a-8b19a9af MOA Rm 213 VAV-213,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","-1 enumNumberToStr(self, false)",2020-04-30T14:50:01-07:00 Los_Angeles,"","","",1,2020-04-30T14:50:01-07:00 Los_Angeles,ok,"","","","",Str,2020-05-12T15:40:34.271-07:00 Los_Angeles,"","","","","","","","","","","","",VAV213_HtgClgMode,✓,MSV2,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV213_HtgClgMode_TL,Los_Angeles,"","","","","","",2020-05-01T11:06:25.868Z UTC
@p:ubcv:r:236b7ecd-ce5b64a3 MOA Rm 245L VAV-245L VAV245L_DMP_CLOSE,"",✓,"","",@p:ubcv:r:236b774e-4cb0dfde MOA MOA_VAV245L_RM245L (512221),"",TL91,✓,VAV245L_DMP_CLOSE,"","","","",✓,✓,"","",@p:ubcv:r:236b774e-4cb0dfde MOA MOA_VAV245L_RM245L (512221),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:23778c9a-0e4c2637 MOA Rm 245L VAV-245L,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T10:52:16-07:00 Los_Angeles,"","","",29653,2018-10-29T14:03:22-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:49:39.028-07:00 Los_Angeles,2018-11-28T16:32:52.834-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Close Cmd,"",BO5,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-44103a86 MOA Rm 245L,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-e5404cf7 .+_DMP_CLOSE(_TL)?,"","","",VAV245L_Dmp_Close_TL*,Los_Angeles,"","","","","","",2020-04-08T18:54:57.433Z UTC
@p:ubcv:r:236b8118-f17d8b8a MOA Rm 160 VAV-20-02 VAV_20_02_RH_AV,"",✓,"","",@p:ubcv:r:236b7695-2f58e445 MOA MOA_VAV_20_02_RM160 (512002),"",TL11,✓,VAV_20_02_RH_AV,"","","","","","","","",@p:ubcv:r:236b7695-2f58e445 MOA MOA_VAV_20_02_RM160 (512002),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-86ac91dc MOA Rm 160 VAV-20-02,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80966,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:41:25.141-07:00 Los_Angeles,2018-11-28T16:32:50.415-08:00 Los_Angeles,"","","","","","","","","","","",Zone Humidity,"",AV28,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-79a685eb MOA Rm 160,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:245b9613-45bd52dd .+_RH_AVG?(_TL)?,"","","",VAV_20_02_RH_TL,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:59.429Z UTC
@p:ubcv:r:236b7db3-65ecdf76 MOA Rm 149 VAV-23-11 VAV_23_11_SA_RH,"","","","",@p:ubcv:r:236b7c27-e8fd1e9b MOA MOA_VAV_23_11_Conservation Lab_ RM149 (512311),"",TL13,✓,VAV_23_11_SA_RH,"","","","","","","","",@p:ubcv:r:236b7c27-e8fd1e9b MOA MOA_VAV_23_11_Conservation Lab_ RM149 (512311),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2377955d-f2cbc72f MOA Rm 149 VAV-23-11,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80983,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:39:01.265-07:00 Los_Angeles,2019-04-11T16:04:13.46-07:00 Los_Angeles,"","","","","","","","","","","",VAV_23_11_SA_RH,✓,AI2,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2377955d-d4fc5c63 MOA Rm 149,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV_23_11_SAH_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:00.154Z UTC
@p:ubcv:r:22ad7bbb-5e515662 MOA Heating Plant B-3 B3_C_Enable,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL15,✓,B3_C_Enable,"","","","","","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:23789200-aa9134e0 MOA Heating Plant B-3,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2019-09-30T12:35:22-07:00 Los_Angeles,"","","",9,2018-04-02T08:41:39-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:51.823-07:00 Los_Angeles,2018-11-28T16:33:02.385-08:00 Los_Angeles,"","","","","","","","","","","",B3_C_Enable,✓,BO1,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",B3_C_Enable_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:33.717Z UTC
@p:ubcv:r:236bab26-dd105f7b MOA Unsorted Points OAT_24H_Avg_TL,"","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"",TL7,✓,OAT_24H_Avg_TL,"","","","","","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",27114,2018-10-25T17:00:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:54.101-07:00 Los_Angeles,2018-11-28T16:32:46.774-08:00 Los_Angeles,"","","","","","","","","","","",OAT_24H_Avg_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:03.975Z UTC
@p:ubcv:r:236b8bda-144b510a MOA Rm 250B RCU ZONE3_RT_SP,"",✓,"","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"",TL62,✓,ZONE3_RT_SP,"","","","","","","","",@p:ubcv:r:21c2dd6d-f2181485 MOA AHU-10 (510900),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:23787d95-4ab2823f MOA Rm 250B RCU,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:35:16-07:00 Los_Angeles,"","","",81000,2018-10-27T21:30:08-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:57.819-07:00 Los_Angeles,2019-01-23T16:52:52.395-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV62,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23787d95-b8473053 MOA Rm 250B,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",ZONE3_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:58.827Z UTC
@p:ubcv:r:22ad7bbb-eda38b95 MOA Cooling Plant HRC HRC_CLG_UNIT_MAX_SP,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL67,✓,HRC_CLG_UNIT_MAX_SP,"","","","","","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237892eb-b9bdf3f9 MOA Cooling Plant HRC,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-05-12T15:40:57-07:00 Los_Angeles,"","","",201455,2018-06-07T10:47:36-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:46:00.543-07:00 Los_Angeles,2018-11-28T16:32:59.484-08:00 Los_Angeles,"","","","","","","","","","","",HRC_CLG_UNIT_MAX_SP,✓,AV32,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",HRC_CLG_MAX_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:59.229Z UTC
@p:ubcv:r:236b7d96-2b11c33e MOA AHU-24A AHU24A_SAD_FB,"",✓,"","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"",TL5,✓,AHU24A_SAD_FB,"","","","","","","","",@p:ubcv:r:236b6da0-4ed4ef1e MOA 570.0 MOA_AHU24A_AHU24B (512400),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-1f37037f MOA AHU-24A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:38:21-07:00 Los_Angeles,"","","",80054,2018-10-29T06:10:53-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:44:36.459-07:00 Los_Angeles,2019-01-23T16:53:07.823-08:00 Los_Angeles,"","","","","","","","","","","","Discharge Air Damper ","",AI5,"","","","","","",✓,"","","","","","","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-4760b319 .+_SAD(\d)?_FB(_TL)?,"","","",AHU24A_SAD_FB_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:00.23Z UTC
@p:ubcv:r:236b7e2f-bfff0d52 MOA Rm 214 VAV-23-02 VAV_23_02_SA_RH,"","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"",TL13,✓,VAV_23_02_SA_RH,"","","","","","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-a847a37d MOA Rm 214 VAV-23-02,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:33:33-07:00 Los_Angeles,"","","",73363,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:42:44.325-07:00 Los_Angeles,2019-04-11T16:04:13.626-07:00 Los_Angeles,"","","","","","","","","","","",VAV_23_02_SA_RH,✓,AI2,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-c2d2a2eb MOA Rm 214,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV_23_02_SA_RH_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:00.028Z UTC
@p:ubcv:r:236b7dc2-19e43ad2 MOA Rm 135 VAV-23-10 VAV_23_10_SAT,"",✓,"","",@p:ubcv:r:236b7c27-3c6d5a6d MOA MOA_VAV_23_10_Photography Lab_RM135 (512310),"",TL7,✓,VAV_23_10_SAT,"","","","","","","","",@p:ubcv:r:236b7c27-3c6d5a6d MOA MOA_VAV_23_10_Photography Lab_RM135 (512310),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-a09bcff2 MOA Rm 135 VAV-23-10,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:42:31-07:00 Los_Angeles,"","","",80667,2018-10-27T20:48:39-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:42:48.549-07:00 Los_Angeles,2019-04-11T16:04:13.434-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Temp,"",AI1,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-76e97cb1 MOA Rm 135,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",VAV_23_10_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:00.138Z UTC
@p:ubcv:r:21c2e2ff-21d634f2 MOA Unsorted Points 570_HWST_SP_TL,"","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"",TL41,✓,570_HWST_SP_TL,"","","","","","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T14:14:56-07:00 Los_Angeles,"","","",29134,2017-12-09T08:15:00-08:00 Los_Angeles,ok,"",✓,"","",Number,2020-05-12T15:38:52.051-07:00 Los_Angeles,2019-01-23T16:53:04.203-08:00 Los_Angeles,✓,"","","","","","","","","","",Leaving Hot Water Temp Sp,"",AV38,"","","","","","",✓,"","","","","","","","","","","","","",✓,"","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-fbb477f4 .+_HWST_SP(_TL)?,"",✓,"","",Los_Angeles,°C,"","","",✓,"",2020-04-14T16:50:02.044Z UTC
@p:ubcv:r:236b8146-2e6f2dd0 MOA AHU-02 AHU02_F_FIL,"","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"",TL41,✓,AHU02_F_FIL,"","","","","","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"","","","","","","","","","",✓,"",✓,$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-6fa16081 MOA AHU-02,✓,"","","",✓,"",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","",200Pa,✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",53609,2018-10-29T15:15:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:52.939-07:00 Los_Angeles,2019-01-23T16:52:54.801-08:00 Los_Angeles,"","",10Pa,"","","","","","","","",Discharge Air Filter DP,"",AI16,"","","","","","",✓,"","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:25817df7-556f9270 .+_F(_)?FIL(_TL)?,"","","",AHU02_F_FIL_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:01:58.712Z UTC
@p:ubcv:r:236b7de9-e017a6b4 MOA Rm 129 VAV-23-07 VAV_23_07_SAH_SP,"",✓,"","",@p:ubcv:r:236b7c27-1771e8a3 MOA MOA_VAV_23_07_MOA_RM129 (512307),"",TL14,✓,VAV_23_07_SAH_SP,"","","","","","","","",@p:ubcv:r:236b7c27-1771e8a3 MOA MOA_VAV_23_07_MOA_RM129 (512307),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-a4bcfecc MOA Rm 129 VAV-23-07,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80991,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:42:46.001-07:00 Los_Angeles,2019-04-11T16:04:13.604-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Humidity Sp,"",AV34,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-ed6e34b1 MOA Rm 129,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-e427052d .+_SAH_SP(_TL)?,"","","",VAV_23_07_SAH_SP_TL,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:00.097Z UTC
@p:ubcv:r:236b8146-450e3d5b MOA AHU-02 AHU02_DSP,"",✓,"","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"",TL29,✓,AHU02_DSP,"","","","","","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23777bc2-6fa16081 MOA AHU-02,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",81347,2018-10-25T16:00:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:56.905-07:00 Los_Angeles,2019-01-23T16:52:54.773-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Static Pressure,"",AI102,"","","","","","",✓,"","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","",✓,@p:ubcv:r:2413228e-d67903e1 (.+_)?AHU_?\d+\w?(_\d+\w?)?_DSP(_AV)?(_TL)?,"","","",AHU02_DSP_TL,Los_Angeles,Pa,"","","","","",2020-04-09T19:01:58.713Z UTC
@p:ubcv:r:236b7d8e-453b53c6 MOA Unsorted Points EmgEyeWash_RM216_Active,"","","","",@p:ubcv:r:236b7cee-1f97ac7e MOA MOA_WLD_EF32_34_40 (512501),"",TL1,✓,EmgEyeWash_RM216_Active,"","","","","","","","",@p:ubcv:r:236b7cee-1f97ac7e MOA MOA_WLD_EF32_34_40 (512501),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","","","","","","","",ok,"","","","",Bool,2020-05-12T15:49:28.173-07:00 Los_Angeles,2018-11-28T16:32:44.591-08:00 Los_Angeles,"","","","","","","","","","","",EmgEyeWash_RM216_Active,✓,BV11,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",EmgEyeWash_Active_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:59.147Z UTC
@p:ubcv:r:236b80d2-ad081a19 MOA AHU-21B AHU21B_CCV,"","","","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL53,✓,AHU21B_CCV,"","",✓,"","",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),✓,✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-6e9e0523 MOA AHU-21B,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:42:30-07:00 Los_Angeles,"","","",80596,2018-10-29T06:56:15-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:16.627-07:00 Los_Angeles,2019-01-23T16:53:20.021-08:00 Los_Angeles,"","","","","","","","","","","",Cooling Valve Cmd,"",AO8,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"","","",AHU21B_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:59.551Z UTC
@p:ubcv:r:236b80d2-38ea9c8d MOA AHU-21A AHU21A_CO2_SP,"",✓,"","",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"",TL19,✓,AHU21A_CO2_SP,"","","","","","",✓,"",@p:ubcv:r:236b6da0-8ac80add MOA 570.0 MOA_AHU21A_AHU21B (512100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-a8210de3 MOA AHU-21A,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:42:00-07:00 Los_Angeles,"","","",80596,2018-10-29T06:46:13-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:16.289-07:00 Los_Angeles,2019-01-23T16:53:23.96-08:00 Los_Angeles,"","","","","","","","","","","",Zone CO2 Sp,"",AV24,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-1ce11af9 (.+_)?AHU.+_CO2_SP(_TL)?,"","","",AHU21A_CO2_SP_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:01:59.552Z UTC
@p:ubcv:r:236b8129-75e14f00 MOA Unsorted Points OAT_AV,"","","","",@p:ubcv:r:236b6da0-781aec0f MOA 570.0 MOA_AHU20A_AHU20B (512000),"",TL15,✓,OAT_AV,"","","","","","","","",@p:ubcv:r:236b6da0-781aec0f MOA 570.0 MOA_AHU20A_AHU20B (512000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:42:43-07:00 Los_Angeles,"","","",80552,2018-10-29T06:48:07-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:53.786-07:00 Los_Angeles,2018-11-28T16:32:59.138-08:00 Los_Angeles,"","","","","","","","","","","",OAT_AV,✓,AV1,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",OAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:59.394Z UTC
