id,air,autoSorted,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,base,bmsName,bridgeName,chilled,chiller,cmd,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,gas,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,hrv,kind,lastSynced,lastTagged,leaving,lowLim,mode,navName,navname,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,run,runtime,schedulable,scheduleOcc,scheduleRef,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,testName,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zone,mod
@p:ubcv:r:236c935d-7c82ae99 Alumni Centre FCU-25 FC25_CLG_MODE,"","","",@p:ubcv:r:236c9110-702f44eb ALUM FC25_RM_326 (670334),"",TL3,✓,"","",FC25_CLG_MODE,"","","",✓,"",@p:ubcv:r:236c9110-702f44eb ALUM FC25_RM_326 (670334),"",✓,"",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103b51-cfbc09b8 Alumni Centre FCU-25,✓,"","","","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-03-31T18:00:04-07:00 Los_Angeles,"","",cov,7983,2018-10-30T11:53:29-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T13:56:35.86-07:00 Los_Angeles,2018-11-28T16:32:50.185-08:00 Los_Angeles,"","",✓,Heating Mode,"","",BV2,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4e959-024a18e8 .+_CLG_MODE(_TL)?,"","","",FC25_CLG_MODE_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:51:00.945Z UTC
@p:ubcv:r:226d2e19-9c92b501 Alumni Centre Heating Plant P-6B P6B HWS_CWS_P6B_SPD_FB,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL25,✓,"","",HWS_CWS_P6B_SPD_FB,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","",P6B,@p:ubcv:r:24c3bb2c-8182a61a Alumni Centre Heating Plant P-6B,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",74851,2018-03-24T17:45:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:47.882-07:00 Los_Angeles,2019-01-23T16:52:53.789-08:00 Los_Angeles,"","","","Pump Speed ","","",AI1502,"","","","","",✓,"","","","",✓,"","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","",✓,"","","",@p:ubcv:r:2401e676-5392ad59 .+_PP?(HX)?\d+[A-Z](_VFD)?_SPD_FB(_TL)?,"","","",HWS_CWS_P6B_SPD_FB_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-09T19:02:29.417Z UTC
@p:ubcv:r:236c92e3-17d45281 Alumni Centre Unsorted Points AD1_OPEN_SP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL162,✓,"","",AD1_OPEN_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368678,2018-10-31T04:17:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.802-07:00 Los_Angeles,2018-11-28T16:33:01.498-08:00 Los_Angeles,"","","",AD1_OPEN_SP,"",✓,AV65,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AD1_OPEN_SP_POLL_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-30T12:06:20.017Z UTC
@p:ubcv:r:236c921d-1541585e Alumni Centre Unsorted Points VFD_P6A_KWH_MUX,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL123,✓,"","",VFD_P6A_KWH_MUX,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",54150,2018-10-26T10:15:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:47.894-07:00 Los_Angeles,2018-11-28T16:32:59.862-08:00 Los_Angeles,"","","",VFD_P6A_KWH_MUX,"",✓,AV92,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",VFD_P6A_KWH_MUX_TL,Los_Angeles,kWh,"","","","","","","","","","",2020-04-09T19:02:29.418Z UTC
@p:ubcv:r:236c92e3-b347a0ee Alumni Centre AHU-02 7970_AHU-02_MINOAD_SP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL149,✓,"","",7970_AHU-02_MINOAD_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368727,2018-10-31T03:23:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.814-07:00 Los_Angeles,2018-11-28T16:32:50.636-08:00 Los_Angeles,"","","",7970_AHU-02_MINOAD_SP,"",✓,AV25,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU2_OAD_CO2_SP_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-30T12:06:20.01Z UTC
@p:ubcv:r:236c92d4-178a3f4e Alumni Centre FCU-15 FC15_RT,✓,"","",@p:ubcv:r:236c8e4c-8df0a7b2 ALUM FC15_CORRIDOR_110 (670020),"",TL4,✓,"","",FC15_RT,"","","","","",@p:ubcv:r:236c8e4c-8df0a7b2 ALUM FC15_CORRIDOR_110 (670020),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-08b0fa01 Alumni Centre FCU-15,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-12T13:51:09-07:00 Los_Angeles,"","","",54145,2018-10-26T10:40:51-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:11.487-07:00 Los_Angeles,2019-01-23T16:52:49.909-08:00 Los_Angeles,"","","",Zone Temp,"","",AI101,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","",✓,2020-04-21T20:27:45.268Z UTC
@p:ubcv:r:236c921d-6f57b97d Alumni Centre AHU-01 SF AHU1_SFS,✓,"","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL78,✓,"","",AHU1_SFS,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:25d750aa-059612b7 Alumni Centre AHU-01 SF,✓,"",✓,"","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T13:58:00-07:00 Los_Angeles,"","","",399775,2018-10-30T18:28:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:50.866-07:00 Los_Angeles,2019-01-23T16:52:58.188-08:00 Los_Angeles,"","","",Discharge Fan Run Status,"","",AI1603,"","","","","",✓,"","","","","","","","",✓,✓,"","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:241ae208-4afc4e5f .+_SF(\d?)S(_BV)?(_TL)?,"","","",AHU1_SFS_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-09T19:02:29.42Z UTC
@p:ubcv:r:236c92bd-f818c464 Alumni Centre EF-09 EF9_AV_RT_HI_ENABLE,"","","",@p:ubcv:r:236c8e4c-95d7143a ALUM FC12_RM_101A (670017),"",TL12,✓,"","",EF9_AV_RT_HI_ENABLE,"","","","","",@p:ubcv:r:236c8e4c-95d7143a ALUM FC12_RM_101A (670017),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bce2-4d86d05c Alumni Centre EF-09,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T13:56:00-07:00 Los_Angeles,"","","",399358,2018-10-30T18:24:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:37.501-07:00 Los_Angeles,2018-11-28T16:32:52.169-08:00 Los_Angeles,"","","",EF9_AV_RT_HI_ENABLE,"",✓,AV22,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",EF9_AV_RT_HI_ENABLE_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.604Z UTC
@p:ubcv:r:236c92fb-2093c937 Alumni Centre FCU-17 FC17_FC,✓,"","",@p:ubcv:r:236c9092-1de45c9b ALUM FC17_RM_222 (670321),"",TL9,✓,"","",FC17_FC,"","","",✓,"",@p:ubcv:r:236c9092-1de45c9b ALUM FC17_RM_222 (670321),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","OFF,ON","",@p:ubcv:r:24103b51-7556e459 Alumni Centre FCU-17,✓,"",✓,"","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"","","",✓,"","","",2020-03-17T09:13:40-07:00 Los_Angeles,"","","",13139,2018-10-26T10:44:43-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T13:58:04.697-07:00 Los_Angeles,2018-11-28T16:32:33.988-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"","",BO1,"","","","","",✓,"","","","","","","","",✓,"","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0f-e479913d FC\d+_F?C(_TL)?,"","","",FC17_FC_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:52:23.804Z UTC
@p:ubcv:r:236c921d-7e619b7c Alumni Centre Domestic Heating Plant DHW_1_T,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL44,✓,"","",DHW_1_T,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2d-4efcbbf4 Alumni Centre Domestic Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",157589,2018-10-26T11:05:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:49.066-07:00 Los_Angeles,2018-11-28T16:32:28.406-08:00 Los_Angeles,"","","",DHW_1_T,"",✓,AI2103,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",DHW_1_T_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.421Z UTC
@p:ubcv:r:236c932a-16110bbe Alumni Centre FCU-21 FC21_RT_SP,✓,"","",@p:ubcv:r:236c9092-4427caf7 ALUM FC21_RM_303 (670330),"",TL7,✓,"","",FC21_RT_SP,"","","","","",@p:ubcv:r:236c9092-4427caf7 ALUM FC21_RM_303 (670330),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:24103b51-a9c6fcd5 Alumni Centre FCU-21,✓,"","","","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:46:25-07:00 Los_Angeles,"","","",54148,2018-10-26T10:37:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:10.81-07:00 Los_Angeles,2019-01-23T16:52:56.635-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"","",AV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"","",FC21_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-09T19:02:29.798Z UTC
@p:ubcv:r:236c9307-53337283 Alumni Centre FCU-18 FC18_FC,✓,"","",@p:ubcv:r:236c9092-657fc60b ALUM FC18_RM_224 (670322),"",TL9,✓,"","",FC18_FC,"","","",✓,"",@p:ubcv:r:236c9092-657fc60b ALUM FC18_RM_224 (670322),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","OFF,ON","",@p:ubcv:r:24103b51-d8561eb7 Alumni Centre FCU-18,✓,"",✓,"","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"","","",✓,"","","",2020-03-17T09:13:40-07:00 Los_Angeles,"","","",13143,2018-10-26T10:42:34-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:04:39.861-07:00 Los_Angeles,2018-11-28T16:32:51.249-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"","",BO1,"","","","","",✓,"","","","","","","","",✓,"","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0f-e479913d FC\d+_F?C(_TL)?,"","","",FC18_FC_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:52:23.83Z UTC
@p:ubcv:r:236c92e3-4464dfbe Alumni Centre EF-08 EF8_DMP_FB_AD7,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL55,✓,"","",EF8_DMP_FB_AD7,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24c3bce2-22201ddf Alumni Centre EF-08,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",76151,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:44.546-07:00 Los_Angeles,2018-11-28T16:32:49.454-08:00 Los_Angeles,"","","",EF8_DMP_FB_AD7,"",✓,BI2203,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",EF8_DMP_FB_AD7_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.067Z UTC
@p:ubcv:r:226d2e19-60351f5f Alumni Centre Cooling Plant P-5B P5B HWS_CWS_P5B_C,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL18,✓,"","",HWS_CWS_P5B_C,"","","",✓,"",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","OFF,ON",P5B,@p:ubcv:r:24c3bb2d-81212ba6 Alumni Centre Cooling Plant P-5B,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",216974,2018-04-15T16:15:00-07:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T13:58:49.097-07:00 Los_Angeles,2019-01-23T16:53:22.533-08:00 Los_Angeles,"","","",Pump Run Cmd,"","",BO1704,"","","","","",✓,"","","","",✓,"","","",✓,"","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"","","",HWS_CWS_P5B_C_TL,Los_Angeles,"","","","",✓,"","","","","","",2020-04-09T19:16:26.699Z UTC
@p:ubcv:r:236c931f-38eafb6e Alumni Centre FCU-20 FC20_CV,"","","",@p:ubcv:r:236c9092-18ca1d89 ALUM FC20_CORRIDOR_230 (670324),"",TL6,✓,"","",FC20_CV,"","","",✓,"",@p:ubcv:r:236c9092-18ca1d89 ALUM FC20_CORRIDOR_230 (670324),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-2697460c Alumni Centre FCU-20,✓,"","","","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"",✓,"",✓,"","","",2020-05-12T13:50:04-07:00 Los_Angeles,"","","",54143,2018-10-26T10:40:09-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:52:27.582-07:00 Los_Angeles,2018-11-28T16:32:37.451-08:00 Los_Angeles,"","","",Heating Valve Cmd,"","",AO3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-da0b9d25 .+_CV(_TL)?,"","","",FC20_CV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-09T19:02:29.792Z UTC
@p:ubcv:r:236c92e2-98626307 Alumni Centre Unsorted Points AD1_CLOSE_SP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL139,✓,"","",AD1_CLOSE_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368498,2018-10-31T03:21:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.865-07:00 Los_Angeles,2018-11-28T16:32:36.635-08:00 Los_Angeles,"","","",AD1_CLOSE_SP,"",✓,AV1041,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AD1_CLOSE_SP_POLL_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-30T12:06:20.016Z UTC
@p:ubcv:r:236c92ee-90d66449 Alumni Centre FCU-16 FC16_HTG_MODE,"","","",@p:ubcv:r:236c9092-664e06c0 ALUM FC16_CORRIDOR_200 (670320),"",TL2,✓,"","",FC16_HTG_MODE,"","","",✓,"",@p:ubcv:r:236c9092-664e06c0 ALUM FC16_CORRIDOR_200 (670320),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103b51-613176bf Alumni Centre FCU-16,✓,"","","","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"",✓,"",✓,"","","",2020-03-17T05:59:59-07:00 Los_Angeles,"","",cov,1463,2018-10-26T13:31:51-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T13:54:13.342-07:00 Los_Angeles,2018-11-28T16:32:33.656-08:00 Los_Angeles,"","",✓,Heating Mode,"","",BV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4e977-ebe714df .+_HTG_MODE(_TL)?,"","","",FC16_HTG_MODE_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:51:24.339Z UTC
@p:ubcv:r:236c92e3-de5e0876 Alumni Centre HW Submeters BTU-101 BTU101_SOFAR_TODAY,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL89,✓,"","",BTU101_SOFAR_TODAY,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25250410-cb0970df Alumni Centre HW Submeters BTU-101,✓,"","","","",@p:ubcv:r:21697fca-7bb972f1 Alumni Centre Utilities,"","","",✓,"","","",2020-05-12T14:00:36-07:00 Los_Angeles,"","","",375403,2018-10-30T18:27:34-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:46.608-07:00 Los_Angeles,2018-11-28T16:32:44.191-08:00 Los_Angeles,"","","",BTU101_SOFAR_TODAY,"",✓,AV1042,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BTU101_SOFAR_TODAY_POLL_TL,Los_Angeles,kWh,"","","","","","","","","","",2020-04-30T12:06:20.034Z UTC
@p:ubcv:r:236c9337-2adb2421 Alumni Centre FCU-22 FC22_HTG_MODE,"","","",@p:ubcv:r:236c9092-ca0ab42c ALUM FC22_RM_303 (670331),"",TL2,✓,"","",FC22_HTG_MODE,"","","",✓,"",@p:ubcv:r:236c9092-ca0ab42c ALUM FC22_RM_303 (670331),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24103b51-6cf4f4f4 Alumni Centre FCU-22,✓,"","","","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"",✓,"",✓,"","","",2020-03-31T17:30:28-07:00 Los_Angeles,"","",cov,1641,2018-10-26T11:16:38-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:02:14.086-07:00 Los_Angeles,2018-11-28T16:32:35.849-08:00 Los_Angeles,"","",✓,Heating Mode,"","",BV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4e977-ebe714df .+_HTG_MODE(_TL)?,"","","",FC22_HTG_MODE_COV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-08T18:51:27.176Z UTC
@p:ubcv:r:236c921d-6c917ada Alumni Centre Unsorted Points HWS_CWS_CWST,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL59,✓,"","",HWS_CWS_CWST,"","","","",✓,@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",162439,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:49.142-07:00 Los_Angeles,2018-11-28T16:32:32.352-08:00 Los_Angeles,✓,"","",Leaving Condenser Water Temp,"","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-99133ac9 .+_CWST(_TL)?,✓,"","",CHWST,Los_Angeles,°C,"","","",✓,"","","","","","",2020-04-09T19:02:29.423Z UTC
@p:ubcv:r:236c921d-73250e65 Alumni Centre Domestic Heating Plant DHW_PP7_DSAB_SP,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL72,✓,"","",DHW_PP7_DSAB_SP,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2d-4efcbbf4 Alumni Centre Domestic Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",157588,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:49.237-07:00 Los_Angeles,2018-11-28T16:32:51.169-08:00 Los_Angeles,"","","",DHW_PP7_DSAB_SP,"",✓,AV5,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",DHW_PP7_DSAB_SP_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.425Z UTC
@p:ubcv:r:2410946a-64d80fe8 Alumni Centre AHU-01 AHU1_HCV_ISO_BV,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL39,✓,"","",AHU1_HCV_ISO_BV,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Closed,Open","",@p:ubcv:r:24c3be0d-414d0cda Alumni Centre AHU-01,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-03-23T13:06:12-07:00 Los_Angeles,"","","",84143,2019-03-04T16:47:30-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:43.561-07:00 Los_Angeles,"","","","",AHU1_HCV_ISO_BV,"",✓,BV4,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU1_HCV_ISO_BV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.081Z UTC
