id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mode,navName,noTagMatch,objectId,point,pointType,power,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d5041c-5065c33e Totem Cesnaem Unsorted Points MV_VFD_HRV1_EF_KW_MUX,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL62,✓,MV_VFD_HRV1_EF_KW_MUX,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:37.226-07:00 Los_Angeles,"","","",MV_VFD_HRV1_EF_KW_MUX,✓,AV1068,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_VFD_HRV1_EF_KW_MUX_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.833Z UTC
@p:ubcv:r:23d50403-43911a82 Totem Cesnaem Unsorted Points HWS_HX1_LOAD_LEAVING_WATER_TEMP_SP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL97,✓,HWS_HX1_LOAD_LEAVING_WATER_TEMP_SP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45042,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.624-07:00 Los_Angeles,"","","",HWS_HX1_LOAD_LEAVING_WATER_TEMP_SP,✓,AV45,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HWS_HX1_LOAD_LEAVING_WATER_TEMP_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.747Z UTC
@p:ubcv:r:23d50403-25f4a3a8 Totem Cesnaem Unsorted Points P05 JRP_PP05_STATUS,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL41,✓,JRP_PP05_STATUS,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P05,@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:26:36-07:00 Los_Angeles,"","",63386,2019-01-18T10:24:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:27:32.974-07:00 Los_Angeles,"","","",Run Status,"",BV41,✓,"","",✓,"",✓,"",✓,@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:23ee302d-7106181c .+_P(B|P|CH)\d+\w?\w?_S(TATUS|_BV|_AV)?(_TL)?,"",JRP_PP05_STATUS_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.114Z UTC
@p:ubcv:r:23d50425-2f7d0362 Totem Cesnaem Unsorted Points MV_BACNET_VFD_HRV2_EF_KWH,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL75,✓,MV_BACNET_VFD_HRV2_EF_KWH,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.666-07:00 Los_Angeles,"","","",MV_BACNET_VFD_HRV2_EF_KWH,✓,AV1073,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_BACNET_VFD_HRV2_EF_KWH_POLL_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.873Z UTC
@p:ubcv:r:23d5040d-b5051012 Totem Cesnaem Unsorted Points FCU_F23_EDH5_DISCHARGE_AIR_TEMP_SP,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL57,✓,FCU_F23_EDH5_DISCHARGE_AIR_TEMP_SP,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:28:08.971-07:00 Los_Angeles,"","","",FCU_F23_EDH5_DISCHARGE_AIR_TEMP_SP,✓,AV28,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F23_EDH5_DISCHARGE_AIR_TEMP_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.808Z UTC
@p:ubcv:r:239068fb-fdce35ae Totem Cesnaem Unsorted Points MV_ELEC_MECH1_KWH,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL29,✓,MV_ELEC_MECH1_KWH,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:26.686-07:00 Los_Angeles,2018-11-28T16:32:50.443-08:00 Los_Angeles,"","",MV_ELEC_MECH1_KWH,✓,AV1031,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_MECH1_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.633Z UTC
@p:ubcv:r:23d50403-e8af5d5d Totem Cesnaem Unsorted Points DHW_TOO_HOT_SAFETY_BV,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL16,✓,DHW_TOO_HOT_SAFETY_BV,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2019-08-27T10:59:03-07:00 Los_Angeles,"","",28,2019-07-19T08:19:30-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.861-07:00 Los_Angeles,"","","",DHW_TOO_HOT_SAFETY_BV,✓,BV11,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_TOO_HOT_SAFETY_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:32.151Z UTC
@p:ubcv:r:23d50425-5c07b474 Totem Cesnaem Unsorted Points HRV_03_CONTROL_MODE_MV,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL28,✓,HRV_03_CONTROL_MODE_MV,✓,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","Occupied_Mode,Partial_Occupied_Mode,Custodial_Mode,Unoccupied_Mode","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,✓,✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T05:00:00-07:00 Los_Angeles,"","",970,2019-01-13T21:00:00-08:00 Los_Angeles,ok,"","",Str,2020-05-12T20:27:32.031-07:00 Los_Angeles,2019-01-23T16:52:49.84-08:00 Los_Angeles,"",✓,Heating Mode,"",MSV11,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:23e65d0e-9a375203 .+_MODE_MV(_TL)?,"",HRV_03_CONTROL_MODE_MV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:08.562Z UTC
@p:ubcv:r:23d50403-e6f9b6b9 Totem Cesnaem Unsorted Points RELIEF_LEVEL1_NORTH_RT_SP,✓,@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL83,✓,RELIEF_LEVEL1_NORTH_RT_SP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45042,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.7-07:00 Los_Angeles,2019-01-23T16:53:00.703-08:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV52,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,RELIEF_LEVEL1_NORTH_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:04.749Z UTC
@p:ubcv:r:23d50403-e8b0d5b4 Totem Cesnaem Unsorted Points MV_CALC_CU1_FC1_KW,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL189,✓,MV_CALC_CU1_FC1_KW,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.711-07:00 Los_Angeles,"","","",MV_CALC_CU1_FC1_KW,✓,AV1066,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_CU1_FC1_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.75Z UTC
@p:ubcv:r:239068fa-2e79dcdd Totem Cesnaem Unsorted Points MV_ELEC_METER03_TXBM1_KWH,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL10,✓,MV_ELEC_METER03_TXBM1_KWH,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:26.829-07:00 Los_Angeles,2018-11-28T16:32:36.07-08:00 Los_Angeles,"","",MV_ELEC_METER03_TXBM1_KWH,✓,AV1009,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_METER03_TXBM1_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.634Z UTC
@p:ubcv:r:23d50403-8c2c6d0c Totem Cesnaem Unsorted Points HRV_05_EDH2_HI_SAT_LOCKOUT_BV,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL40,✓,HRV_05_EDH2_HI_SAT_LOCKOUT_BV,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","","","","","","",ok,"","",Bool,2020-05-12T20:27:32.891-07:00 Los_Angeles,"","","",HRV_05_EDH2_HI_SAT_LOCKOUT_BV,✓,BV40,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_05_EDH2_HI_SAT_LOCKOUT_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:04.059Z UTC
@p:ubcv:r:23d50425-e1bbe087 Totem Cesnaem Unsorted Points HRV_02_CUSTODIAL_MODE_BV,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL14,✓,HRV_02_CUSTODIAL_MODE_BV,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T05:00:00-07:00 Los_Angeles,"","",970,2019-01-13T21:00:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:32.044-07:00 Los_Angeles,"","","",HRV_02_CUSTODIAL_MODE_BV,✓,BV12,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_CUSTODIAL_MODE_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:37.94Z UTC
@p:ubcv:r:23d50403-79d560a7 Totem Cesnaem Unsorted Points MV_CALC_HRV_05_KW,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL143,✓,MV_CALC_HRV_05_KW,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.721-07:00 Los_Angeles,"","","",MV_CALC_HRV_05_KW,✓,AV1050,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_CALC_HRV_05_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.752Z UTC
@p:ubcv:r:23d50403-c1b2db55 Totem Cesnaem Unsorted Points HWS_HX1_LOAD_LEAVING_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL49,✓,HWS_HX1_LOAD_LEAVING_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45041,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.733-07:00 Los_Angeles,"","","",HWS_HX1_LOAD_LEAVING_WATER_TEMP,✓,AI1502,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HWS_HX1_LOAD_LEAVING_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.753Z UTC
@p:ubcv:r:23d5041c-c9a6cf8a Totem Cesnaem Unsorted Points HRV_01_DISCHARGE_AIR_CFM,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL37,✓,HRV_01_DISCHARGE_AIR_CFM,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:37.414-07:00 Los_Angeles,"","","",HRV_01_DISCHARGE_AIR_CFM,✓,AV32,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_DISCHARGE_AIR_CFM_TL,Los_Angeles,cfm,"","","","","",2020-04-09T19:02:04.834Z UTC
@p:ubcv:r:23d50403-49fbae1d Totem Cesnaem Unsorted Points MV_CALC_P3_KW,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL147,✓,MV_CALC_P3_KW,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",44779,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.772-07:00 Los_Angeles,"","","",MV_CALC_P3_KW,✓,AV1080,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_VFD_P3_KW_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:04.754Z UTC
@p:ubcv:r:239068fc-1b8ecbc0 Totem Cesnaem Unsorted Points MV_FC3_IndoorFanStatus_000_MUX,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL71,✓,MV_FC3_IndoorFanStatus_000_MUX,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-07T10:23:49-07:00 Los_Angeles,"","",320,2018-03-08T10:22:43-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:33:22.363-07:00 Los_Angeles,2018-11-28T16:32:59.226-08:00 Los_Angeles,"","",MV_FC3_IndoorFanStatus_000_MUX,✓,BV11,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_FC3_IndoorFanStatus_000_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:41.205Z UTC
@p:ubcv:r:23d5040d-953dfb91 Totem Cesnaem Unsorted Points FCU_F22_C,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL3,✓,FCU_F22_C,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T14:35:16-07:00 Los_Angeles,"","",818,2019-01-17T23:26:51-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:28:08.129-07:00 Los_Angeles,"","","",FCU_F22_C,✓,BO1103,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F22_C_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:02.011Z UTC
@p:ubcv:r:23d50425-2878189e Totem Cesnaem Unsorted Points NORTH_ROOF_DMPR_GRV_CMD,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL10,✓,NORTH_ROOF_DMPR_GRV_CMD,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T09:49:08-07:00 Los_Angeles,"","",381,2019-04-30T17:22:04-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.981-07:00 Los_Angeles,"","","",NORTH_ROOF_DMPR_GRV_CMD,✓,BO1404,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",NORTH_ROOF_DMPR_GRV_CMD_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:20.811Z UTC
@p:ubcv:r:23d50403-12b45107 Totem Cesnaem Unsorted Points MV_BTU_SPACE_HTG_BTU2_SUPPLY_WATER_TEMP_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL169,✓,MV_BTU_SPACE_HTG_BTU2_SUPPLY_WATER_TEMP_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45042,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.784-07:00 Los_Angeles,"","","",MV_BTU_SPACE_HTG_BTU2_SUPPLY_WATER_TEMP_MUX,✓,AV2010,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_BTU_SPACE_HTG_BTU2_SUPPLY_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.755Z UTC
@p:ubcv:r:23d50425-1226deb3 Totem Cesnaem Unsorted Points HRV_02_HEATING_VALVE,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL44,✓,HRV_02_HEATING_VALVE,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46454,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.765-07:00 Los_Angeles,"","","",HRV_02_HEATING_VALVE,✓,AO1303,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_HEATING_VALVE_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.879Z UTC
@p:ubcv:r:23d50403-2b6f9617 Totem Cesnaem Unsorted Points DHW_BUILDING_SUPPLY_WATER_TEMP_SP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL15,✓,DHW_BUILDING_SUPPLY_WATER_TEMP_SP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.808-07:00 Los_Angeles,"","","",DHW_BUILDING_SUPPLY_WATER_TEMP_SP,✓,AV10,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_BUILDING_SUPPLY_WATER_TEMP_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.756Z UTC
