id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mode,navName,noTagMatch,objectId,point,pointType,power,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d50425-ed33d73f Totem Cesnaem Unsorted Points SOUTH_ROOF_DMPR_GRV_CMD,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL11,✓,SOUTH_ROOF_DMPR_GRV_CMD,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:42:02-07:00 Los_Angeles,"","",276,2019-05-11T17:50:55-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.903-07:00 Los_Angeles,"","","",SOUTH_ROOF_DMPR_GRV_CMD,✓,BO1501,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",SOUTH_ROOF_DMPR_GRV_CMD_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:57.134Z UTC
@p:ubcv:r:23d50425-7328320a Totem Cesnaem Unsorted Points MV_BACNET_VFD_HRV2_SF_KWH,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL73,✓,MV_BACNET_VFD_HRV2_SF_KWH,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46292,2019-01-15T10:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:32.561-07:00 Los_Angeles,"","","",MV_BACNET_VFD_HRV2_SF_KWH,✓,AV1071,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_BACNET_VFD_HRV2_SF_KWH_POLL_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.867Z UTC
@p:ubcv:r:23d50403-7b77407e Totem Cesnaem Unsorted Points DIST_MAX_LIMIT_FOR_POWER_AV,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL92,✓,DIST_MAX_LIMIT_FOR_POWER_AV,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45042,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.113-07:00 Los_Angeles,"","","",DIST_MAX_LIMIT_FOR_POWER_AV,✓,AV89,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DIST_MAX_LIMIT_FOR_POWER_AV_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:04.712Z UTC
@p:ubcv:r:23d5040d-fe2ca70f Totem Cesnaem Unsorted Points FCU_F24_EDH8_HI_LIMIT_BV,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL30,✓,FCU_F24_EDH8_HI_LIMIT_BV,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2018-11-04T02:11:59-08:00 Los_Angeles,"","",1,2018-11-04T02:11:59-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:28:07.789-07:00 Los_Angeles,"","","",FCU_F24_EDH8_HI_LIMIT_BV,✓,BV35,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",FCU_F24_EDH8_HI_LIMIT_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:12.76Z UTC
@p:ubcv:r:23d50402-623c990d Totem Cesnaem Unsorted Points JRP_PP05_OFF_TIMER_AV,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL103,✓,JRP_PP05_OFF_TIMER_AV,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",43921,2019-01-17T12:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.121-07:00 Los_Angeles,"","","",JRP_PP05_OFF_TIMER_AV,✓,AV83,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",JRP_PP05_OFF_TIMER_AV_TL,Los_Angeles,min,"","","","","",2020-04-09T19:02:04.713Z UTC
@p:ubcv:r:23d50403-a3d6b316 Totem Cesnaem Unsorted Points DCW_P1_OFF_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL122,✓,DCW_P1_OFF_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","","","","","","",ok,"","",Bool,2020-05-12T20:27:32.84-07:00 Los_Angeles,"","","",DCW_P1_OFF_MUX,✓,BV2008,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DCW_P1_OFF_MUX_TL,Los_Angeles,"","","","","","",2020-04-08T18:49:17.254Z UTC
@p:ubcv:r:23d50403-f11be5c3 Totem Cesnaem Unsorted Points MV_BTU_SPACE_HTG_BTU2_RETURN_WATER_TEMP_MUX,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL170,✓,MV_BTU_SPACE_HTG_BTU2_RETURN_WATER_TEMP_MUX,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45042,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.133-07:00 Los_Angeles,"","","",MV_BTU_SPACE_HTG_BTU2_RETURN_WATER_TEMP_MUX,✓,AV2011,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_BTU_SPACE_HTG_BTU2_RETURN_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.714Z UTC
@p:ubcv:r:23d5041c-56bb4fac Totem Cesnaem Unsorted Points HRV_01_DISCHARGE_AIR_CFM_SP,"",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL40,✓,HRV_01_DISCHARGE_AIR_CFM_SP,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46455,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:35.048-07:00 Los_Angeles,"","","",HRV_01_DISCHARGE_AIR_CFM_SP,✓,AV41,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_01_DISCHARGE_AIR_CFM_SP_TL,Los_Angeles,cfm,"","","","","",2020-04-09T19:02:04.824Z UTC
@p:ubcv:r:23d50425-43706164 Totem Cesnaem Unsorted Points HRV_02_EF_VFD_STATUS,"",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"",TL16,✓,HRV_02_EF_VFD_STATUS,"","",@p:ubcv:r:23d50328-3e1e256c Totem TOTEM_HRV2_HRV3_OAT_CP792400 (530400),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-04-08T13:23:30-07:00 Los_Angeles,"","",40,2019-02-06T09:34:14-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T20:27:31.825-07:00 Los_Angeles,"","","",HRV_02_EF_VFD_STATUS,✓,BV14,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",HRV_02_EF_VFD_STATUS_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:31.454Z UTC
@p:ubcv:r:23d5040d-88bff36a Totem Cesnaem Unsorted Points EF_F_02_OFF_TOO_LONG_BV,"",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"",TL69,✓,EF_F_02_OFF_TOO_LONG_BV,"","",@p:ubcv:r:23d50328-ed5eaf89 Totem TOTEM_FCU_HRV6_EF1_EF2_LAUNDRY_CP792200 (530200),"","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","","","","","","",ok,"","",Bool,2020-05-12T20:28:08.259-07:00 Los_Angeles,"","","",EF_F_02_OFF_TOO_LONG_BV,✓,BV52,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",EF_F_02_OFF_TOO_LONG_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:24.201Z UTC
@p:ubcv:r:23d50403-8ea94e2c Totem Cesnaem Unsorted Points DHW_DHX2_LOAD_LEAVING_WATER_TEMP,"",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"",TL7,✓,DHW_DHX2_LOAD_LEAVING_WATER_TEMP,"","",@p:ubcv:r:23d5035b-7b870f94 Totem TOTEM_BSMNT_MECH_HRV4_HRV5_FC1_FC2AB_CP792100 (530100),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",45040,2019-01-14T09:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:34.144-07:00 Los_Angeles,"","","",DHW_DHX2_LOAD_LEAVING_WATER_TEMP,✓,AI1202,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",DHW_DHX2_LOAD_LEAVING_WATER_TEMP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:04.715Z UTC
@p:ubcv:r:23d5041c-0145953d Totem Cesnaem Unsorted Points HRV_01_ZONE1_RM190_WEST_ROOM_TEMP,✓,@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"",TL20,✓,HRV_01_ZONE1_RM190_WEST_ROOM_TEMP,"","",@p:ubcv:r:23d50328-d9155fb3 Totem TOTEM_HRV1_CP792300 (530300),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:15:00-07:00 Los_Angeles,"","",46535,2019-01-13T13:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:27:35.822-07:00 Los_Angeles,"","","",Zone Temp,"",AI101,✓,"","","","","","",✓,@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","",@p:ubcv:r:244374ce-e9e00b68 .+_RO?O?M(_\d+)?_T(EMP)?(_TL)?,✓,HRV_01_ZONE1_RM190_WEST_ROOM_TEMP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:04.826Z UTC
@p:ubcv:r:239068fa-0991115c Totem Cesnaem Unsorted Points MV_ELEC_METER04_61M1_KWH,"",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"",TL13,✓,MV_ELEC_METER04_61M1_KWH,"","",@p:ubcv:r:23906676-498db761 Totem 541.0 Totem CSNM residence (530000),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:239068eb-ba7aaf6b Totem Cesnaem Unsorted Points,✓,"","",@p:ubcv:r:239068eb-41689055 Totem Cesnaem Unsorted Points,"",✓,"","","",2020-05-12T20:30:00-07:00 Los_Angeles,"","",51245,2018-11-24T11:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-12T20:33:25.555-07:00 Los_Angeles,2018-11-28T16:32:46.015-08:00 Los_Angeles,"","",MV_ELEC_METER04_61M1_KWH,✓,AV1012,✓,"","","","","","","",@p:ubcv:r:216174bf-36ca68c5 Totem Cesnaem,"","","","","","","","",MV_ELEC_METER04_61M1_KWH_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:04.624Z UTC
