id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curErr,curStatus,curVal,delta,deltaTempPoint,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occupancy,point,pointType,power,quantityID,reliability,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,zachName,mod
@p:ubcv:r:263d7c6b-20f4cbd2 Hebb Unsorted Points 6560_PCHW_LAG_PUMP-SPD_CMD,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL218,"","",6560_PCHW_LAG_PUMP-SPD_CMD,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:41.272-07:00 Los_Angeles,"",6560_PCHW_LAG_PUMP-SPD_CMD,✓,AV117,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHW_LAG_PUMP-SPD_CMD_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:30.744Z UTC
@p:ubcv:r:263d7c6d-2902b865 Hebb Unsorted Points 6560_WWCH_REJ_HWRT-PID_POLL_TL,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1350,"","",6560_WWCH_REJ_HWRT-PID_POLL_TL,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d7c6d-2902b865 ""Hebb Unsorted Points 6560_WWCH_REJ_HWRT-PID_POLL_TL""]","","","","",fault,"","","",2020-05-11T17:48:52.977-07:00 Los_Angeles,"",6560_WWCH_REJ_HWRT-PID_POLL_TL,✓,"","",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH_REJ_HWRT-PID_POLL_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.746Z UTC
@p:ubcv:r:263d7c6b-77a81629 Hebb Unsorted Points 6560_PCHW_WWCH_BYPV-O_CMD,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL228,"","",6560_PCHW_WWCH_BYPV-O_CMD,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:43.31-07:00 Los_Angeles,"",6560_PCHW_WWCH_BYPV-O_CMD,✓,AV126,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PCHW_WWCH_BYPV-O_CMD_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:30.745Z UTC
@p:ubcv:r:263d7c6a-b58b223f Hebb Unsorted Points 6560_HE_REC_BTU-SUPPLY_TEMP_MUX,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL917,"","",6560_HE_REC_BTU-SUPPLY_TEMP_MUX,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:58-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.806-07:00 Los_Angeles,"",6560_HE_REC_BTU-SUPPLY_TEMP_MUX,✓,AV447,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_HE_REC_BTU-SUPPLY_TEMP_MUX_POLL_TL,"",Los_Angeles,°C,✓,"","","","","","",2020-04-30T12:14:30.747Z UTC
@p:ubcv:r:263d7c6b-9162191c Hebb Unsorted Points 6560_METER2D_PWR_MTR-TOTAL_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL746,"","",6560_METER2D_PWR_MTR-TOTAL_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.818-07:00 Los_Angeles,"",6560_METER2D_PWR_MTR-TOTAL_APPARENT_POWER,✓,AV1969,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2D_PWR_MTR-TOTAL_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:30.748Z UTC
@p:ubcv:r:263d7c6a-78323b66 Hebb Unsorted Points 6560_METER1A_PWR_MTR-PHASE_C_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL576,"","",6560_METER1A_PWR_MTR-PHASE_C_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:43.323-07:00 Los_Angeles,"",6560_METER1A_PWR_MTR-PHASE_C_REACTIVE_POWER,✓,AV1098,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1A_PWR_MTR-PHASE_C_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.749Z UTC
@p:ubcv:r:263d7c6c-a92101e8 Hebb Unsorted Points 6560_AHU-03-NSB_EN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1231,"","",6560_AHU-03-NSB_EN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:33.745-07:00 Los_Angeles,"",6560_AHU-03-NSB_EN,✓,BV120,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03-NSB_EN_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.751Z UTC
@p:ubcv:r:263d7c6c-63ac60d7 Hebb Unsorted Points 6560_WWCH_RECLM_CMD-DOWN_RAMP_RATE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL267,"","",6560_WWCH_RECLM_CMD-DOWN_RAMP_RATE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40.534-07:00 Los_Angeles,"",6560_WWCH_RECLM_CMD-DOWN_RAMP_RATE,✓,AV161,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH_RECLM_CMD-DOWN_RAMP_RATE_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:30.75Z UTC
@p:ubcv:r:263d7c6b-c692d8b5 Hebb Unsorted Points 6560_METER3G_PWR_MTR-PHASE_B_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1149,"","",6560_METER3G_PWR_MTR-PHASE_B_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:53-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:51.249-07:00 Los_Angeles,"",6560_METER3G_PWR_MTR-PHASE_B_REACTIVE_POWER,✓,AV2729,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3G_PWR_MTR-PHASE_B_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.752Z UTC
@p:ubcv:r:263d7c6a-6b9dc72c Hebb Unsorted Points 6560_2N0P_PWR_MTR-TOTAL_kWh,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1449,"","",6560_2N0P_PWR_MTR-TOTAL_kWh,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:51.361-07:00 Los_Angeles,"",6560_2N0P_PWR_MTR-TOTAL_kWh,✓,AV2685,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_2N0P_PWR_MTR-TOTAL_kWh_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:30.753Z UTC
@p:ubcv:r:263d7c6c-bc977dd6 Hebb Unsorted Points 6560_PHW_PUMP_P07-TZ_AV,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL348,"","",6560_PHW_PUMP_P07-TZ_AV,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40.548-07:00 Los_Angeles,"",6560_PHW_PUMP_P07-TZ_AV,✓,AV86,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_PUMP_P07-TZ_AV_POLL_TL,"",Los_Angeles,h,✓,"","","","","","",2020-04-30T12:14:30.754Z UTC
@p:ubcv:r:263d7c6a-85e42bec Hebb Unsorted Points 6560_METER1A_PWR_MTR-PHASE_B_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL575,"","",6560_METER1A_PWR_MTR-PHASE_B_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:43.336-07:00 Los_Angeles,"",6560_METER1A_PWR_MTR-PHASE_B_REACTIVE_POWER,✓,AV1097,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1A_PWR_MTR-PHASE_B_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.755Z UTC
