id,air,ancillaryImport,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,power,primaryLoop,pump,quantityID,run,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,unknownConn,utilityPoint,valve,water,zone,mod
@p:ubcv:r:247ec11a-09bfc012 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.RAD-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001540,✓,JCL-NAE60/FC-A.01A-FEC019.RAD-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Close,Open","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-05T10:38:53-07:00 Los_Angeles,"",1792,2019-05-26T12:05:52-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.279-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC019.RAD-C,✓,BO3000890,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC019.RAD-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.337Z UTC
@p:ubcv:r:247ec11a-dffa53a1 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC026.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002547,✓,JCL-NAE60/FC-A.01A-FEC026.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31988,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.383-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3001122,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE60/FC-A.01A-FEC026.HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.7Z UTC
@p:ubcv:r:247ec11a-7c74e5f9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.Heat Pump 10B.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001555,✓,JCL-NAE60/FC-A.Heat Pump 10B.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31978,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.384-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3001077,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.Heat Pump 10B.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.701Z UTC
@p:ubcv:r:247ec11a-09fec356 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC024.RTU-7 BLDG-P,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001585,✓,JCL-NAE60/FC-A.01A-FEC024.RTU-7 BLDG-P,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",31955,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.386-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC024.RTU-7 BLDG-P,✓,AI3000994,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC024.RTU-7 BLDG-P.Trend1,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:17.702Z UTC
@p:ubcv:r:247ec11a-c8099d9b Doug Mitchell Thunderbird Sports Centre Unsorted Points P3 JCL-NAE60/FC-A.01A-FEC004.P3-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000218,✓,JCL-NAE60/FC-A.01A-FEC004.P3-C,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P3,@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:25:08-07:00 Los_Angeles,"",44445,2019-05-25T08:00:55-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.32-07:00 Los_Angeles,"","",Run Cmd,"",BO3000020,"","","",✓,"","",✓,"",✓,"",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE60/FC-A.01A-FEC004.P3-C.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.705Z UTC
@p:ubcv:r:247ec11a-8a1b9149 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC026.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001557,✓,JCL-NAE60/FC-A.01A-FEC026.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T06:27:55-07:00 Los_Angeles,"",631,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.177-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC026.CLG1-C,✓,BO3001086,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC026.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.461Z UTC
@p:ubcv:r:247ec11a-ece898b9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC024.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001529,✓,JCL-NAE60/FC-A.01A-FEC024.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:01:07-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.179-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC024.CLG1-C,✓,BO3000998,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC024.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:48.019Z UTC
@p:ubcv:r:247ec11a-bfa252d3 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.RA_C-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000220,✓,JCL-NAE60/FC-A.01A-FEC017.RA_C-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",34003,2019-05-22T08:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.389-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.RA_C-H,✓,AI3000114,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.RA_C-H.Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:17.703Z UTC
@p:ubcv:r:247ec11a-3656ec76 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC023.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000281,✓,JCL-NAE60/FC-A.01A-FEC023.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T14:09:06-07:00 Los_Angeles,"",369,2019-05-25T08:00:27-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.243-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC023.HTG1-C,✓,BO3000137,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC023.HTG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:45.578Z UTC
@p:ubcv:r:247ec11a-e48be62a Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.F54-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002522,✓,JCL-NAE60/FC-A.01A-FEC029.F54-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-10T07:49:14-07:00 Los_Angeles,"",3155,2019-05-22T09:53:57-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.213-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC029.F54-S,✓,BI3002322,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC029.F54-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:44.9Z UTC
@p:ubcv:r:247ec11a-d4a1293a Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002408,✓,JCL-NAE60/FC-A.01A-FEC029.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8464,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.307-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AV3002354,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC029.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.704Z UTC
@p:ubcv:r:247ec11a-8cd20100 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC028.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001527,✓,JCL-NAE60/FC-A.01A-FEC028.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32047,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.391-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000929,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC028.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.705Z UTC
@p:ubcv:r:247ec11a-2955ada0 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.DA-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001517,✓,JCL-NAE60/FC-A.01A-FEC016.DA-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16933,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.393-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000309,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE60/FC-A.01A-FEC016.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.706Z UTC
@p:ubcv:r:247ec11a-5539f695 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC021.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001549,✓,JCL-NAE60/FC-A.01A-FEC021.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:00:59-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.181-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC021.CLG1-C,✓,BO3000393,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC021.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.442Z UTC
@p:ubcv:r:247ec11a-44bedf48 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001592,✓,JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-SP,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16750,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.394-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-SP,✓,AV3000087,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-SP.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.707Z UTC
@p:ubcv:r:247ec11a-650cf7ab Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.PP3A-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000249,✓,JCL-NAE60/FC-A.01A-FEC005.PP3A-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:12:02-07:00 Los_Angeles,"",21341,2019-05-23T20:18:14-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.289-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.PP3A-S,✓,BI3000081,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.PP3A-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:45.633Z UTC
@p:ubcv:r:247ec11a-15b9bbf2 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.ZN-H,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002401,✓,JCL-NAE60/FC-A.01A-FEC029.ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8494,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:28:57.309-07:00 Los_Angeles,"","",Zone Humidity,"",AI3002319,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"",JCL-NAE60/FC-A.01A-FEC029.ZN-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:02:17.708Z UTC
@p:ubcv:r:263b76f5-0431fe7c Doug Mitchell Thunderbird Sports Centre Elec Main Meter Power,"","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,"",ok,136.02381896972656kW,"",$equipRef $navName,"","","",✓,"","","","",@p:ubcv:r:2124b6ee-0ecda906 Doug Mitchell Thunderbird Sports Centre Elec Main Meter,"","","","",@p:ubcv:r:21697fca-baada47a Doug Mitchell Thunderbird Sports Centre Utilities,"",✓,5kW,15min,"",2020-05-12T14:35:06-07:00 Los_Angeles,"",412757,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","","","",Number,"","","",Power,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Doug_Mitchell_868.Elec_Power,✓,✓,✓,"","",116,"",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,179,"",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kW,"",✓,"","","",2020-05-12T08:00:09.788Z UTC
@p:ubcv:r:247ec11a-d6f48a43 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.EAD-O,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001521,✓,JCL-NAE60/FC-A.01A-FEC016.EAD-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","",✓,$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,"","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16939,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.396-07:00 Los_Angeles,"","",Exhaust Air Damper Cmd,"",AO3000360,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:2538b658-929a77d9 .+(\.|-| |_)EAD-O,"",JCL-NAE60/FC-A.01A-FEC016.EAD-O.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:17.709Z UTC
@p:ubcv:r:247ec11a-6e0afc8f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.Rink B Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001773,✓,JCL-NAE60/FC-A.01A-FEC017.Rink B Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",48600,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.397-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.Rink B Dew Point,✓,AV3001771,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.Rink B Dew Point.Trend1,Los_Angeles,_,"","","","","",2020-04-09T19:15:20.488Z UTC
@p:ubcv:r:247ec11a-8590a592 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC024.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001530,✓,JCL-NAE60/FC-A.01A-FEC024.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T14:14:43-07:00 Los_Angeles,"",385,2019-05-25T07:39:25-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.25-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC024.HTG1-C,✓,BO3001000,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC024.HTG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:48.242Z UTC
@p:ubcv:r:247ec11a-7d1ea7e8 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC026.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001558,✓,JCL-NAE60/FC-A.01A-FEC026.HTG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-20T08:05:14-07:00 Los_Angeles,"",41,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.216-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC026.HTG1-C,✓,BO3001088,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC026.HTG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.415Z UTC
