id,air,ancillaryImport,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,power,primaryLoop,pump,quantityID,run,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,unknownConn,utilityPoint,valve,water,zone,mod
@p:ubcv:r:247ec11a-50d439a2 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC010.OA Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002279,✓,JCL-NAE60/FC-A.01A-FEC010.OA Dew Point,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16851,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.325-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC010.OA Dew Point,✓,AV3001776,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC010.OA Dew Point.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.656Z UTC
@p:ubcv:r:247ec11a-3e510430 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC026.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001559,✓,JCL-NAE60/FC-A.01A-FEC026.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32240,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.327-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3001121,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC026.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.657Z UTC
@p:ubcv:r:247ec11a-8e29556b Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.EF-S,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001536,✓,JCL-NAE60/FC-A.01A-FEC019.EF-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:00:27-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.147-07:00 Los_Angeles,"","",Exhaust Fan Run Feedback,"",BI3000885,"","","",✓,"","","","",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC019.EF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.1Z UTC
@p:ubcv:r:247ec11a-bf8ec569 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000261,✓,JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",49124,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.328-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-T,✓,AI3000064,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.DHWPHST1-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.658Z UTC
@p:ubcv:r:247ec11a-fb48ccce Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.F41-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000246,✓,JCL-NAE60/FC-A.01A-FEC017.F41-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T06:00:01-07:00 Los_Angeles,"",728,2019-05-22T23:30:06-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.276-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.F41-S,✓,BI3000111,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.F41-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.772Z UTC
@p:ubcv:r:247ec11a-aca3d930 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.F28-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000231,✓,JCL-NAE60/FC-A.01A-FEC017.F28-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T04:00:24-07:00 Los_Angeles,"",720,2019-05-22T23:30:06-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.274-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.F28-S,✓,BI3000112,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.F28-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.589Z UTC
@p:ubcv:r:247ec11a-854c13c6 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.CLG-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002407,✓,JCL-NAE60/FC-A.01A-FEC029.CLG-O,✓,✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),✓,"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8507,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.294-07:00 Los_Angeles,"","",Cooling Valve Cmd,"",AV3002351,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"",JCL-NAE60/FC-A.01A-FEC029.CLG-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.659Z UTC
@p:ubcv:r:247ec11a-ba856c09 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC028.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001525,✓,JCL-NAE60/FC-A.01A-FEC028.CLG1-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-27T09:37:02-07:00 Los_Angeles,"",18,2019-05-25T08:00:53-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.236-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC028.CLG1-C,✓,BO3000894,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC028.CLG1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:48.093Z UTC
@p:ubcv:r:247ec11a-4e15a499 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC022.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000198,✓,JCL-NAE60/FC-A.01A-FEC022.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32136,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.33-07:00 Los_Angeles,"","",Zone Temp,"",AI3000128,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC022.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.66Z UTC
@p:ubcv:r:247ec11a-4bf8b119 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC010.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002277,✓,JCL-NAE60/FC-A.01A-FEC010.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16844,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.333-07:00 Los_Angeles,"","",Zone Temp,"",AV3001792,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC010.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.661Z UTC
@p:ubcv:r:247ec11a-7a0f4ff9 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC007.F32-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000295,✓,JCL-NAE60/FC-A.01A-FEC007.F32-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:01:02-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.149-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC007.F32-S,✓,BI3000098,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC007.F32-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:44.969Z UTC
@p:ubcv:r:247ec11a-48ee4cb1 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.DHWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000266,✓,JCL-NAE60/FC-A.01A-FEC005.DHWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",49147,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.334-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000072,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-ed0666fe .+(\.|-|_)DHWS\d?-T,✓,JCL-NAE60/FC-A.01A-FEC005.DHWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.662Z UTC
@p:ubcv:r:247ec11a-e541f32f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.F12B-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001563,✓,JCL-NAE60/FC-A.01A-FEC020.F12B-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-11T15:39:35-07:00 Los_Angeles,"",5746,2019-05-23T14:14:50-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.315-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC020.F12B-S,✓,BI3000935,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC020.F12B-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.574Z UTC
@p:ubcv:r:247ec11a-29bec839 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.DEHUMFAN-ENA,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002286,✓,JCL-NAE60/FC-A.01A-FEC017.DEHUMFAN-ENA,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-01-14T21:40:35-08:00 Los_Angeles,"",13,2019-05-25T08:00:48-07:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:28:57.151-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.DEHUMFAN-ENA,✓,MSV3000225,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.DEHUMFAN-ENA.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:00.719Z UTC
@p:ubcv:r:247ec11a-1f0373fc Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.Heat Pump 10B.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002546,✓,JCL-NAE60/FC-A.Heat Pump 10B.HWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32276,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.335-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3001078,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE60/FC-A.Heat Pump 10B.HWS-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:17.663Z UTC
@p:ubcv:r:247ec11a-2f1d871f Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC017.DEHUM-DIS,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002284,✓,JCL-NAE60/FC-A.01A-FEC017.DEHUM-DIS,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Disable,Enable","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-11T21:14:54-07:00 Los_Angeles,"",1176,2019-05-25T08:00:48-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.271-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC017.DEHUM-DIS,✓,BO3000226,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC017.DEHUM-DIS.Trend2,Los_Angeles,"","","","","","",2020-04-08T18:55:00.641Z UTC
@p:ubcv:r:247ec11a-e15ac906 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.SF-C,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001515,✓,JCL-NAE60/FC-A.01A-FEC016.SF-C,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-17T06:55:07-08:00 Los_Angeles,"",228,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.192-07:00 Los_Angeles,"","",Discharge Fan Run Cmd,"",BO3000312,"","","",✓,"","","","",✓,"",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE60/FC-A.01A-FEC016.SF-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.922Z UTC
@p:ubcv:r:247ec11a-7eb9cd74 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC004.NPWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000254,✓,JCL-NAE60/FC-A.01A-FEC004.NPWS-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",49253,2019-05-25T23:20:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.337-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC004.NPWS-T,✓,AI3000036,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC004.NPWS-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.664Z UTC
@p:ubcv:r:247ec11a-7cce6261 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.BLR1-2S-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001352,✓,JCL-NAE60/FC-A.01A-FEC005.BLR1-2S-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:28:53-07:00 Los_Angeles,"",2619543,2019-05-27T07:03:13-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.458-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.BLR1-2S-T,✓,AI3000073,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.BLR1-2S-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.665Z UTC
@p:ubcv:r:247ec11a-b1b5b4f4 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC004.HX1S-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000238,✓,JCL-NAE60/FC-A.01A-FEC004.HX1S-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:28:00-07:00 Los_Angeles,"",234128,2019-05-27T06:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.451-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC004.HX1S-T,✓,AI3000041,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC004.HX1S-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.666Z UTC
@p:ubcv:r:247ec11a-eca16e5b Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.SF-S,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002521,✓,JCL-NAE60/FC-A.01A-FEC029.SF-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-04-16T07:46:56-07:00 Los_Angeles,"",26,2019-05-25T08:01:07-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.261-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3002330,"","","",✓,"","","","",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"",JCL-NAE60/FC-A.01A-FEC029.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:44.889Z UTC
@p:ubcv:r:21dffdad-01215918 Doug Mitchell Thunderbird Sports Centre Heating Plant $bmsName,"","",@p:ubcv:r:ref,"",✓,"","","",@p:ubcv:r:ref,"",✓,L/h => L/s,"","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdad-4b5e45ee Doug Mitchell Thunderbird Sports Centre Heating Plant,"","",✓,"",@p:ubcv:r:21dff50a-f356f5c2 Doug Mitchell Thunderbird Sports Centre Hydronic Systems,"",✓,0.25L/s,10min,"","",cov,"","",ok,"",✓,"","",Number,"","","",Flow,"",AI4,"","","",✓,"",✓,"","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","","",Los_Angeles,L/s,✓,"","",✓,"",2020-02-03T20:00:17.664Z UTC
