id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,run,scheduled,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:25a64868-de9e1a1e FNH Unsorted Points JCL-NAE20/N2-A.20A004UN.RHC-D4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000081,"",JCL-NAE20/N2-A.20A004UN.RHC-D4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.522-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A004UN.RHC-D4,✓,AO3000080,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A004UN.RHC-D4.Trend1,Los_Angeles,_,"","","","",FNH.DMP1.RHC-D4,"",2020-04-09T19:15:04.409Z UTC
@p:ubcv:r:25a64868-cfe52a6e FNH Unsorted Points JCL-NAE20/N2-A.20A001UN.ZN-SP4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000236,"",JCL-NAE20/N2-A.20A001UN.ZN-SP4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.529-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A001UN.ZN-SP4,✓,AO3000235,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A001UN.ZN-SP4.Trend1,Los_Angeles,°C,"","","","",FNH.RH1.ZN-SP4,"",2020-04-09T19:02:01.35Z UTC
@p:ubcv:r:25a64868-4faf2892 FNH Unsorted Points JCL-NAE20/N2-A.20A008UN.RHC-D,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000142,"",JCL-NAE20/N2-A.20A008UN.RHC-D,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.538-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A008UN.RHC-D,✓,AO3000141,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A008UN.RHC-D.Trend1,Los_Angeles,_,"","","","",FNH.DMP2.RHC-D,"",2020-04-09T19:15:04.41Z UTC
@p:ubcv:r:25a64868-92ac10cd FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.DX3-C,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000345,"",JCL-NAE20/N2-A.20A015UN.DX3-C,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:23:38-07:00 Los_Angeles,"","",94,2020-01-08T08:02:32-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.902-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A015UN.DX3-C,✓,BO3000344,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A015UN.DX3-C.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.DX3-C,"",2020-04-08T18:55:34.147Z UTC
@p:ubcv:r:25a64868-5ca55aad FNH Unsorted Points JCL-NAE20/N2-A.20A006UN.ZN-SP2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000279,"",JCL-NAE20/N2-A.20A006UN.ZN-SP2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.545-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A006UN.ZN-SP2,✓,AO3000278,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A006UN.ZN-SP2.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-SP2,"",2020-04-09T19:02:01.352Z UTC
@p:ubcv:r:20a64546-dd6d764e FNH HW Main Meter Energy,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,AI1,"",✓,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,✓,MWh => kWh,ok,5191009.765625kWh,"","",$equipRef $navName,"","",✓,"","","",@p:ubcv:r:20a64546-dcb2ab24 FNH HW Main Meter,"","","",@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,"",15min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,139156,2016-05-05T11:15:00-07:00 Los_Angeles,ok,✓,✓,"",Number,"","","",Energy,"","","","","","","",✓,"","","",10364,"","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,62,"",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kWh,✓,"","",✓,"","",2020-04-28T00:03:35.728Z UTC
@p:ubcv:r:25a64868-fbbead55 FNH Unsorted Points JCL-NAE20/N2-A.20A010UN.L3-SP,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000171,"",JCL-NAE20/N2-A.20A010UN.L3-SP,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.552-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A010UN.L3-SP,✓,AI3000169,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A010UN.L3-SP.Trend1,Los_Angeles,Pa,"","","","",FNH.HVAC1.L3-SP,"",2020-04-09T19:02:01.353Z UTC
@p:ubcv:r:25a64868-d4d58444 FNH Unsorted Points JCL-NAE20/N2-A.20A003UN.RHC-D1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000071,"",JCL-NAE20/N2-A.20A003UN.RHC-D1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",282,2019-12-24T00:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:17.859-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A003UN.RHC-D1,✓,AO3000070,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A003UN.RHC-D1.Trend1,Los_Angeles,_,"","","","",FNH.DMP1.RHC-D1,"",2020-04-09T19:15:04.411Z UTC
@p:ubcv:r:25a64868-2251a46e FNH Unsorted Points JCL-NAE20/N2-A.20A010UN.ZN-SP2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000311,"",JCL-NAE20/N2-A.20A010UN.ZN-SP2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.559-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A010UN.ZN-SP2,✓,AO3000310,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A010UN.ZN-SP2.Trend1,Los_Angeles,°C,"","","","",FNH.RH3.ZN-SP2,"",2020-04-09T19:02:01.355Z UTC
@p:ubcv:r:25a64868-0ab39e38 FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.HC-V,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000349,"",JCL-NAE20/N2-A.20A015UN.HC-V,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.567-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A015UN.HC-V,✓,AO3000348,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A015UN.HC-V.Trend1,Los_Angeles,%,"","","","",FNH.HVAC1.HV-C,"",2020-04-09T19:02:01.356Z UTC
@p:ubcv:r:25a64868-ae25ea0e FNH Unsorted Points JCL-NAE20/N2-A.20A009UN.ZN-T1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000145,"",JCL-NAE20/N2-A.20A009UN.ZN-T1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.573-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A009UN.ZN-T1,✓,AI3000143,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A009UN.ZN-T1.Trend1,Los_Angeles,°C,"","","","",FNH.RH3.ZN-T1,"",2020-04-09T19:02:01.357Z UTC
@p:ubcv:r:25a64868-b1d4e269 FNH Unsorted Points JCL-NAE20/N2-A.20A009UN.ZN-T3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000151,"",JCL-NAE20/N2-A.20A009UN.ZN-T3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.581-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A009UN.ZN-T3,✓,AI3000149,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A009UN.ZN-T3.Trend1,Los_Angeles,°C,"","","","",FNH.RH3.ZN-T3,"",2020-04-09T19:02:01.358Z UTC
@p:ubcv:r:25a64868-7881b21a FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.SF-S,✓,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000336,"",JCL-NAE20/N2-A.20A015UN.SF-S,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,✓,"","","","Off,On","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"",✓,"",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-04-07T14:07:28-07:00 Los_Angeles,"","",15,2020-01-08T08:02:32-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.78-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000335,"","","","","",✓,"","","","",✓,"",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"",JCL-NAE20/N2-A.20A015UN.SF-S.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.SF-S,"",2020-04-08T18:55:34.112Z UTC
@p:ubcv:r:25a64868-e1a36c5f FNH Unsorted Points JCL-NAE20/N2-A.20A002UN.ZN-T1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000046,"",JCL-NAE20/N2-A.20A002UN.ZN-T1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.588-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A002UN.ZN-T1,✓,AI3000044,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A002UN.ZN-T1.Trend1,Los_Angeles,°C,"","","","",FNH.RH1.ZN-T1,"",2020-04-09T19:02:01.359Z UTC
@p:ubcv:r:25a64868-2ead3f52 FNH Unsorted Points JCL-NAE20/N2-A.20A010UN.RHC-V2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000176,"",JCL-NAE20/N2-A.20A010UN.RHC-V2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.594-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A010UN.RHC-V2,✓,AO3000175,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A010UN.RHC-V2.Trend1,Los_Angeles,%,"","","","",FNH.RH3.RHC-V2,"",2020-04-09T19:02:01.36Z UTC
@p:ubcv:r:25a64868-8ca06fbf FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.RHC-V3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000101,"",JCL-NAE20/N2-A.20A005UN.RHC-V3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.606-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.RHC-V3,✓,AO3000100,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.RHC-V3.Trend1,Los_Angeles,%,"","","","",FNH.RH2.RHC-V3,"",2020-04-09T19:02:01.361Z UTC
@p:ubcv:r:25a64868-49bcd4e6 FNH Unsorted Points P2 JCL-NAE20/N2-A.20A013UN.P2-C,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000742,"",JCL-NAE20/N2-A.20A013UN.P2-C,✓,@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $equipName $bmsName,"","","","","Off,On",P2,@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",265,2020-01-01T12:00:00-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.866-07:00 Los_Angeles,"","",Run Cmd,"",BO3000209,"","","","","",✓,"","",✓,"",✓,"","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE20/N2-A.20A013UN.P2-C.Trend1,Los_Angeles,"","","","","",FNH.HX1.P2-C,"",2020-05-12T11:03:27.57Z UTC
@p:ubcv:r:25a64868-caf10a13 FNH Unsorted Points JCL-NAE20/N2-A.20A006UN.ZN-SP1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000273,"",JCL-NAE20/N2-A.20A006UN.ZN-SP1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.617-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A006UN.ZN-SP1,✓,AO3000272,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A006UN.ZN-SP1.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-SP1,"",2020-04-09T19:02:01.362Z UTC
@p:ubcv:r:25a64868-e377aabb FNH Unsorted Points JCL-NAE20/N2-A.20A004UN.RHC-D3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000079,"",JCL-NAE20/N2-A.20A004UN.RHC-D3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",282,2019-12-24T00:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:17.874-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A004UN.RHC-D3,✓,AO3000078,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A004UN.RHC-D3.Trend1,Los_Angeles,_,"","","","",FNH.DMP1.RHC-D3,"",2020-04-09T19:15:04.412Z UTC
@p:ubcv:r:25a64868-46f6f9f6 FNH Unsorted Points JCL-NAE20/N2-A.20A009UN.RHC-V3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000160,"",JCL-NAE20/N2-A.20A009UN.RHC-V3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.624-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A009UN.RHC-V3,✓,AO3000159,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A009UN.RHC-V3.Trend1,Los_Angeles,%,"","","","",FNH.RH3.RHC-V3,"",2020-04-09T19:02:01.364Z UTC
@p:ubcv:r:25a64868-e27f21b8 FNH Unsorted Points JCL-NAE20/Programming.Fan Systems.FNH-HVAC1.EAP-OP,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000594,"",JCL-NAE20/Programming.Fan Systems.FNH-HVAC1.EAP-OP,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:13-07:00 Los_Angeles,"","",582154,2020-01-06T08:12:49-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.961-07:00 Los_Angeles,"","",JCL-NAE20/Programming.Fan Systems.FNH-HVAC1.EAP-OP,✓,AV3000593,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/Programming.Fan Systems.FNH-HVAC1.EAP-OP.Trend1,Los_Angeles,Pa,"","","","",EAP-OP,"",2020-04-09T19:02:01.365Z UTC
@p:ubcv:r:25a64868-164475f6 FNH Unsorted Points JCL-NAE20/N2-A.20A006UN.RHC-V,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000118,"",JCL-NAE20/N2-A.20A006UN.RHC-V,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.631-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A006UN.RHC-V,✓,AO3000117,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A006UN.RHC-V.Trend1,Los_Angeles,%,"","","","",FNH.RH2.RHC-V,"",2020-04-09T19:02:01.366Z UTC
@p:ubcv:r:25a64868-bb7a401d FNH Unsorted Points JCL-NAE20/N2-A.20A002UN.L1-SP,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000052,"",JCL-NAE20/N2-A.20A002UN.L1-SP,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",11888,2020-01-05T23:45:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.937-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A002UN.L1-SP,✓,AI3000050,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A002UN.L1-SP.Trend1,Los_Angeles,Pa,"","","","",FNH.HVAC1.L1-SP,"",2020-04-09T19:02:01.367Z UTC
@p:ubcv:r:25a64868-cbd48905 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.RHC-V4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000103,"",JCL-NAE20/N2-A.20A005UN.RHC-V4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.638-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.RHC-V4,✓,AO3000102,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.RHC-V4.Trend1,Los_Angeles,%,"","","","",FNH.RH2.RHC-V4,"",2020-04-09T19:02:01.368Z UTC
@p:ubcv:r:25a64868-ea284f79 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.RHC-V1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000097,"",JCL-NAE20/N2-A.20A005UN.RHC-V1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.646-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.RHC-V1,✓,AO3000096,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.RHC-V1.Trend1,Los_Angeles,%,"","","","",FNH.RH2.RHC-V1,"",2020-04-09T19:02:01.369Z UTC
