id,air,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,connRef,cur,curConvert,disMacro,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hot,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,outside,point,pointType,power,primaryLoop,scheduleOcc,sensor,shortName,siemens,siemensName,siteRef,temp,tz,unit,unknownConn,water,mod
@p:ubcv:r:24141523-d457f4d4 IRSDC Unsorted Points IRSDC_MF-2-1-3_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL22,✓,IRSDC_MF-2-1-3_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41965,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.953-07:00 Los_Angeles,"","",IRSDC_MF-2-1-3_ZONE_AIR_TEMP,✓,AI10,"",✓,"","","","","","",✓,IRSDC_MF-2-1-3_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.726Z UTC
@p:ubcv:r:24142068-1e5ea0e2 IRSDC Unsorted Points IRSDC_MF-2-1-2_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL39,✓,IRSDC_MF-2-1-2_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T08:01:14-07:00 Los_Angeles,"",20336,2019-03-04T08:13:18-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.357-07:00 Los_Angeles,"","",IRSDC_MF-2-1-2_SLAB_VALVE_CMD,✓,AO4,"",✓,"","","","","","",✓,IRSDC_MF-2-1-2_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.727Z UTC
@p:ubcv:r:24142068-d3d2dffa IRSDC Unsorted Points IRSDC_MINIMUM_ZONE_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL94,✓,IRSDC_MINIMUM_ZONE_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41962,2019-03-05T11:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.973-07:00 Los_Angeles,"","",IRSDC_MINIMUM_ZONE_TEMP,✓,AV64,"",✓,"","","","","","",✓,IRSDC_MINIMUM_ZONE_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.728Z UTC
@p:ubcv:r:24141523-4d32df84 IRSDC Unsorted Points IRSDC_BOILER_HW_LEAVING_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL70,✓,IRSDC_BOILER_HW_LEAVING_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41966,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.062-07:00 Los_Angeles,"","",IRSDC_BOILER_HW_LEAVING_TEMP,✓,AI1,"",✓,"","","","","","",✓,IRSDC_BOILER_HW_LEAVING_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.729Z UTC
@p:ubcv:r:24142068-886c9abb IRSDC Unsorted Points IRSDC_BOILER_OA-T_MIN-SP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL75,✓,IRSDC_BOILER_OA-T_MIN-SP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41964,2019-03-05T11:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.077-07:00 Los_Angeles,"","",IRSDC_BOILER_OA-T_MIN-SP,✓,AV7,"",✓,"","","","","","",✓,IRSDC_BOILER_OA-T_MIN-SP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.73Z UTC
@p:ubcv:r:24142068-1eacd476 IRSDC Unsorted Points Skysparks.OA-T_Avg,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL106,✓,Skysparks.OA-T_Avg,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-11T23:00:09-07:00 Los_Angeles,"",335,2019-03-02T11:00:02-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.534-07:00 Los_Angeles,"","",Skysparks.OA-T_Avg,✓,AV67,"",✓,"","","","","","",✓,Skysparks.OA-T_Avg,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.731Z UTC
@p:ubcv:r:24142068-3fd7a117 IRSDC Unsorted Points IRSDC_MF-2-2-3_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL48,✓,IRSDC_MF-2-2-3_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-02-21T08:43:48-08:00 Los_Angeles,"",22608,2019-03-04T08:17:31-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.234-07:00 Los_Angeles,"","",IRSDC_MF-2-2-3_SLAB_VALVE_PID,✓,AV28,"",✓,"","","","","","",✓,IRSDC_MF-2-2-3_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.732Z UTC
@p:ubcv:r:24142068-743758e1 IRSDC Unsorted Points IRSDC_MF-1-1-1_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL36,✓,IRSDC_MF-1-1-1_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-08T23:51:21-07:00 Los_Angeles,"",12236,2019-03-02T10:39:57-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.484-07:00 Los_Angeles,"","",IRSDC_MF-1-1-1_SLAB_VALVE_PID,✓,AV10,"",✓,"","","","","","",✓,IRSDC_MF-1-1-1_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.733Z UTC
@p:ubcv:r:24142068-dbc9e762 IRSDC Unsorted Points IRSDC_AHU-01_ELECHEAT_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL68,✓,IRSDC_AHU-01_ELECHEAT_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41962,2019-03-05T11:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.091-07:00 Los_Angeles,"","",IRSDC_AHU-01_ELECHEAT_CMD,✓,AO0,"",✓,"","","","","","",✓,IRSDC_AHU-01_ELECHEAT_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.734Z UTC
@p:ubcv:r:2414217e-cb3cf79f IRSDC Unsorted Points IRSDC_AHU-01_SUPPLY_FAN,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL84,✓,IRSDC_AHU-01_SUPPLY_FAN,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T00:00:00-07:00 Los_Angeles,"",260,2019-03-04T21:00:00-08:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:06.603-07:00 Los_Angeles,"","",IRSDC_AHU-01_SUPPLY_FAN,✓,BO0,"",✓,"","","","","",IRSDC_AHU-01_SUPPLY_FAN,✓,IRSDC_AHU-01_SUPPLY_FAN,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2019-12-03T18:23:03.588Z UTC
@p:ubcv:r:241421be-d4f9ec18 IRSDC Unsorted Points IRSDC_WINDOW_VENTILATION,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL99,✓,IRSDC_WINDOW_VENTILATION,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","CLOSE,OPEN,AUTO",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","-1 enumNumberToStr(self, false)",2020-02-26T12:30:15-08:00 Los_Angeles,"",9,2019-03-14T08:59:35-07:00 Los_Angeles,ok,"",Str,2020-05-12T14:53:06.275-07:00 Los_Angeles,"","",IRSDC_WINDOW_VENTILATION,✓,MSO0,"",✓,"","","","","",IRSDC_WINDOW_VENTILATION,✓,IRSDC_WINDOW_VENTILATION,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2019-12-03T18:23:04.376Z UTC
@p:ubcv:r:241420fe-a689ff7f IRSDC Unsorted Points IRSDC_BUCK_FOUNTAIN_ALM,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL104,✓,IRSDC_BUCK_FOUNTAIN_ALM,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-01-14T12:30:06-08:00 Los_Angeles,"",13590,2019-03-14T08:59:36-07:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:06.135-07:00 Los_Angeles,"","",IRSDC_BUCK_FOUNTAIN_ALM,✓,BI4,"",✓,"","","","","",IRSDC_BUCK_FOUNTAIN_ALM,✓,IRSDC_BUCK_FOUNTAIN_ALM,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2019-12-03T18:23:04.775Z UTC
@p:ubcv:r:241420fe-11a805f6 IRSDC Unsorted Points IRSDC_LOWGARDEN_FOUNTAIN_ALM,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL105,✓,IRSDC_LOWGARDEN_FOUNTAIN_ALM,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-01-31T21:37:15-08:00 Los_Angeles,"",23,2019-03-14T08:59:35-07:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:06.205-07:00 Los_Angeles,"","",IRSDC_LOWGARDEN_FOUNTAIN_ALM,✓,BI3,"",✓,"","","","","",IRSDC_LOWGARDEN_FOUNTAIN_ALM,✓,IRSDC_LOWGARDEN_FOUNTAIN_ALM,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2019-12-03T18:23:11.401Z UTC
@p:ubcv:r:24141523-46a1830b IRSDC Unsorted Points IRSDC_MF-1-1-1_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL19,✓,IRSDC_MF-1-1-1_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41970,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.106-07:00 Los_Angeles,"","",IRSDC_MF-1-1-1_ZONE_AIR_TEMP,✓,AI4,"",✓,"","","","","","",✓,IRSDC_MF-1-1-1_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.735Z UTC
@p:ubcv:r:24141e74-5c88601c IRSDC Unsorted Points IRSDC_AHU-01_SUPPLY_FAN_PROOF,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL88,✓,IRSDC_AHU-01_SUPPLY_FAN_PROOF,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","OFF,ON",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T00:00:08-07:00 Los_Angeles,"",190,2019-03-04T21:00:16-08:00 Los_Angeles,ok,"",Bool,2020-05-12T14:53:06.661-07:00 Los_Angeles,"","",IRSDC_AHU-01_SUPPLY_FAN_PROOF,✓,BV17,"",✓,"","","","","","",✓,IRSDC_AHU-01_SUPPLY_FAN_PROOF,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,"","","",2020-04-09T19:16:27.474Z UTC
@p:ubcv:r:2466082d-08aaa0f3 IRSDC Unsorted Points Skysparks.OA-T,✓,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL91,✓,Skysparks.OA-T,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",35952,2019-05-06T15:44:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.121-07:00 Los_Angeles,"","",Outside Air Temp,"",AV61,✓,✓,"","","","",✓,"",✓,Skysparks.OA-T,@p:ubcv:r:20ff880a-94a0b072 IRSDC,✓,Los_Angeles,_,"","",2020-04-09T19:15:01.973Z UTC
@p:ubcv:r:24142068-0310c417 IRSDC Unsorted Points IRSDC_MF-2-3-1_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL58,✓,IRSDC_MF-2-3-1_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:51:01-07:00 Los_Angeles,"",31980,2019-03-03T06:27:24-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.846-07:00 Los_Angeles,"","",IRSDC_MF-2-3-1_SLAB_VALVE_PID,✓,AV42,"",✓,"","","","","","",✓,IRSDC_MF-2-3-1_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.738Z UTC
@p:ubcv:r:24141523-56753e1c IRSDC Unsorted Points IRSDC_MF-2-1-2_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL21,✓,IRSDC_MF-2-1-2_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41964,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.136-07:00 Los_Angeles,"","",IRSDC_MF-2-1-2_ZONE_AIR_TEMP,✓,AI8,"",✓,"","","","","","",✓,IRSDC_MF-2-1-2_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.739Z UTC
@p:ubcv:r:24141523-0f1ed7e0 IRSDC Unsorted Points IRSDC_MF-2-4-2_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL34,✓,IRSDC_MF-2-4-2_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41963,2019-03-05T10:45:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.15-07:00 Los_Angeles,"","",IRSDC_MF-2-4-2_ZONE_AIR_TEMP,✓,AI34,"",✓,"","","","","","",✓,IRSDC_MF-2-4-2_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.74Z UTC
@p:ubcv:r:2466082d-43a0ab0d IRSDC Unsorted Points IRSDC_AHU-01_EXHAUST_FAN_AMPS,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL81,✓,IRSDC_AHU-01_EXHAUST_FAN_AMPS,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",35952,2019-05-06T15:44:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.165-07:00 Los_Angeles,"","",IRSDC_AHU-01_EXHAUST_FAN_AMPS,✓,AI39,"",✓,"","","","","","",✓,IRSDC_AHU-01_EXHAUST_FAN_AMPS,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,_,"","",2020-04-09T19:15:01.999Z UTC
@p:ubcv:r:24141523-c83d2647 IRSDC Unsorted Points IRSDC_MF-2-4-1_ZONE_AIR_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL33,✓,IRSDC_MF-2-4-1_ZONE_AIR_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41963,2019-03-05T10:45:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.18-07:00 Los_Angeles,"","",IRSDC_MF-2-4-1_ZONE_AIR_TEMP,✓,AI32,"",✓,"","","","","","",✓,IRSDC_MF-2-4-1_ZONE_AIR_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.742Z UTC
@p:ubcv:r:24142068-725a51f6 IRSDC Unsorted Points IRSDC_MF-2-3-2_SLAB_VALVE_CMD,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL59,✓,IRSDC_MF-2-3-2_SLAB_VALVE_CMD,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T12:02:42-07:00 Los_Angeles,"",23054,2019-03-03T05:42:50-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.692-07:00 Los_Angeles,"","",IRSDC_MF-2-3-2_SLAB_VALVE_CMD,✓,AO14,"",✓,"","","","","","",✓,IRSDC_MF-2-3-2_SLAB_VALVE_CMD,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.743Z UTC
@p:ubcv:r:24141523-84704228 IRSDC Unsorted Points IRSDC_MF-1-1-1_SLAB_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL1,✓,IRSDC_MF-1-1-1_SLAB_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41968,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.194-07:00 Los_Angeles,"","",IRSDC_MF-1-1-1_SLAB_TEMP,✓,AI3,"",✓,"","","","","","",✓,IRSDC_MF-1-1-1_SLAB_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.744Z UTC
@p:ubcv:r:21444c12-a5ee723d IRSDC AHU-01 $bmsName,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL18,✓,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),✓,"",$equipRef $bmsName,"","",@p:ubcv:r:20ff8833-05fff51d IRSDC AHU-01,"",@p:ubcv:r:2203b248-f8ad3afa IRSDC Air Systems,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",88010,2017-11-07T15:44:59-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.208-07:00 Los_Angeles,2018-05-09T10:55:45.93-07:00 Los_Angeles,"",IRSDC_AHU-01_DIS_AIR_TEMP,"",AI0,"",✓,"","","","",✓,"","","",@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.745Z UTC
@p:ubcv:r:24142068-5b2030f6 IRSDC Unsorted Points IRSDC_BOILER_HWST-SP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL71,✓,IRSDC_BOILER_HWST-SP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41961,2019-03-05T11:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.223-07:00 Los_Angeles,"","",IRSDC_BOILER_HWST-SP,✓,AV1,"",✓,"","","","","","",✓,IRSDC_BOILER_HWST-SP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,_,"","",2020-04-09T19:15:02.007Z UTC
@p:ubcv:r:24141523-1d9ae784 IRSDC Unsorted Points IRSDC_MF-2-2-2_SLAB_TEMP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL6,✓,IRSDC_MF-2-2-2_SLAB_TEMP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41965,2019-03-05T10:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.238-07:00 Los_Angeles,"","",IRSDC_MF-2-2-2_SLAB_TEMP,✓,AI13,"",✓,"","","","","","",✓,IRSDC_MF-2-2-2_SLAB_TEMP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.747Z UTC
@p:ubcv:r:24142068-007b607c IRSDC Unsorted Points IRSDC_MF-2-2-2_SLAB_VALVE_PID,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL46,✓,IRSDC_MF-2-2-2_SLAB_VALVE_PID,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:48:22-07:00 Los_Angeles,"",7326,2019-03-14T08:59:29-07:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:06.872-07:00 Los_Angeles,"","",IRSDC_MF-2-2-2_SLAB_VALVE_PID,✓,AV25,"",✓,"","","","","","",✓,IRSDC_MF-2-2-2_SLAB_VALVE_PID,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,%,"","",2020-04-09T19:01:56.748Z UTC
@p:ubcv:r:24142068-671b16f3 IRSDC Unsorted Points IRSDC_AHU-01_DIS_AIR_TEMP_SP,"",@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),TL67,✓,IRSDC_AHU-01_DIS_AIR_TEMP_SP,@p:ubcv:r:20ff87a9-5744e351 IRSDC (302320),"","",$equipRef $siemensName,"","",@p:ubcv:r:24140d71-052ef48b IRSDC Unsorted Points,"",@p:ubcv:r:24140d71-913ea5b6 IRSDC Unsorted Points,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"",41962,2019-03-05T11:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T14:53:07.253-07:00 Los_Angeles,"","",IRSDC_AHU-01_DIS_AIR_TEMP_SP,✓,AV0,"",✓,"","","","","","",✓,IRSDC_AHU-01_DIS_AIR_TEMP_SP,@p:ubcv:r:20ff880a-94a0b072 IRSDC,"",Los_Angeles,°C,"","",2020-04-09T19:01:56.749Z UTC
