id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,curStatus,disMacro,discharge,effective,elec,energy,enum,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisMode,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,outside,point,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,valve,water,zachName,zone,mod
@p:ubcv:r:23d51254-4b4ed7fb St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3RA-T,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001016,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3RA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.967-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3RA-T,✓,AI3001015,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3RA-T.Trend1,Los_Angeles,°C,"","",HRV-3.HRV3RA-T,"",2020-04-09T19:02:00.369Z UTC
@p:ubcv:r:23d51254-0209f856 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT25.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001149,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT25.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",9,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.976-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3001148,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT25.SF-S.Trend1,Los_Angeles,"","","",FUR-3.SF-S,"",2020-04-08T18:52:50.851Z UTC
@p:ubcv:r:23d51254-81e3a134 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.AHU1HTG-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000993,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.AHU1HTG-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T18:00:12-07:00 Los_Angeles,"",6293,2019-01-13T18:00:09-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.984-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.AHU1HTG-C,✓,BO3000992,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:06.883Z UTC
@p:ubcv:r:23d51254-7440e467 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.OA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000935,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.OA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.992-07:00 Los_Angeles,"",Outside Air Temp,"",AO3000934,"",✓,✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.OA-T.Trend1,Los_Angeles,°C,"","",CUV-3.OA-T,"",2020-04-09T19:02:00.37Z UTC
@p:ubcv:r:23d51254-8d0b1496 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.DA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000851,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.999-07:00 Los_Angeles,"",Discharge Air Temp,"",AI3000850,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.DA-T.Trend1,Los_Angeles,°C,"","",CUV-4.DA-T,"",2020-04-09T19:02:00.371Z UTC
@p:ubcv:r:23d51254-bc36203f St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT22.Parameters.DAT-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001076,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.Parameters.DAT-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.007-07:00 Los_Angeles,"",Discharge Air Temp Sp,"",AO3001075,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","",HRV-4.DAT-SP,"",2020-04-09T19:02:00.372Z UTC
@p:ubcv:r:252a61e2-baa11a87 St. John's College Gas Main Meter Energy,"",✓,"","","","","","","","","",$equipRef $navName,"","","",✓,"",@p:ubcv:r:250ecf08-4e766856 St. John's College Gas Main Meter,"","",✓,@p:ubcv:r:250ecf07-bfc76568 St. John's College Utilities,"",✓,2020-01-01T00:00:00-08:00 Los_Angeles,consumption,201700,2014-04-01T00:15:00-07:00 Los_Angeles,"","","",Number,"","",Energy,"","","","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,GJ,"","","","",2020-04-28T00:03:35.083Z UTC
@p:ubcv:r:23d51254-1f2b170c St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.EF20-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000939,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.EF20-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,✓,✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:28-07:00 Los_Angeles,"",6,2019-03-01T07:44:26-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.015-07:00 Los_Angeles,"",Exhaust Fan Run Status,"",BI3000938,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT05.EF20-S.Trend1,Los_Angeles,"","","",CUV-3.EF20-S,"",2020-04-08T18:55:50.627Z UTC
@p:ubcv:r:23d51254-17c4231d St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.AHTG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000885,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.AHTG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,✓,✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.025-07:00 Los_Angeles,"",Zone Temp Heating Sp,"",AI3000884,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.Parameters.AHTG-SP.Trend1,Los_Angeles,°C,"","",CUV-4.AHTG-SP,✓,2020-04-09T19:02:00.373Z UTC
@p:ubcv:r:23d51254-ab189250 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.OCC-LED,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000950,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.OCC-LED,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:29-07:00 Los_Angeles,"",6,2019-03-01T07:44:26-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.032-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT05.OCC-LED,✓,BO3000949,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:08.417Z UTC
@p:ubcv:r:23d51254-67ebd996 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.CLG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000972,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.CLG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.045-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.CLG-CMD,✓,AO3000971,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.CLG-CMD.Trend1,Los_Angeles,%,"","",CUV-3.CLG-CMD,"",2020-04-09T19:02:00.374Z UTC
@p:ubcv:r:23d51254-2720d1c4 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.HTG2-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001108,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.HTG2-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:30-07:00 Los_Angeles,"",414,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.054-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT23.HTG2-C,✓,BO3001107,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:52:52.973Z UTC
@p:ubcv:r:23d51254-e831d460 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT24.Parameters.DAT-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001139,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT24.Parameters.DAT-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.068-07:00 Los_Angeles,"",Discharge Air Temp Sp,"",AO3001138,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT24.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","",FUR-2.DAT-SP,"",2020-04-09T19:02:00.375Z UTC
@p:ubcv:r:23d51254-e01efd91 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.OCC-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001270,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.OCC-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Unoccupied,Occupied",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T19:00:03-07:00 Los_Angeles,"",984,2019-01-13T19:00:01-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.08-07:00 Los_Angeles,"",Scheduled Occupancy,"",BO3000952,✓,"",✓,"","",✓,"",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"","","",Los_Angeles,"","","","","",2020-04-08T18:50:42.911Z UTC
@p:ubcv:r:23d51253-2ab655ea St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWS-T,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000786,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWS-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,✓,✓,Number,2020-05-12T20:20:42.09-07:00 Los_Angeles,✓,Leaving Hot Water Temp,"",AI3000785,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-ed0666fe .+(\.|-|_)DHWS\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.DHWS-T.Trend1,Los_Angeles,°C,"",✓,DHW.DHWS-T,"",2020-04-09T19:02:00.376Z UTC
@p:ubcv:r:23d51254-43980ddf St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT22.HRV4-WWE,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001070,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.HRV4-WWE,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:29-07:00 Los_Angeles,"",2434,2019-03-01T07:44:26-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.098-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT22.HRV4-WWE,✓,BO3001069,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:52:43.142Z UTC
@p:ubcv:r:23d51254-f5242de7 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.GEF-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000990,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.GEF-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",68,2019-01-31T14:06:40-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.107-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.GEF-C,✓,BO3000989,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:50:07.029Z UTC
@p:ubcv:r:23d51254-aff62104 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1-S,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000833,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",144,2019-02-03T10:40:05-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:42.116-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1-S,✓,BI3000832,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1-S.Trend1,Los_Angeles,"","","",MUA-1.MUA1-S,"",2020-04-08T18:55:22.821Z UTC
@p:ubcv:r:23d51254-2e1da5f6 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.Parameters.ACLG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000919,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.Parameters.ACLG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),✓,"",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.122-07:00 Los_Angeles,"",Zone Temp Cooling Sp,"",AI3000918,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.Parameters.ACLG-SP.Trend1,Los_Angeles,°C,"","",HRV-1.ACLG-SP,✓,2020-04-09T19:02:00.377Z UTC
@p:ubcv:r:23d51254-30394351 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1DA-T,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000829,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.132-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1DA-T,✓,AI3000828,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT02.MUA1DA-T.Trend1,Los_Angeles,°C,"","",MUA-1.MUA1DA-T,"",2020-04-09T19:02:00.378Z UTC
@p:ubcv:r:23d51254-c1bb7e2f St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3DA-T,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001020,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.144-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3DA-T,✓,AI3001019,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT21.HRV3DA-T.Trend1,Los_Angeles,°C,"","",HRV-3.HRV3DA-T,"",2020-04-09T19:02:00.379Z UTC
@p:ubcv:r:24edab6a-939324ab St. John's College Unsorted Points JCL-NAE14/Schedule.EF-07 TOD Schedule,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),SCH3001277,"",✓,JCL-NAE14/Schedule.EF-07 TOD Schedule,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",unknown,$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","",✓,Number,"","",Scheduled Occupancy,"","","","",✓,"",✓,"","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-01-07T12:05:17.875Z UTC
@p:ubcv:r:23d51254-f374607f St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.Parameters.AHTG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000925,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.Parameters.AHTG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,✓,✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.152-07:00 Los_Angeles,"",Zone Temp Heating Sp,"",AI3000924,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.Parameters.AHTG-SP.Trend1,Los_Angeles,°C,"","",HRV-1.AHTG-SP,✓,2020-04-09T19:02:00.38Z UTC
@p:ubcv:r:23d51253-cc907a41 St. John's College Unsorted Points JCL-NAE14/Event Lost Trend Log,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000007,✓,JCL-NAE14/Event Lost Trend Log,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",27261,2019-07-31T16:30:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:42.173-07:00 Los_Angeles,"",JCL-NAE14/Event Lost Trend Log,✓,"","","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:04.213Z UTC
@p:ubcv:r:24edab6a-b497ded6 St. John's College Unsorted Points JCL-NAE14/Schedule.AHU-01 Schedule,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),SCH3001268,"",✓,JCL-NAE14/Schedule.AHU-01 Schedule,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",unknown,$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","",✓,Number,"","",Scheduled Occupancy,"","","","",✓,"",✓,"","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-01-07T12:05:17.884Z UTC
