id,air,ancillaryImport,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cooling,curStatus,disMacro,discharge,effective,elec,energy,enum,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisMode,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,outside,point,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,valve,water,zachName,zone,mod
@p:ubcv:r:23d51254-f6b599ab St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.ZN-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000893,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.ZN-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.22-07:00 Los_Angeles,"",Zone Temp,"",AI3000892,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.ZN-T.Trend1,Los_Angeles,°C,"","",HRV-1.ZN-T,✓,2020-04-09T19:02:00.324Z UTC
@p:ubcv:r:23d51254-e0a4b0c7 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.OCC-S,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000859,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.OCC-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Unoccupied,Occupied",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:28-07:00 Los_Angeles,"",11,2019-03-01T07:44:25-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.226-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT03.OCC-S,✓,BI3000858,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT03.OCC-S.Trend1,Los_Angeles,"","","",CUV-4.OCC-S,"",2020-04-08T18:55:22.127Z UTC
@p:ubcv:r:23d51254-45721b4d St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.ACLG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000960,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.ACLG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),✓,"",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.233-07:00 Los_Angeles,"",Zone Temp Cooling Sp,"",AI3000959,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT05.Parameters.ACLG-SP.Trend1,Los_Angeles,°C,"","",CUV-3.ACLG-SP,✓,2020-04-09T19:02:00.325Z UTC
@p:ubcv:r:23d51254-44bf722a St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.OCC-S,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000984,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.OCC-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Unoccupied,Occupied",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",42,2019-02-07T05:22:53-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.239-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.OCC-S,✓,BI3000983,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT06.OCC-S.Trend1,Los_Angeles,"","","",AHU-1.OCC-S,"",2020-04-08T18:50:06.067Z UTC
@p:ubcv:r:23d51254-01c9c99e St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001104,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:30-07:00 Los_Angeles,"",26,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.248-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3001103,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT23.SF-S.Trend1,Los_Angeles,"","","",FUR-1.SF-S,"",2020-04-08T18:52:52.291Z UTC
@p:ubcv:r:23d51254-2113fbde St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.AHU-1HTG-CMD,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001004,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.AHU-1HTG-CMD,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.255-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.AHU-1HTG-CMD,✓,AO3001003,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.AHU-1HTG-CMD.Trend1,Los_Angeles,%,"","",AHU-1.AHU-1HTG-CMD,"",2020-04-09T19:02:00.326Z UTC
@p:ubcv:r:23d51254-64c83ed5 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.CUV1-S,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000980,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.CUV1-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",68,2019-01-31T14:06:40-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.264-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT06.CUV1-S,✓,BI3000979,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT06.CUV1-S.Trend1,Los_Angeles,"","","",CUV-1.CUV1-S,"",2020-04-08T18:50:08.11Z UTC
@p:ubcv:r:23d51254-d52a0ded St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT02.EF7-C,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000839,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT02.EF7-C,✓,@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,✓,✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T05:30:03-07:00 Los_Angeles,"",985,2019-01-14T00:00:06-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.271-07:00 Los_Angeles,"",Exhaust Fan Run Cmd,"",BO3000838,"","",✓,✓,"","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","","",Los_Angeles,"","","","","",2020-04-08T18:55:22.714Z UTC
@p:ubcv:r:23d51254-53f2a89c St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.OA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000853,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.OA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",46516,2019-01-13T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.278-07:00 Los_Angeles,"",Outside Air Temp,"",AO3000852,"",✓,✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.OA-T.Trend1,Los_Angeles,°C,"","",CUV-4.OA-T,"",2020-04-09T19:02:00.327Z UTC
@p:ubcv:r:23d51254-5f519962 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.DAT-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001158,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.DAT-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.288-07:00 Los_Angeles,"",Discharge Air Temp Sp,"",AO3001157,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT25.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","",FUR-3.DAT-SP,"",2020-04-09T19:02:00.328Z UTC
@p:ubcv:r:23d51254-3de4e8e3 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT04.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000906,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT04.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:12:59-07:00 Los_Angeles,"",28164,2019-01-18T12:50:19-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.297-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3000905,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT04.SF-S.Trend1,Los_Angeles,"","","",HRV-1.SF-S,"",2020-04-08T18:50:09.203Z UTC
@p:ubcv:r:23d51254-134dafaf St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT26.DA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001166,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.305-07:00 Los_Angeles,"",Discharge Air Temp,"",AI3001165,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.DA-T.Trend1,Los_Angeles,°C,"","",FUR-4.DA-T,"",2020-04-09T19:02:00.329Z UTC
@p:ubcv:r:23d51254-82ff5455 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT22.OA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001057,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.OA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.313-07:00 Los_Angeles,"",Outside Air Temp,"",AO3001056,"",✓,✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.OA-T.Trend1,Los_Angeles,°C,"","",HRV-4.OA-T,"",2020-04-09T19:02:00.33Z UTC
@p:ubcv:r:23d51254-12d4452f St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT26.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001168,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT26.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:32-07:00 Los_Angeles,"",85,2019-03-01T07:44:29-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.323-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3001167,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT26.SF-S.Trend1,Los_Angeles,"","","",FUR-4.SF-S,"",2020-04-08T18:52:49.303Z UTC
@p:ubcv:r:23d51254-4b17af23 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.DAT-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001010,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.DAT-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.33-07:00 Los_Angeles,"",Discharge Air Temp Sp,"",AO3001009,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT06.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","",CUV-1.DAT-SP,"",2020-04-09T19:02:00.331Z UTC
@p:ubcv:r:23d51254-2849a01b St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT02.HTG1-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000835,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT02.HTG1-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",45,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.338-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT02.HTG1-C,✓,BO3000834,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:55:22.776Z UTC
@p:ubcv:r:23d51254-8c2f63db St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT22.DA-T,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001059,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.DA-T,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.344-07:00 Los_Angeles,"",Discharge Air Temp,"",AI3001058,"","",✓,"","","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT22.DA-T.Trend1,Los_Angeles,°C,"","",HRV-4.DA-T,"",2020-04-09T19:02:00.332Z UTC
@p:ubcv:r:23d51254-c1f9b2d6 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT24.SF-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001132,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT24.SF-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"",✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:31-07:00 Los_Angeles,"",5,2019-03-01T07:44:28-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.351-07:00 Los_Angeles,"",Discharge Fan Run Status,"",BI3001131,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE14/N2-2.JCL-NAE14  UNT24.SF-S.Trend1,Los_Angeles,"","","",FUR-2.SF-S,"",2020-04-08T18:52:51.919Z UTC
@p:ubcv:r:23d51254-9bc871cc St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.EF19-S,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000857,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.EF19-S,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,✓,✓,"",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:28-07:00 Los_Angeles,"",8,2019-03-01T07:44:25-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.358-07:00 Los_Angeles,"",Exhaust Fan Run Status,"",BI3000856,"","",✓,✓,"","",✓,@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","",JCL-NAE14/N2-2.JCL-NAE14  UNT03.EF19-S.Trend1,Los_Angeles,"","","",CUV-4.EF19-S,"",2020-04-30T11:09:44.474Z UTC
@p:ubcv:r:23d51254-6e8393ed St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT03.HTG1-C,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000861,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT03.HTG1-C,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","Off,On",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-09T19:43:28-07:00 Los_Angeles,"",2626,2019-01-17T20:50:07-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T20:20:41.365-07:00 Los_Angeles,"",JCL-NAE14/N2-2.JCL-NAE14  UNT03.HTG1-C,✓,BO3000860,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","","","","",Los_Angeles,"","","","","",2020-04-08T18:55:22.413Z UTC
@p:ubcv:r:23d51254-dc50d7cd St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT01.Parameters.ACLG-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000807,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.Parameters.ACLG-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),✓,"",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.375-07:00 Los_Angeles,"",Zone Temp Cooling Sp,"",AI3000806,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT01.Parameters.ACLG-SP.Trend1,Los_Angeles,°C,"","",HRV-2.ACLG-SP,✓,2020-04-09T19:02:00.333Z UTC
@p:ubcv:r:23d51253-6b0cff0a St. John's College Unsorted Points JCL-NAE14/Memory Usage Trend Log,"","",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3000005,✓,JCL-NAE14/Memory Usage Trend Log,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,"","","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T00:00:00-07:00 Los_Angeles,"",289,2019-07-29T00:00:00-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.381-07:00 Los_Angeles,"",JCL-NAE14/Memory Usage Trend Log,✓,"","","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,"","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:04.212Z UTC
@p:ubcv:r:23d51254-f26510d3 St. John's College Unsorted Points JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.DAT-SP,✓,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"",TL3001117,✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.DAT-SP,"",@p:ubcv:r:21e6b216-ececd4c9 SJC (NAE-14),"","",$equipRef $bmsName,✓,"","","","",@p:ubcv:r:23d5124a-f2b48ea7 St. John's College Unsorted Points,"","","",@p:ubcv:r:23d5124a-1183ecf4 St. John's College Unsorted Points,"",✓,2020-05-12T20:15:00-07:00 Los_Angeles,"",45646,2019-01-17T14:45:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T20:20:41.389-07:00 Los_Angeles,"",Discharge Air Temp Sp,"",AO3001116,"","",✓,"","","","",@p:ubcv:r:23d5111e-a9d14c9e St. John's College,✓,@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,"",✓,JCL-NAE14/N2-2.JCL-NAE14  UNT23.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","",FUR-1.DAT-SP,"",2020-04-09T19:02:00.335Z UTC
