id,air,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,bypass,chilled,cmd,connRef,damper,disMacro,discharge,enable,entering,enum,equipName,equipRef,esc,exhaust,fan,groupRef,heating,his,hisEnd,hisSize,hisStart,hisStatus,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,outside,point,pump,run,sensor,siteRef,sp,speed,tagTableRef,temp,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:2512d579-712f5b41 Marine Drive Res #1 Unsorted Points M4_DRY5_6_A,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL6,✓,M4_DRY5_6_A,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:25-07:00 Los_Angeles,15242,2019-09-13T13:37:55-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.668-07:00 Los_Angeles,"",M4_DRY5_6_A,✓,AI6,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_DRY5_6_A_POLL_TL,Los_Angeles,A,"","","",2020-04-09T19:02:29.351Z UTC
@p:ubcv:r:2512d552-28943d8d Marine Drive Res #1 Unsorted Points M_DCP124_S,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL37,✓,M_DCP124_S,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.235-07:00 Los_Angeles,"",M_DCP124_S,✓,AI1402,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCP124_S_POLL_TL,Los_Angeles,A,"","","",2020-04-09T19:02:29.299Z UTC
@p:ubcv:r:2512d589-604dbac0 Marine Drive Res #1 Unsorted Points M5_LDRY_SF508_C,✓,@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL17,✓,M5_LDRY_SF508_C,"","",✓,@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,✓,"","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"",✓,@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-04-09T03:28:57-07:00 Los_Angeles,20,2019-08-14T12:24:42-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:40:32.06-07:00 Los_Angeles,"",Discharge Fan Run Cmd,"",BO3,"",✓,"",✓,"",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:23e65d0f-383558cd (.+_)?SF(\d+)?(_(S|N)\d_\d+)?_F?C(_TL)?,"",M5_LDRY_SF508_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:28.159Z UTC
@p:ubcv:r:2512d552-53b01c89 Marine Drive Res #1 Unsorted Points M_DHW_BLR1_STG3,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL61,✓,M_DHW_BLR1_STG3,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-09T21:59:30-07:00 Los_Angeles,192,2019-09-17T09:00:09-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.238-07:00 Los_Angeles,"",M_DHW_BLR1_STG3,✓,BO1402,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR1_STG3_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:22.956Z UTC
@p:ubcv:r:2512d552-b594db77 Marine Drive Res #1 Unsorted Points M_DHW_BLR2_SW-T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL83,✓,M_DHW_BLR2_SW-T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.244-07:00 Los_Angeles,"",M_DHW_BLR2_SW-T,✓,AI1603,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR2_SWT_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.3Z UTC
@p:ubcv:r:2512d59a-5880310f Marine Drive Res #1 Unsorted Points M6_LNDRY_VENT,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL12,✓,M6_LNDRY_VENT,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:41-07:00 Los_Angeles,15271,2019-09-13T03:20:32-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.683-07:00 Los_Angeles,"",M6_LNDRY_VENT,✓,AV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,_,"","","",2020-04-09T19:15:22.774Z UTC
@p:ubcv:r:2512d552-fb212306 Marine Drive Res #1 Unsorted Points P_123_124_125_LEAD_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL11,✓,P_123_124_125_LEAD_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","P_125,P_123_124","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2019-11-05T13:13:26-08:00 Los_Angeles,4,2019-09-16T10:29:08-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:23.929-07:00 Los_Angeles,"",P_123_124_125_LEAD_BV,✓,BV10,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",P_123_124_125_LEAD_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:57.62Z UTC
@p:ubcv:r:2512d579-830e89e4 Marine Drive Res #1 Unsorted Points M4_DRY7_8_RUN_S_BV,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL20,✓,M4_DRY7_8_RUN_S_BV,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T13:36:10-07:00 Los_Angeles,3262,2019-09-13T21:17:16-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:53.867-07:00 Los_Angeles,"",M4_DRY7_8_RUN_S_BV,✓,BV11,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_DRY7_8_RUN_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:04.817Z UTC
@p:ubcv:r:2512d579-a23fc002 Marine Drive Res #1 Unsorted Points M4_DRY9_10_RUN_S_BV,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL21,✓,M4_DRY9_10_RUN_S_BV,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T13:57:31-07:00 Los_Angeles,3793,2019-09-13T06:51:27-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:54.01-07:00 Los_Angeles,"",M4_DRY9_10_RUN_S_BV,✓,BV12,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_DRY9_10_RUN_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:01.556Z UTC
@p:ubcv:r:2512d552-41b96cf1 Marine Drive Res #1 Unsorted Points M_DHW_BLR3_STG2,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL68,✓,M_DHW_BLR3_STG2,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-03T12:40:57-07:00 Los_Angeles,1410,2019-09-12T09:08:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.247-07:00 Los_Angeles,"",M_DHW_BLR3_STG2,✓,BO1601,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR3_STG2_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:24.633Z UTC
@p:ubcv:r:2512d552-1a6371fd Marine Drive Res #1 Unsorted Points MAIN_LOOP_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL13,✓,MAIN_LOOP_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","GROUND_SOURCE,AIR_SOURCE","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T08:41:46-07:00 Los_Angeles,3,2020-05-01T00:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.25-07:00 Los_Angeles,"",MAIN_LOOP_BV,✓,BV12,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",MAIN_LOOP_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:51.715Z UTC
@p:ubcv:r:2512d589-7205a116 Marine Drive Res #1 Unsorted Points M5_LDRY_BYP_DMP_AV,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL14,✓,M5_LDRY_BYP_DMP_AV,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:38:10-07:00 Los_Angeles,15271,2019-09-13T13:28:46-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:40:35.983-07:00 Los_Angeles,"",M5_LDRY_BYP_DMP_AV,✓,AV4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_LDRY_BYP_DMP_AV_POLL_TL,Los_Angeles,%,"","","",2020-04-09T19:02:29.366Z UTC
@p:ubcv:r:2512d59b-1ee67789 Marine Drive Res #1 Unsorted Points M6_DRY7_S_BV,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL36,✓,M6_DRY7_S_BV,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:32:43-07:00 Los_Angeles,1608,2019-09-11T16:53:57-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:53.739-07:00 Los_Angeles,"",M6_DRY7_S_BV,✓,BV14,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,"","","","",2020-04-08T18:54:16.867Z UTC
@p:ubcv:r:2512d552-0d3f06d7 Marine Drive Res #1 Unsorted Points M_DCHIGH_SWT_BV,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL74,✓,M_DCHIGH_SWT_BV,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T18:05:06-07:00 Los_Angeles,58,2019-09-16T10:29:08-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.253-07:00 Los_Angeles,"",M_DCHIGH_SWT_BV,✓,BV17,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCHIGH_SWT_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:39.531Z UTC
@p:ubcv:r:2512d589-c1ed47e0 Marine Drive Res #1 Unsorted Points M5_DRY9_10_RUN_S_BV,"",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),TL21,✓,M5_DRY9_10_RUN_S_BV,"","","",@p:ubcv:r:2512d37c-0e69997b MDR1 M5 LAUNDRY (651005),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:40:39-07:00 Los_Angeles,3510,2019-09-11T17:37:43-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:40:32.184-07:00 Los_Angeles,"",M5_DRY9_10_RUN_S_BV,✓,BV12,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M5_DRY9_10_RUN_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:01.64Z UTC
@p:ubcv:r:2512d563-4d7beb11 Marine Drive Res #1 Unsorted Points M_AHU103_HCV,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL10,✓,M_AHU103_HCV,"","",✓,@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,✓,✓,2020-05-12T14:33:32-07:00 Los_Angeles,15242,2019-09-13T13:29:37-07:00 Los_Angeles,ok,✓,Number,2020-05-12T15:36:36.098-07:00 Los_Angeles,"",Heating Valve Cmd,"",AO3,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",M_AHU103_HCV_POLL_TL,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:29.324Z UTC
@p:ubcv:r:2512d59b-d4564ced Marine Drive Res #1 Unsorted Points M6_LDRY_EF603_SPD_FB,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL32,✓,M6_LDRY_EF603_SPD_FB,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,✓,✓,@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:40-07:00 Los_Angeles,15272,2019-09-13T03:20:23-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.933-07:00 Los_Angeles,"",Exhaust Fan Speed,"",AI10,"",✓,"","",✓,@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"",✓,@p:ubcv:r:23e65d0f-5a047ba9 .+_EF(\d+\w?)?(_VFD)?_SPD_FB(_TL)?,"","",Los_Angeles,%,"","","",2020-04-14T16:50:02.176Z UTC
@p:ubcv:r:2512d59a-a245c3cb Marine Drive Res #1 Unsorted Points M6_LDRY_SF608_A,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL1,✓,M6_LDRY_SF608_A,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:38-07:00 Los_Angeles,15271,2019-09-13T03:20:29-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:57.183-07:00 Los_Angeles,"",M6_LDRY_SF608_A,✓,AI1,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,_,"","","",2020-04-09T19:15:22.776Z UTC
@p:ubcv:r:2512d59b-a7f31c12 Marine Drive Res #1 Unsorted Points M6_DRY3_A,"",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),TL4,✓,M6_DRY3_A,"","","",@p:ubcv:r:2512d4be-91638f62 MDR1 M6 LAUNDRY (651006),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:27:38-07:00 Los_Angeles,15271,2019-09-13T03:20:30-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:57.432-07:00 Los_Angeles,"",M6_DRY3_A,✓,AI4,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","","",Los_Angeles,_,"","","",2020-04-09T19:15:22.777Z UTC
@p:ubcv:r:2512d563-2753a804 Marine Drive Res #1 Unsorted Points M_AHU104_HCV,"",@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),TL12,✓,M_AHU104_HCV,"","",✓,@p:ubcv:r:2512d272-c1a3e547 MDR1 AHU102 AHU103 AHU104 (651001),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,✓,✓,2020-05-12T14:33:31-07:00 Los_Angeles,15243,2019-09-13T13:29:41-07:00 Los_Angeles,ok,✓,Number,2020-05-12T15:36:36.327-07:00 Los_Angeles,"",Heating Valve Cmd,"",AO7,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",M_AHU104_HCV_POLL_TL,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:29.325Z UTC
@p:ubcv:r:2512d552-dcb58c1a Marine Drive Res #1 Unsorted Points M_DCP125_C,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL9,✓,M_DCP125_C,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T07:07:30-07:00 Los_Angeles,16,2019-09-16T10:29:08-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:23.946-07:00 Los_Angeles,"",M_DCP125_C,✓,BO1204,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCP125_C_COV_TL,Los_Angeles,"","","","",2020-04-08T18:52:21.222Z UTC
@p:ubcv:r:2512d579-18296108 Marine Drive Res #1 Unsorted Points M4_DRY1_2_RUN_S_BV,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL29,✓,M4_DRY1_2_RUN_S_BV,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-11T21:46:12-07:00 Los_Angeles,1967,2019-09-11T22:26:43-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:38:52.265-07:00 Los_Angeles,"",M4_DRY1_2_RUN_S_BV,✓,BV8,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_DRY1_2_RUN_S_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:07.144Z UTC
@p:ubcv:r:2512d56c-d42b03ac Marine Drive Res #1 Unsorted Points M_WWHP_B_ALM_BV,"",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),TL18,✓,M_WWHP_B_ALM_BV,"","","",@p:ubcv:r:2512d356-2acd116d MDR1 WWHP (651003),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2019-08-13T17:45:27-07:00 Los_Angeles,3,2019-08-13T16:58:56-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:37:57.055-07:00 Los_Angeles,"",M_WWHP_B_ALM_BV,✓,BV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_WWHP_B_ALM_BV_COV_TL,Los_Angeles,"","","","",2020-04-08T18:53:26.438Z UTC
@p:ubcv:r:2512d552-1a993edc Marine Drive Res #1 Unsorted Points M_DCGL_CHWR_T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL32,✓,M_DCGL_CHWR_T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:19-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.258-07:00 Los_Angeles,"",M_DCGL_CHWR_T,✓,AI1301,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DCGL_CHWR_T_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.301Z UTC
@p:ubcv:r:2512d579-19baadf2 Marine Drive Res #1 Unsorted Points M4_LNDRY_VENT,"",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),TL12,✓,M4_LNDRY_VENT,"","","",@p:ubcv:r:2512d37f-39e58641 MDR1 M4 LAUNDRY (651004),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:33:24-07:00 Los_Angeles,15242,2019-09-13T13:37:58-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:38:56.919-07:00 Los_Angeles,"",M4_LNDRY_VENT,✓,AV2,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M4_LNDRY_VENT_POLL_TL,Los_Angeles,_,"","","",2020-04-09T19:15:22.758Z UTC
@p:ubcv:r:2512d552-f9d18607 Marine Drive Res #1 Unsorted Points M_DHW_BLR3_SW-T,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL85,✓,M_DHW_BLR3_SW-T,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:34:08-07:00 Los_Angeles,16539,2019-09-13T13:33:59-07:00 Los_Angeles,ok,"",Number,2020-05-12T15:41:24.264-07:00 Los_Angeles,"",M_DHW_BLR3_SW-T,✓,AI1701,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR3_SWT_POLL_TL,Los_Angeles,°C,"","","",2020-04-09T19:02:29.302Z UTC
@p:ubcv:r:2512d552-fc5f9616 Marine Drive Res #1 Unsorted Points M_DHW_BLR2_STG1,"",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),TL63,✓,M_DHW_BLR2_STG1,"","","",@p:ubcv:r:2512d02b-45514672 MDR1 377.0 MARINE DRIVE RESIDENCE (65100),"",$equipRef $bmsName,"","","","OFF,ON","",@p:ubcv:r:2512d550-47e30f9e Marine Drive Res #1 Unsorted Points,✓,"","",@p:ubcv:r:2512d550-c06d6a44 Marine Drive Res #1 Unsorted Points,"",✓,2020-05-12T14:35:55-07:00 Los_Angeles,1078,2019-09-11T16:33:30-07:00 Los_Angeles,ok,"",Bool,2020-05-12T15:41:24.267-07:00 Los_Angeles,"",M_DHW_BLR2_STG1,✓,BO1404,"",✓,"","","",@p:ubcv:r:250aa0be-43def258 Marine Drive Res #1,"","","","",M_DHW_BLR2_STG1_COV_TL,Los_Angeles,"","","","",2020-04-08T18:54:21.696Z UTC
